DateTime, Breathing, Vert Accelerometer, Lat Accelerometer, Long Accelerometer
2023-02-03 11:41:07.870+00:00, 458, -1010, -172, 144
2023-02-03 11:41:07.909+00:00, 458, -842, -121, 105
2023-02-03 11:41:07.948+00:00, 457, -909, -125, 47
2023-02-03 11:41:07.987+00:00, 456, -936, -160, 31
2023-02-03 11:41:08.026+00:00, 453, -905, -203, 105
2023-02-03 11:41:08.065+00:00, 450, -940, -140, 105
2023-02-03 11:41:08.105+00:00, 447, -936, -125, 43
2023-02-03 11:41:08.144+00:00, 443, -956, -144, 27
2023-02-03 11:41:08.183+00:00, 440, -924, -168, 70
2023-02-03 11:41:08.222+00:00, 437, -905, -156, 90
2023-02-03 11:41:08.261+00:00, 433, -928, -133, 98
2023-02-03 11:41:08.300+00:00, 429, -948, -140, 90
2023-02-03 11:41:08.339+00:00, 426, -909, -121, 101
2023-02-03 11:41:08.378+00:00, 423, -952, -121, 59
2023-02-03 11:41:08.417+00:00, 421, -956, -179, 47
2023-02-03 11:41:08.456+00:00, 419, -878, -152, 78
2023-02-03 11:41:08.495+00:00, 418, -909, -121, 125
2023-02-03 11:41:08.534+00:00, 416, -917, -129, 78
2023-02-03 11:41:08.573+00:00, 414, -924, -148, 47
2023-02-03 11:41:08.612+00:00, 412, -924, -133, 101
2023-02-03 11:41:08.651+00:00, 409, -959, -137, 70
2023-02-03 11:41:08.690+00:00, 406, -913, -105, 74
2023-02-03 11:41:08.730+00:00, 402, -983, -140, 4
2023-02-03 11:41:08.769+00:00, 398, -901, -176, 51
2023-02-03 11:41:08.808+00:00, 395, -928, -113, 94
2023-02-03 11:41:08.847+00:00, 392, -862, -168, 137
2023-02-03 11:41:08.886+00:00, 390, -878, -105, 117
2023-02-03 11:41:08.925+00:00, 389, -1076, -113, 39
2023-02-03 11:41:08.964+00:00, 389, -944, -144, 20
2023-02-03 11:41:09.003+00:00, 389, -854, -148, 70
2023-02-03 11:41:09.042+00:00, 391, -940, -133, 109
2023-02-03 11:41:09.081+00:00, 393, -959, -129, 98
2023-02-03 11:41:09.120+00:00, 396, -940, -172, 31
2023-02-03 11:41:09.159+00:00, 403, -932, -133, 66
2023-02-03 11:41:09.198+00:00, 416, -983, -90, 20
2023-02-03 11:41:09.237+00:00, 435, -874, -121, 20
2023-02-03 11:41:09.276+00:00, 461, -959, -129, -16
2023-02-03 11:41:09.315+00:00, 492, -835, -195, 218
2023-02-03 11:41:09.355+00:00, 526, -917, -94, 109
2023-02-03 11:41:09.394+00:00, 561, -1034, -133, -12
2023-02-03 11:41:09.433+00:00, 592, -936, -179, -156
2023-02-03 11:41:09.472+00:00, 620, -858, -148, -35
2023-02-03 11:41:09.511+00:00, 642, -874, -137, -16
2023-02-03 11:41:09.550+00:00, 656, -905, -129, -74
2023-02-03 11:41:09.589+00:00, 663, -936, -113, -94
2023-02-03 11:41:09.628+00:00, 663, -995, -125, -101
2023-02-03 11:41:09.667+00:00, 658, -893, -207, 203
2023-02-03 11:41:09.706+00:00, 650, -936, -59, -66
2023-02-03 11:41:09.745+00:00, 641, -893, -109, 90
2023-02-03 11:41:09.784+00:00, 634, -909, -121, 90
2023-02-03 11:41:09.823+00:00, 631, -893, -113, 39
2023-02-03 11:41:09.862+00:00, 633, -940, -121, 35
2023-02-03 11:41:09.901+00:00, 641, -917, -113, -31
2023-02-03 11:41:09.940+00:00, 649, -948, -113, 12
2023-02-03 11:41:09.980+00:00, 654, -963, -113, -27
2023-02-03 11:41:10.019+00:00, 655, -913, -156, 109
2023-02-03 11:41:10.058+00:00, 654, -944, -113, -16
2023-02-03 11:41:10.097+00:00, 650, -905, -140, 47
2023-02-03 11:41:10.136+00:00, 644, -959, -148, 51
2023-02-03 11:41:10.175+00:00, 637, -959, -133, 47
2023-02-03 11:41:10.214+00:00, 628, -909, -140, 43
2023-02-03 11:41:10.253+00:00, 616, -878, -90, 59
2023-02-03 11:41:10.292+00:00, 603, -956, -148, 39
2023-02-03 11:41:10.331+00:00, 589, -850, -160, 16
2023-02-03 11:41:10.370+00:00, 572, -842, -98, 164
2023-02-03 11:41:10.409+00:00, 551, -1061, -43, 35
2023-02-03 11:41:10.448+00:00, 528, -1006, -105, 152
2023-02-03 11:41:10.487+00:00, 505, -850, -35, -43
2023-02-03 11:41:10.526+00:00, 483, -1022, -82, 78
2023-02-03 11:41:10.565+00:00, 464, -920, -129, -4
2023-02-03 11:41:10.605+00:00, 449, -796, -82, 117
2023-02-03 11:41:10.644+00:00, 436, -940, -70, 8
2023-02-03 11:41:10.683+00:00, 427, -944, -66, -20
2023-02-03 11:41:10.722+00:00, 420, -909, -66, 129
2023-02-03 11:41:10.761+00:00, 413, -885, -43, 23
2023-02-03 11:41:10.800+00:00, 408, -881, 20, 20
2023-02-03 11:41:10.839+00:00, 405, -963, -117, 129
2023-02-03 11:41:10.878+00:00, 403, -913, -98, -35
2023-02-03 11:41:10.917+00:00, 401, -952, -47, -12
2023-02-03 11:41:10.956+00:00, 399, -967, -105, 152
2023-02-03 11:41:10.995+00:00, 397, -905, -86, 179
2023-02-03 11:41:11.034+00:00, 394, -987, -66, 35
2023-02-03 11:41:11.073+00:00, 391, -881, -90, 16
2023-02-03 11:41:11.112+00:00, 390, -987, -62, -4
2023-02-03 11:41:11.151+00:00, 389, -967, -86, 51
2023-02-03 11:41:11.190+00:00, 391, -901, -70, 39
2023-02-03 11:41:11.230+00:00, 396, -842, -105, 94
2023-02-03 11:41:11.269+00:00, 403, -881, -70, 78
2023-02-03 11:41:11.308+00:00, 411, -1002, -55, 43
2023-02-03 11:41:11.347+00:00, 418, -928, -113, 39
2023-02-03 11:41:11.386+00:00, 426, -944, -62, 137
2023-02-03 11:41:11.425+00:00, 434, -881, -70, 179
2023-02-03 11:41:11.464+00:00, 441, -1104, -70, -183
2023-02-03 11:41:11.503+00:00, 450, -885, -117, 12
2023-02-03 11:41:11.542+00:00, 461, -971, -94, 0
2023-02-03 11:41:11.581+00:00, 475, -803, -207, 55
2023-02-03 11:41:11.620+00:00, 492, -854, -8, -20
2023-02-03 11:41:11.659+00:00, 508, -975, -23, -109
2023-02-03 11:41:11.698+00:00, 520, -936, -90, 0
2023-02-03 11:41:11.737+00:00, 525, -959, -121, 129
2023-02-03 11:41:11.776+00:00, 526, -940, -66, 152
2023-02-03 11:41:11.815+00:00, 527, -905, -47, 179
2023-02-03 11:41:11.855+00:00, 529, -952, -47, 4
2023-02-03 11:41:11.894+00:00, 530, -967, -109, 86
2023-02-03 11:41:11.933+00:00, 532, -905, -90, 125
2023-02-03 11:41:11.972+00:00, 533, -920, -94, 86
2023-02-03 11:41:12.011+00:00, 533, -850, -98, 152
2023-02-03 11:41:12.050+00:00, 532, -963, -31, 117
2023-02-03 11:41:12.089+00:00, 530, -936, -121, 70
2023-02-03 11:41:12.128+00:00, 528, -948, -66, 35
2023-02-03 11:41:12.167+00:00, 525, -924, -66, 140
2023-02-03 11:41:12.206+00:00, 520, -967, -82, 129
2023-02-03 11:41:12.245+00:00, 515, -881, -98, 125
2023-02-03 11:41:12.284+00:00, 511, -936, -66, 105
2023-02-03 11:41:12.323+00:00, 508, -948, -109, 129
2023-02-03 11:41:12.362+00:00, 506, -963, -98, 129
2023-02-03 11:41:12.401+00:00, 504, -940, -90, 109
2023-02-03 11:41:12.440+00:00, 503, -940, -101, 113
2023-02-03 11:41:12.480+00:00, 502, -905, -105, 125
2023-02-03 11:41:12.519+00:00, 500, -940, -62, 144
2023-02-03 11:41:12.558+00:00, 497, -979, -43, 43
2023-02-03 11:41:12.597+00:00, 493, -905, -137, 66
2023-02-03 11:41:12.636+00:00, 488, -881, -55, 101
2023-02-03 11:41:12.675+00:00, 483, -959, -90, 109
2023-02-03 11:41:12.714+00:00, 478, -952, -94, 121
2023-02-03 11:41:12.753+00:00, 473, -936, -86, 101
2023-02-03 11:41:12.792+00:00, 469, -932, -66, 43
2023-02-03 11:41:12.831+00:00, 465, -932, -94, 125
2023-02-03 11:41:12.870+00:00, 460, -932, -74, 86
2023-02-03 11:41:12.909+00:00, 456, -920, -94, 113
2023-02-03 11:41:12.948+00:00, 452, -936, -82, 125
2023-02-03 11:41:12.987+00:00, 449, -924, -74, 98
2023-02-03 11:41:13.026+00:00, 445, -936, -94, 133
2023-02-03 11:41:13.065+00:00, 441, -928, -74, 109
2023-02-03 11:41:13.105+00:00, 438, -928, -70, 105
2023-02-03 11:41:13.144+00:00, 434, -920, -78, 109
2023-02-03 11:41:13.183+00:00, 430, -952, -74, 125
2023-02-03 11:41:13.222+00:00, 426, -936, -70, 109
2023-02-03 11:41:13.261+00:00, 423, -917, -78, 90
2023-02-03 11:41:13.300+00:00, 419, -917, -62, 125
2023-02-03 11:41:13.339+00:00, 415, -928, -66, 94
2023-02-03 11:41:13.378+00:00, 412, -917, -59, 113
2023-02-03 11:41:13.417+00:00, 410, -944, -70, 125
2023-02-03 11:41:13.456+00:00, 409, -932, -66, 105
2023-02-03 11:41:13.495+00:00, 409, -924, -78, 137
2023-02-03 11:41:13.534+00:00, 409, -936, -62, 133
2023-02-03 11:41:13.573+00:00, 411, -936, -70, 105
2023-02-03 11:41:13.612+00:00, 413, -936, -82, 137
2023-02-03 11:41:13.651+00:00, 416, -928, -62, 109
2023-02-03 11:41:13.690+00:00, 419, -932, -74, 125
2023-02-03 11:41:13.730+00:00, 422, -936, -66, 121
2023-02-03 11:41:13.769+00:00, 426, -932, -66, 70
2023-02-03 11:41:13.808+00:00, 430, -920, -74, 86
2023-02-03 11:41:13.847+00:00, 435, -932, -59, 117
2023-02-03 11:41:13.886+00:00, 440, -932, -59, 113
2023-02-03 11:41:13.925+00:00, 446, -932, -74, 121
2023-02-03 11:41:13.964+00:00, 451, -924, -62, 98
2023-02-03 11:41:14.003+00:00, 456, -948, -62, 125
2023-02-03 11:41:14.042+00:00, 460, -920, -70, 113
2023-02-03 11:41:14.081+00:00, 465, -932, -59, 94
2023-02-03 11:41:14.120+00:00, 470, -932, -66, 117
2023-02-03 11:41:14.159+00:00, 476, -963, -55, 148
2023-02-03 11:41:14.198+00:00, 482, -924, -51, 74
2023-02-03 11:41:14.237+00:00, 489, -940, -74, 133
2023-02-03 11:41:14.276+00:00, 495, -928, -59, 105
2023-02-03 11:41:14.315+00:00, 502, -932, -78, 113
2023-02-03 11:41:14.355+00:00, 507, -928, -66, 109
2023-02-03 11:41:14.394+00:00, 513, -924, -66, 98
2023-02-03 11:41:14.433+00:00, 519, -932, -66, 109
2023-02-03 11:41:14.472+00:00, 524, -932, -74, 113
2023-02-03 11:41:14.511+00:00, 528, -936, -62, 109
2023-02-03 11:41:14.550+00:00, 530, -944, -62, 129
2023-02-03 11:41:14.589+00:00, 531, -917, -78, 144
2023-02-03 11:41:14.628+00:00, 530, -928, -66, 86
2023-02-03 11:41:14.667+00:00, 528, -924, -82, 148
2023-02-03 11:41:14.706+00:00, 525, -928, -66, 133
2023-02-03 11:41:14.745+00:00, 521, -928, -74, 125
2023-02-03 11:41:14.784+00:00, 517, -928, -82, 133
2023-02-03 11:41:14.823+00:00, 513, -924, -70, 121
2023-02-03 11:41:14.862+00:00, 508, -940, -78, 148
2023-02-03 11:41:14.901+00:00, 503, -920, -66, 140
2023-02-03 11:41:14.940+00:00, 498, -936, -74, 129
2023-02-03 11:41:14.980+00:00, 493, -920, -82, 140
2023-02-03 11:41:15.019+00:00, 488, -936, -78, 137
2023-02-03 11:41:15.058+00:00, 484, -924, -86, 144
2023-02-03 11:41:15.097+00:00, 479, -932, -74, 133
2023-02-03 11:41:15.136+00:00, 475, -928, -82, 152
2023-02-03 11:41:15.175+00:00, 470, -932, -74, 160
2023-02-03 11:41:15.214+00:00, 466, -924, -74, 133
2023-02-03 11:41:15.253+00:00, 462, -940, -66, 133
2023-02-03 11:41:15.292+00:00, 458, -920, -98, 156
2023-02-03 11:41:15.331+00:00, 454, -928, -70, 152
2023-02-03 11:41:15.370+00:00, 451, -920, -86, 156
2023-02-03 11:41:15.409+00:00, 448, -944, -62, 133
2023-02-03 11:41:15.448+00:00, 446, -944, -74, 144
2023-02-03 11:41:15.487+00:00, 444, -944, -90, 152
2023-02-03 11:41:15.526+00:00, 442, -889, -70, 140
2023-02-03 11:41:15.565+00:00, 439, -932, -70, 129
2023-02-03 11:41:15.605+00:00, 437, -956, -86, 125
2023-02-03 11:41:15.644+00:00, 434, -917, -82, 137
2023-02-03 11:41:15.683+00:00, 430, -928, -74, 148
2023-02-03 11:41:15.722+00:00, 426, -928, -90, 105
2023-02-03 11:41:15.761+00:00, 422, -917, -90, 137
2023-02-03 11:41:15.800+00:00, 419, -940, -78, 125
2023-02-03 11:41:15.839+00:00, 417, -920, -86, 117
2023-02-03 11:41:15.878+00:00, 414, -928, -90, 125
2023-02-03 11:41:15.917+00:00, 414, -928, -78, 101
2023-02-03 11:41:15.956+00:00, 413, -940, -90, 121
2023-02-03 11:41:15.995+00:00, 414, -932, -78, 98
2023-02-03 11:41:16.034+00:00, 415, -936, -94, 121
2023-02-03 11:41:16.073+00:00, 416, -936, -82, 125
2023-02-03 11:41:16.112+00:00, 417, -893, -90, 113
2023-02-03 11:41:16.151+00:00, 419, -917, -109, 144
2023-02-03 11:41:16.190+00:00, 421, -917, -82, 105
2023-02-03 11:41:16.230+00:00, 423, -940, -90, 129
2023-02-03 11:41:16.269+00:00, 426, -928, -86, 148
2023-02-03 11:41:16.308+00:00, 428, -917, -82, 129
2023-02-03 11:41:16.347+00:00, 430, -932, -90, 129
2023-02-03 11:41:16.386+00:00, 431, -920, -78, 109
2023-02-03 11:41:16.425+00:00, 432, -928, -90, 164
2023-02-03 11:41:16.464+00:00, 434, -924, -82, 105
2023-02-03 11:41:16.503+00:00, 434, -936, -94, 113
2023-02-03 11:41:16.542+00:00, 436, -932, -78, 144
2023-02-03 11:41:16.581+00:00, 437, -928, -82, 105
2023-02-03 11:41:16.620+00:00, 438, -940, -94, 137
2023-02-03 11:41:16.659+00:00, 440, -940, -86, 105
2023-02-03 11:41:16.698+00:00, 442, -928, -82, 137
2023-02-03 11:41:16.737+00:00, 444, -932, -78, 86
2023-02-03 11:41:16.776+00:00, 447, -924, -90, 101
2023-02-03 11:41:16.815+00:00, 451, -936, -78, 98
2023-02-03 11:41:16.855+00:00, 456, -928, -98, 121
2023-02-03 11:41:16.894+00:00, 460, -932, -90, 98
2023-02-03 11:41:16.933+00:00, 465, -932, -82, 98
2023-02-03 11:41:16.972+00:00, 471, -928, -90, 109
2023-02-03 11:41:17.011+00:00, 476, -932, -90, 105
2023-02-03 11:41:17.050+00:00, 482, -932, -90, 105
2023-02-03 11:41:17.089+00:00, 488, -917, -98, 113
2023-02-03 11:41:17.128+00:00, 495, -936, -82, 101
2023-02-03 11:41:17.167+00:00, 501, -936, -101, 140
2023-02-03 11:41:17.206+00:00, 507, -936, -94, 94
2023-02-03 11:41:17.245+00:00, 512, -932, -94, 109
2023-02-03 11:41:17.284+00:00, 515, -928, -90, 129
2023-02-03 11:41:17.323+00:00, 518, -928, -86, 113
2023-02-03 11:41:17.362+00:00, 521, -928, -98, 117
2023-02-03 11:41:17.401+00:00, 525, -924, -94, 121
2023-02-03 11:41:17.440+00:00, 529, -920, -90, 129
2023-02-03 11:41:17.480+00:00, 532, -944, -86, 121
2023-02-03 11:41:17.519+00:00, 535, -924, -101, 121
2023-02-03 11:41:17.558+00:00, 535, -917, -94, 113
2023-02-03 11:41:17.597+00:00, 534, -944, -98, 129
2023-02-03 11:41:17.636+00:00, 530, -936, -86, 125
2023-02-03 11:41:17.675+00:00, 526, -913, -101, 129
2023-02-03 11:41:17.714+00:00, 521, -924, -90, 109
2023-02-03 11:41:17.753+00:00, 515, -932, -94, 152
2023-02-03 11:41:17.792+00:00, 510, -936, -90, 164
2023-02-03 11:41:17.831+00:00, 505, -924, -101, 144
2023-02-03 11:41:17.870+00:00, 500, -936, -98, 125
2023-02-03 11:41:17.909+00:00, 495, -924, -98, 125
2023-02-03 11:41:17.948+00:00, 490, -932, -94, 129
2023-02-03 11:41:17.987+00:00, 485, -936, -98, 140
2023-02-03 11:41:18.026+00:00, 481, -920, -94, 129
2023-02-03 11:41:18.065+00:00, 478, -932, -98, 144
2023-02-03 11:41:18.105+00:00, 475, -936, -94, 133
2023-02-03 11:41:18.144+00:00, 473, -928, -98, 105
2023-02-03 11:41:18.183+00:00, 471, -924, -101, 144
2023-02-03 11:41:18.222+00:00, 469, -932, -82, 133
2023-02-03 11:41:18.261+00:00, 468, -924, -98, 137
2023-02-03 11:41:18.300+00:00, 468, -932, -98, 125
2023-02-03 11:41:18.339+00:00, 467, -928, -94, 129
2023-02-03 11:41:18.378+00:00, 466, -928, -98, 140
2023-02-03 11:41:18.417+00:00, 466, -920, -94, 117
2023-02-03 11:41:18.456+00:00, 465, -940, -101, 117
2023-02-03 11:41:18.495+00:00, 465, -928, -90, 121
2023-02-03 11:41:18.534+00:00, 464, -920, -90, 140
2023-02-03 11:41:18.573+00:00, 463, -932, -94, 98
2023-02-03 11:41:18.612+00:00, 462, -936, -101, 125
2023-02-03 11:41:18.651+00:00, 461, -924, -86, 133
2023-02-03 11:41:18.690+00:00, 461, -936, -98, 121
2023-02-03 11:41:18.730+00:00, 461, -932, -98, 140
2023-02-03 11:41:18.769+00:00, 461, -928, -86, 140
2023-02-03 11:41:18.808+00:00, 462, -928, -90, 129
2023-02-03 11:41:18.847+00:00, 463, -932, -98, 133
2023-02-03 11:41:18.886+00:00, 465, -936, -98, 137
2023-02-03 11:41:18.925+00:00, 467, -924, -94, 144
2023-02-03 11:41:18.964+00:00, 470, -924, -94, 133
2023-02-03 11:41:19.003+00:00, 473, -932, -101, 129
2023-02-03 11:41:19.042+00:00, 476, -920, -98, 140
2023-02-03 11:41:19.081+00:00, 480, -932, -98, 137
2023-02-03 11:41:19.120+00:00, 482, -932, -94, 137
2023-02-03 11:41:19.159+00:00, 485, -928, -98, 144
2023-02-03 11:41:19.198+00:00, 488, -924, -94, 137
2023-02-03 11:41:19.237+00:00, 492, -932, -90, 129
2023-02-03 11:41:19.276+00:00, 497, -924, -101, 144
2023-02-03 11:41:19.315+00:00, 502, -936, -98, 144
2023-02-03 11:41:19.355+00:00, 507, -928, -98, 137
2023-02-03 11:41:19.394+00:00, 514, -928, -94, 156
2023-02-03 11:41:19.433+00:00, 520, -920, -90, 148
2023-02-03 11:41:19.472+00:00, 526, -940, -98, 160
2023-02-03 11:41:19.511+00:00, 533, -932, -98, 137
2023-02-03 11:41:19.550+00:00, 539, -928, -98, 156
2023-02-03 11:41:19.589+00:00, 544, -928, -86, 148
2023-02-03 11:41:19.628+00:00, 549, -920, -94, 160
2023-02-03 11:41:19.667+00:00, 554, -936, -90, 140
2023-02-03 11:41:19.706+00:00, 557, -928, -98, 148
2023-02-03 11:41:19.745+00:00, 561, -928, -94, 164
2023-02-03 11:41:19.784+00:00, 565, -917, -90, 168
2023-02-03 11:41:19.823+00:00, 568, -928, -98, 148
2023-02-03 11:41:19.862+00:00, 569, -936, -105, 164
2023-02-03 11:41:19.901+00:00, 570, -928, -98, 160
2023-02-03 11:41:19.940+00:00, 568, -920, -94, 160
2023-02-03 11:41:19.980+00:00, 566, -924, -101, 156
2023-02-03 11:41:20.019+00:00, 563, -928, -94, 156
2023-02-03 11:41:20.058+00:00, 558, -940, -98, 156
2023-02-03 11:41:20.097+00:00, 553, -924, -94, 148
2023-02-03 11:41:20.136+00:00, 548, -932, -105, 168
2023-02-03 11:41:20.175+00:00, 544, -928, -98, 148
2023-02-03 11:41:20.214+00:00, 539, -928, -105, 164
2023-02-03 11:41:20.253+00:00, 534, -928, -113, 183
2023-02-03 11:41:20.292+00:00, 530, -932, -101, 144
2023-02-03 11:41:20.331+00:00, 526, -924, -105, 152
2023-02-03 11:41:20.370+00:00, 524, -924, -105, 137
2023-02-03 11:41:20.409+00:00, 523, -928, -109, 191
2023-02-03 11:41:20.448+00:00, 522, -917, -94, 133
2023-02-03 11:41:20.487+00:00, 523, -932, -117, 152
2023-02-03 11:41:20.526+00:00, 524, -932, -101, 140
2023-02-03 11:41:20.565+00:00, 523, -928, -98, 164
2023-02-03 11:41:20.605+00:00, 522, -932, -94, 152
2023-02-03 11:41:20.644+00:00, 521, -928, -98, 168
2023-02-03 11:41:20.683+00:00, 519, -928, -90, 133
2023-02-03 11:41:20.722+00:00, 517, -928, -98, 172
2023-02-03 11:41:20.761+00:00, 515, -928, -86, 156
2023-02-03 11:41:20.800+00:00, 514, -932, -101, 144
2023-02-03 11:41:20.839+00:00, 512, -924, -86, 172
2023-02-03 11:41:20.878+00:00, 510, -932, -82, 156
2023-02-03 11:41:20.917+00:00, 508, -928, -82, 156
2023-02-03 11:41:20.956+00:00, 506, -928, -82, 160
2023-02-03 11:41:20.995+00:00, 503, -924, -66, 129
2023-02-03 11:41:21.034+00:00, 499, -932, -86, 172
2023-02-03 11:41:21.073+00:00, 495, -924, -66, 137
2023-02-03 11:41:21.112+00:00, 491, -928, -78, 152
2023-02-03 11:41:21.151+00:00, 487, -920, -74, 152
2023-02-03 11:41:21.190+00:00, 483, -928, -59, 133
2023-02-03 11:41:21.230+00:00, 479, -944, -94, 129
2023-02-03 11:41:21.269+00:00, 475, -932, -66, 137
2023-02-03 11:41:21.308+00:00, 471, -928, -82, 144
2023-02-03 11:41:21.347+00:00, 468, -924, -74, 129
2023-02-03 11:41:21.386+00:00, 465, -924, -78, 137
2023-02-03 11:41:21.425+00:00, 462, -920, -70, 129
2023-02-03 11:41:21.464+00:00, 460, -924, -70, 133
2023-02-03 11:41:21.503+00:00, 458, -932, -66, 133
2023-02-03 11:41:21.542+00:00, 457, -913, -78, 117
2023-02-03 11:41:21.581+00:00, 456, -913, -70, 133
2023-02-03 11:41:21.620+00:00, 456, -924, -78, 152
2023-02-03 11:41:21.659+00:00, 455, -917, -90, 187
2023-02-03 11:41:21.698+00:00, 455, -932, -86, 164
2023-02-03 11:41:21.737+00:00, 455, -881, -70, 129
2023-02-03 11:41:21.776+00:00, 456, -870, -101, 125
2023-02-03 11:41:21.815+00:00, 456, -866, -82, 125
2023-02-03 11:41:21.855+00:00, 458, -1018, -176, 101
2023-02-03 11:41:21.894+00:00, 461, -932, -195, 98
2023-02-03 11:41:21.933+00:00, 466, -909, -179, 90
2023-02-03 11:41:21.972+00:00, 473, -975, -113, 137
2023-02-03 11:41:22.011+00:00, 483, -948, -47, 140
2023-02-03 11:41:22.050+00:00, 495, -995, -59, 129
2023-02-03 11:41:22.089+00:00, 509, -963, -59, 160
2023-02-03 11:41:22.128+00:00, 521, -901, -70, 74
2023-02-03 11:41:22.167+00:00, 531, -913, -82, 51
2023-02-03 11:41:22.206+00:00, 537, -924, -140, 125
2023-02-03 11:41:22.245+00:00, 539, -913, -101, 113
2023-02-03 11:41:22.284+00:00, 538, -897, -117, 90
2023-02-03 11:41:22.323+00:00, 537, -940, -133, 66
2023-02-03 11:41:22.362+00:00, 538, -983, -109, 59
2023-02-03 11:41:22.401+00:00, 543, -924, -35, 74
2023-02-03 11:41:22.440+00:00, 554, -948, -4, 129
2023-02-03 11:41:22.480+00:00, 570, -967, -12, 66
2023-02-03 11:41:22.519+00:00, 591, -901, -62, 16
2023-02-03 11:41:22.558+00:00, 613, -885, -78, 70
2023-02-03 11:41:22.597+00:00, 634, -936, -55, 113
2023-02-03 11:41:22.636+00:00, 654, -979, -82, 137
2023-02-03 11:41:22.675+00:00, 674, -979, -74, 101
2023-02-03 11:41:22.714+00:00, 693, -909, -82, 90
2023-02-03 11:41:22.753+00:00, 711, -874, -59, 47
2023-02-03 11:41:22.792+00:00, 726, -936, -31, 98
2023-02-03 11:41:22.831+00:00, 741, -948, -43, 140
2023-02-03 11:41:22.870+00:00, 759, -905, -55, 133
2023-02-03 11:41:22.909+00:00, 781, -897, -62, 121
2023-02-03 11:41:22.948+00:00, 805, -920, -66, 109
2023-02-03 11:41:22.987+00:00, 829, -963, -109, 101
2023-02-03 11:41:23.026+00:00, 850, -959, -117, 90
2023-02-03 11:41:23.065+00:00, 866, -952, -105, 105
2023-02-03 11:41:23.105+00:00, 876, -940, -90, 109
2023-02-03 11:41:23.144+00:00, 879, -928, -101, 101
2023-02-03 11:41:23.183+00:00, 876, -948, -94, 98
2023-02-03 11:41:23.222+00:00, 866, -940, -94, 101
2023-02-03 11:41:23.261+00:00, 853, -944, -94, 109
2023-02-03 11:41:23.300+00:00, 836, -932, -86, 101
2023-02-03 11:41:23.339+00:00, 817, -932, -90, 117
2023-02-03 11:41:23.378+00:00, 797, -940, -86, 101
2023-02-03 11:41:23.417+00:00, 777, -936, -90, 113
2023-02-03 11:41:23.456+00:00, 757, -920, -82, 98
2023-02-03 11:41:23.495+00:00, 737, -944, -70, 82
2023-02-03 11:41:23.534+00:00, 717, -913, -51, 59
2023-02-03 11:41:23.573+00:00, 698, -959, -35, 62
2023-02-03 11:41:23.612+00:00, 680, -971, -246, 70
2023-02-03 11:41:23.651+00:00, 662, -850, -129, 144
2023-02-03 11:41:23.690+00:00, 644, -811, -125, 152
2023-02-03 11:41:23.730+00:00, 626, -893, -144, 144
2023-02-03 11:41:23.769+00:00, 608, -948, -164, 144
2023-02-03 11:41:23.808+00:00, 592, -901, -156, 137
2023-02-03 11:41:23.847+00:00, 576, -917, -176, 129
2023-02-03 11:41:23.886+00:00, 562, -940, -176, 109
2023-02-03 11:41:23.925+00:00, 550, -952, -140, 137
2023-02-03 11:41:23.964+00:00, 541, -952, -129, 101
2023-02-03 11:41:24.003+00:00, 536, -948, -86, 16
2023-02-03 11:41:24.042+00:00, 534, -878, 70, 250
2023-02-03 11:41:24.081+00:00, 531, -897, 0, 156
2023-02-03 11:41:24.120+00:00, 524, -944, -62, 105
2023-02-03 11:41:24.159+00:00, 512, -967, -51, 101
2023-02-03 11:41:24.198+00:00, 493, -932, -62, 94
2023-02-03 11:41:24.237+00:00, 472, -940, -66, 129
2023-02-03 11:41:24.276+00:00, 451, -932, -66, 133
2023-02-03 11:41:24.315+00:00, 430, -920, -66, 133
2023-02-03 11:41:24.355+00:00, 410, -913, -74, 125
2023-02-03 11:41:24.394+00:00, 392, -905, -66, 109
2023-02-03 11:41:24.433+00:00, 376, -913, -66, 98
2023-02-03 11:41:24.472+00:00, 363, -924, -62, 74
2023-02-03 11:41:24.511+00:00, 352, -940, -74, 94
2023-02-03 11:41:24.550+00:00, 342, -936, -66, 98
2023-02-03 11:41:24.589+00:00, 335, -924, -82, 94
2023-02-03 11:41:24.628+00:00, 330, -932, -78, 101
2023-02-03 11:41:24.667+00:00, 326, -940, -78, 109
2023-02-03 11:41:24.706+00:00, 323, -936, -66, 105
2023-02-03 11:41:24.745+00:00, 322, -932, -70, 121
2023-02-03 11:41:24.784+00:00, 322, -940, -62, 109
2023-02-03 11:41:24.823+00:00, 322, -940, -62, 113
2023-02-03 11:41:24.862+00:00, 323, -932, -70, 113
2023-02-03 11:41:24.901+00:00, 323, -936, -70, 113
2023-02-03 11:41:24.940+00:00, 324, -940, -70, 113
2023-02-03 11:41:24.980+00:00, 324, -936, -66, 121
2023-02-03 11:41:25.019+00:00, 324, -936, -62, 121
2023-02-03 11:41:25.058+00:00, 325, -924, -55, 121
2023-02-03 11:41:25.097+00:00, 326, -932, -59, 125
2023-02-03 11:41:25.136+00:00, 327, -928, -59, 125
2023-02-03 11:41:25.175+00:00, 329, -936, -59, 125
2023-02-03 11:41:25.214+00:00, 331, -936, -55, 125
2023-02-03 11:41:25.253+00:00, 333, -932, -55, 121
2023-02-03 11:41:25.292+00:00, 336, -932, -55, 113
2023-02-03 11:41:25.331+00:00, 339, -936, -59, 121
2023-02-03 11:41:25.370+00:00, 343, -940, -55, 125
2023-02-03 11:41:25.409+00:00, 346, -924, -59, 117
