DateTime, Interbeat Interval (MS)
2023-02-03 11:39:42.078+00:00, 0
2023-02-03 11:39:42.429+00:00, 320
2023-02-03 11:39:46.375+00:00, 0
2023-02-03 11:39:46.609+00:00, 246
2023-02-03 11:39:48.640+00:00, 0
2023-02-03 11:39:50.476+00:00, 1843
2023-02-03 11:39:52.245+00:00, 1742
2023-02-03 11:39:53.769+00:00, 1542
2023-02-03 11:39:54.433+00:00, 648
2023-02-03 11:39:54.980+00:00, 550
2023-02-03 11:39:55.409+00:00, 437
2023-02-03 11:39:55.995+00:00, 582
2023-02-03 11:39:57.206+00:00, 1195
2023-02-03 11:39:57.987+00:00, 800
2023-02-03 11:39:58.690+00:00, 671
2023-02-03 11:39:59.276+00:00, 617
2023-02-03 11:39:59.823+00:00, 539
2023-02-03 11:40:00.839+00:00, 992
2023-02-03 11:40:01.542+00:00, 726
2023-02-03 11:40:02.206+00:00, 675
2023-02-03 11:40:02.753+00:00, 542
2023-02-03 11:40:03.573+00:00, 796
2023-02-03 11:40:04.237+00:00, 691
2023-02-03 11:40:04.940+00:00, 699
2023-02-03 11:40:05.526+00:00, 589
2023-02-03 11:40:06.073+00:00, 535
2023-02-03 11:40:06.698+00:00, 617
2023-02-03 11:40:07.480+00:00, 800
2023-02-03 11:40:07.675+00:00, 195
2023-02-03 11:40:07.870+00:00, 195
2023-02-03 11:40:08.065+00:00, 195
2023-02-03 11:40:08.300+00:00, 203
2023-02-03 11:40:08.495+00:00, 195
2023-02-03 11:40:08.690+00:00, 195
2023-02-03 11:40:08.925+00:00, 261
2023-02-03 11:40:09.120+00:00, 195
2023-02-03 11:40:09.355+00:00, 222
2023-02-03 11:40:09.550+00:00, 195
2023-02-03 11:40:09.823+00:00, 269
2023-02-03 11:40:10.058+00:00, 250
2023-02-03 11:40:10.253+00:00, 195
2023-02-03 11:40:10.448+00:00, 195
2023-02-03 11:40:10.644+00:00, 195
2023-02-03 11:40:10.956+00:00, 289
2023-02-03 11:40:12.050+00:00, 1121
2023-02-03 11:40:12.401+00:00, 320
2023-02-03 11:40:12.597+00:00, 195
2023-02-03 11:40:12.792+00:00, 195
2023-02-03 11:40:12.987+00:00, 195
2023-02-03 11:40:13.300+00:00, 316
2023-02-03 11:40:13.495+00:00, 195
2023-02-03 11:40:13.690+00:00, 195
2023-02-03 11:40:14.589+00:00, 910
2023-02-03 11:40:14.784+00:00, 195
2023-02-03 11:40:14.980+00:00, 195
2023-02-03 11:40:15.175+00:00, 195
2023-02-03 11:40:15.487+00:00, 308
2023-02-03 11:40:15.761+00:00, 277
2023-02-03 11:40:15.956+00:00, 195
2023-02-03 11:40:17.206+00:00, 1242
2023-02-03 11:40:17.831+00:00, 613
2023-02-03 11:40:18.456+00:00, 625
2023-02-03 11:40:19.081+00:00, 648
2023-02-03 11:40:19.784+00:00, 683
2023-02-03 11:40:20.487+00:00, 714
2023-02-03 11:40:21.190+00:00, 710
2023-02-03 11:40:21.698+00:00, 507
2023-02-03 11:40:21.898+00:00, 195
2023-02-03 11:40:22.089+00:00, 195
2023-02-03 11:40:22.440+00:00, 347
2023-02-03 11:40:22.792+00:00, 332
2023-02-03 11:40:23.808+00:00, 1042
2023-02-03 11:40:24.628+00:00, 828
2023-02-03 11:40:25.019+00:00, 371
2023-02-03 11:40:25.409+00:00, 398
2023-02-03 11:40:25.761+00:00, 351
2023-02-03 11:40:26.894+00:00, 1117
2023-02-03 11:40:27.440+00:00, 546
2023-02-03 11:40:27.870+00:00, 457
2023-02-03 11:40:28.534+00:00, 628
2023-02-03 11:40:29.120+00:00, 613
2023-02-03 11:40:29.550+00:00, 402
2023-02-03 11:40:29.901+00:00, 386
2023-02-03 11:40:30.448+00:00, 539
2023-02-03 11:40:30.761+00:00, 320
2023-02-03 11:40:31.112+00:00, 339
