,Time,X,Y,Z
88,3437.0000000000005,-491,792,-183
89,3476.0000000000005,-484,768,-187
90,3515.0,-476,800,-187
91,3554.0000000000005,-484,827,-187
92,3593.0000000000005,-472,827,-187
93,3632.0,-495,784,-176
94,3671.0000000000005,-476,784,-183
95,3711.0000000000005,-464,800,-195
96,3750.0000000000005,-495,784,-183
97,3789.0,-499,772,-172
98,3828.0000000000005,-476,780,-183
99,3867.0000000000005,-495,757,-176
100,3906.0,-488,776,-183
101,3945.0000000000005,-507,807,-172
102,3984.0000000000005,-488,796,-179
103,4023.0000000000005,-495,772,-187
104,4062.0000000000005,-566,690,-133
105,4101.0,-683,667,-12
106,4140.000000000001,-729,620,-90
107,4179.0,-562,659,-140
108,4218.0,-698,725,-51
109,4257.000000000001,-488,842,-133
110,4296.0,-254,644,-390
111,4336.0,-398,686,86
112,4375.0,-86,924,-8
113,4414.000000000001,-39,1065,12
114,4453.0,144,1143,-55
115,4492.0,47,991,-31
116,4531.000000000001,43,963,-140
117,4570.0,148,971,-183
118,4609.0,90,932,-152
119,4648.000000000001,-82,1006,-98
120,4687.0,-12,956,-105
121,4726.0,16,979,-187
122,4765.000000000001,82,936,-254
123,4804.0,183,975,-273
124,4843.0,164,944,-168
125,4882.000000000001,129,913,-179
126,4921.0,168,905,-160
127,4961.0,125,967,-74
128,5000.0,164,1049,-51
129,5039.000000000001,238,1041,-78
130,5078.0,289,1049,-59
131,5117.0,261,959,39
132,5156.000000000001,242,909,55
133,5195.0,257,1010,203
134,5234.0,226,940,74
135,5273.000000000001,121,952,289
136,5312.0,-8,796,27
137,5351.0,-113,686,285
138,5390.000000000001,-140,975,246
139,5429.0,-230,971,98
140,5468.0,-172,796,257
141,5507.000000000001,-86,597,335
142,5546.0,-324,632,254
143,5586.0,-601,741,-55
144,5625.0,-445,803,27
145,5664.000000000001,-339,889,62
146,5703.0,-363,920,-16
147,5742.0,-347,913,-35
148,5781.000000000001,-273,889,-8
149,5820.0,-257,901,66
150,5859.0,-269,885,78
151,5898.000000000001,-242,881,66
152,5937.0,-257,924,117
153,5976.0,-234,917,82
154,6015.000000000001,-242,963,4
155,6054.0,-254,948,20
156,6093.0,-218,874,-70
157,6132.000000000001,-234,944,-16
158,6171.0,-254,913,-16
159,6211.0,-254,909,-51
160,6250.0,-261,909,-31
161,6289.000000000001,-257,905,-62
162,6328.0,-265,897,-35
163,6367.0,-289,897,-51
164,6406.000000000001,-281,862,-43
165,6445.0,-300,878,-31
166,6484.0,-308,885,-47
167,6523.000000000001,-312,874,-27
168,6562.0,-320,839,-31
169,6601.0,-332,858,0
170,6640.000000000001,-308,835,4
171,6679.0,-332,866,-23
172,6718.000000000001,-332,866,-4
173,6757.000000000001,-335,839,0
174,6796.0,-332,870,-12
175,6836.0,-339,878,4
176,6875.0,-339,885,-8
177,6914.000000000001,-335,850,0
178,6953.0,-347,850,4
179,6992.0,-339,897,-8
180,7031.000000000001,-347,858,8
181,7070.0,-343,862,4
182,7109.000000000001,-343,889,-4
183,7148.000000000001,-343,870,4
184,7187.0,-347,846,4
185,7226.000000000001,-335,858,4
186,7265.000000000001,-343,893,0
187,7304.0,-347,839,16
188,7343.000000000001,-347,866,4
189,7382.000000000001,-332,885,-4
190,7421.0,-347,866,0
191,7461.0,-343,874,8
192,7500.000000000001,-339,854,0
193,7539.000000000001,-343,866,4
194,7578.0,-343,858,-4
195,7617.000000000001,-347,850,4
196,7656.000000000001,-332,858,-4
197,7695.0,-332,854,-4
198,7734.000000000001,-343,885,-8
199,7773.000000000001,-343,850,4
200,7812.0,-355,878,0
201,7851.000000000001,-343,878,4
202,7890.000000000001,-339,854,0
203,7929.0,-343,866,-8
204,7968.000000000001,-339,889,-16
205,8007.0,-339,874,4
206,8046.000000000001,-343,854,4
207,8086.0,-335,850,0
208,8125.0,-332,874,0
209,8164.0,-335,866,0
210,8203.000000000002,-343,878,-4
211,8242.0,-343,854,4
212,8281.0,-343,881,0
213,8320.0,-335,878,12
214,8359.0,-335,885,-8
215,8398.0,-324,858,0
216,8437.000000000002,-320,854,4
217,8476.0,-316,893,-27
218,8515.0,-293,839,-47
219,8554.0,-234,862,-35
220,8593.0,-246,1182,-191
221,8632.0,-296,788,-187
222,8671.000000000002,-273,597,-144
223,8711.0,-406,846,23
224,8750.0,-285,858,-300
225,8789.0,-261,835,-296
226,8828.000000000002,-406,995,-320
227,8867.0,-644,959,-269
228,8906.0,-449,1104,-476
229,8945.0,-35,1057,-503
230,8984.0,-406,745,-230
231,9023.0,-542,566,-628
232,9062.000000000002,-616,784,-519
233,9101.0,-495,554,-577
234,9140.0,-515,675,-632
235,9179.0,-445,718,-456
236,9218.0,-636,378,-449
237,9257.000000000002,-608,371,-589
238,9296.000000000002,-351,-39,-546
239,9336.0,-257,-117,-839
240,9375.0,-101,-43,-725
241,9414.0,-285,-105,-1076
242,9453.000000000002,-250,-394,-1229
243,9492.0,-211,-554,-1061
244,9531.0,-406,-889,-1490
245,9570.0,-538,-956,-1533
246,9609.0,-846,-647,-1342
247,9648.000000000002,-788,-776,-2020
248,9687.000000000002,-780,-183,-1888
249,9726.0,-441,-312,-1404
250,9765.0,300,-741,-250
251,9804.0,-23,-390,-464
252,9843.0,195,413,-148
253,9882.000000000002,-476,300,-667
254,9921.000000000002,-917,-300,-137
255,9961.0,-1400,-172,-616
256,10000.0,-449,339,12
257,10039.000000000002,-1938,-195,-1357
258,10078.000000000002,-710,-1182,394
259,10117.0,-1104,-667,43
260,10156.0,-605,-589,-183
261,10195.0,-515,456,-78
262,10234.0,-542,-281,-562
263,10273.000000000002,-464,-679,-191
264,10312.000000000002,-788,-238,-542
265,10351.0,-913,-632,-328
266,10390.0,-881,-550,-16
267,10429.0,-881,-753,-129
268,10468.0,-737,-402,-125
269,10507.000000000002,-768,-495,-172
270,10546.000000000002,-967,-527,-250
271,10586.0,-1010,-230,117
272,10625.0,-367,-936,523
273,10664.000000000002,-1981,-257,-433
274,10703.000000000002,-1143,-347,-378
275,10742.0,-1041,-265,-371
276,10781.0,-238,-51,105
277,10820.0,-207,-530,39
278,10859.0,-749,-121,-312
279,10898.000000000002,-1026,-741,-324
280,10937.000000000002,-1096,-417,-281
281,10976.0,-741,-195,66
282,11015.0,-671,-285,-16
283,11054.0,-885,-819,-480
284,11093.0,-558,-429,-328
285,11132.000000000002,-679,-468,-144
286,11171.000000000002,-823,-452,-293
287,11211.0,-1123,-562,-371
288,11250.0,-932,-753,-31
289,11289.000000000002,-878,-601,74
290,11328.000000000002,-211,-242,51
291,11367.0,-671,-300,109
292,11406.0,-250,-605,257
293,11445.0,-839,-585,378
294,11484.0,-612,-987,538
295,11523.000000000002,-612,-573,335
296,11562.000000000002,-577,113,31
297,11601.0,-612,-1385,-281
298,11640.0,-605,-948,16
299,11679.0,-562,-659,43
300,11718.0,-523,-749,-20
301,11757.000000000002,-663,-530,-207
302,11796.000000000002,-690,-889,-55
303,11836.0,-811,-495,4
304,11875.0,-800,-425,23
305,11914.000000000002,-827,-371,-43
306,11953.000000000002,-796,-472,-101
307,11992.0,-854,-538,-27
308,12031.0,-749,-339,47
309,12070.0,-694,-456,168
310,12109.0,-698,-538,74
311,12148.000000000002,-749,-460,-109
312,12187.000000000002,-811,-390,-117
313,12226.0,-881,-542,148
314,12265.0,-679,82,113
315,12304.0,-745,-203,-66
316,12343.0,-897,-476,59
317,12382.000000000002,-862,-343,78
318,12421.000000000002,-796,-417,199
319,12461.0,-995,-113,156
320,12500.0,-878,-374,94
321,12539.000000000002,-780,-230,94
322,12578.000000000002,-885,-269,51
323,12617.0,-835,-328,105
324,12656.0,-913,-285,51
325,12695.0,-866,-257,90
326,12734.0,-866,-230,148
327,12773.000000000002,-897,-382,-90
328,12812.000000000002,-878,-230,172
329,12851.0,-893,-378,35
330,12890.0,-792,-347,109
331,12929.0,-893,-246,12
332,12968.0,-842,-410,-55
333,13007.000000000002,-850,-784,-101
334,13046.000000000002,-928,199,62
335,13086.0,-796,-203,98
336,13125.0,-874,-230,16
337,13164.000000000002,-885,-285,-332
338,13203.000000000002,-745,-347,-273
339,13242.0,-948,-312,-378
340,13281.0,-920,-8,-339
341,13320.0,-944,-176,-242
342,13359.0,-936,-27,20
343,13398.000000000002,-1026,-581,-277
344,13437.000000000002,-987,-807,-222
345,13476.0,-862,27,-706
346,13515.0,-897,-277,-472
347,13554.0,-924,257,-421
348,13593.0,-745,-55,-343
349,13632.000000000002,-1010,176,-328
350,13671.000000000002,-854,-98,-452
351,13711.0,-893,-183,-300
352,13750.0,-975,-156,-460
353,13789.000000000002,-1014,-936,105
354,13828.000000000002,-835,-230,-402
355,13867.0,-835,-250,-468
356,13906.0,-924,-12,-449
357,13945.0,-796,-35,-538
358,13984.0,-920,-121,-289
359,14023.000000000002,-913,-140,-328
360,14062.000000000002,-878,-47,-378
361,14101.0,-827,-129,-433
362,14140.0,-940,-43,-386
363,14179.0,-963,0,-425
364,14218.000000000002,-866,-23,-300
365,14257.000000000002,-854,109,-238
366,14296.000000000002,-885,-140,-257
367,14336.0,-948,-66,-320
368,14375.000000000002,-932,-86,-242
369,14414.000000000002,-897,-8,-234
370,14453.000000000002,-967,-39,-257
371,14492.0,-920,-43,-215
372,14531.0,-862,-90,-265
373,14570.0,-928,-31,-277
374,14609.000000000002,-1010,12,-304
375,14648.000000000002,-920,-27,-308
376,14687.000000000002,-893,-55,-183
377,14726.0,-1030,47,-491
378,14765.0,-784,-55,-429
379,14804.0,-1131,-59,-382
380,14843.000000000002,-897,-4,-312
381,14894.0,-819,-59,-222
382,14933.000000000002,-1010,-129,-371
383,14972.000000000002,-1065,35,-105
384,15011.000000000002,-558,-90,-308
385,15050.0,-1026,-55,-160
386,15089.0,-944,-59,-211
387,15128.0,-920,-55,-195
388,15167.000000000002,-881,-23,-242
389,15206.000000000002,-780,20,-117
390,15245.000000000002,-1412,-20,-659
391,15284.0,-909,55,-261
392,15323.0,-854,-94,-296
393,15362.0,-889,4,-277
394,15401.000000000002,-967,20,-144
395,15441.0,-1053,-191,-257
396,15480.0,-963,-16,-187
397,15519.0,-971,-133,-234
398,15558.000000000002,-971,-31,-285
399,15597.000000000002,-831,0,-355
400,15636.000000000002,-694,-308,-109
401,15675.0,-967,-35,-230
402,15714.0,-605,117,-164
403,15753.0,-1427,113,27
404,15792.000000000002,-971,-70,-105
405,15831.000000000002,-1037,39,-144
406,15870.000000000002,-936,-51,-109
407,15909.0,-909,-82,-86
408,15948.0,-917,8,-70
409,15987.000000000002,-975,-51,-121
410,16026.0,-683,-74,-148
411,16066.000000000002,-1498,-70,-191
412,16105.0,-1002,-101,16
413,16144.000000000002,-1061,-20,-43
414,16183.0,-1057,-8,-20
415,16222.000000000002,-823,-55,-62
416,16261.000000000004,-870,-144,-55
417,16300.0,-878,-16,-4
418,16339.000000000002,-932,-51,-27
419,16378.0,-870,-47,-47
420,16417.0,-846,-16,-62
421,16456.0,-956,-179,0
422,16495.0,-928,-144,8
423,16534.000000000004,-963,-140,35
424,16573.0,-881,-78,12
425,16612.000000000004,-3892,27,-679
426,16651.0,-936,-121,23
427,16691.000000000004,-963,-78,0
428,16730.0,-215,-316,-1658
429,16769.000000000004,59,-125,-1045
430,16808.0,66,0,-936
431,16847.0,51,-27,-987
432,16886.000000000004,66,-16,-870
433,16925.0,90,-8,-948
434,16964.000000000004,133,-59,-940
435,17003.0,86,-23,-940
436,17042.0,39,39,-995
437,17081.0,137,-117,-995
438,17120.0,144,-109,-944
439,17159.000000000004,211,-199,-823
440,17198.0,8,-43,-909
441,17237.000000000004,20,-39,-998
442,17276.0,105,-90,-959
443,17316.000000000004,74,-98,-924
444,17355.0,70,-66,-905
445,17394.000000000004,113,-82,-862
446,17433.0,109,-105,-956
447,17472.0,51,-51,-936
448,17511.000000000004,62,-101,-901
449,17550.0,105,-98,-901
450,17589.000000000004,101,-51,-920
451,17628.0,98,-66,-932
452,17667.0,94,-62,-963
453,17706.0,105,-47,-967
454,17745.0,94,-20,-924
455,17784.000000000004,125,-47,-924
456,17823.0,109,-47,-920
457,17862.000000000004,20,12,-979
458,17901.0,140,-82,-1022
459,17941.000000000004,176,-187,-878
460,17980.0,195,-156,-827
461,18019.000000000004,62,-62,-991
462,18058.0,117,-31,-870
463,18097.0,133,-35,-917
464,18136.000000000004,117,-62,-897
465,18175.0,109,-51,-963
466,18214.000000000004,55,-62,-956
467,18253.0,98,-94,-928
468,18292.0,35,-31,-924
469,18331.0,66,-59,-901
470,18370.0,8,-23,-920
471,18409.000000000004,12,-51,-940
472,18448.0,20,-39,-913
473,18487.000000000004,55,-47,-889
474,18526.0,86,-20,-920
475,18566.000000000004,98,-27,-975
476,18605.0,94,-70,-959
477,18644.000000000004,94,-43,-932
478,18683.0,105,-39,-952
479,18722.0,140,-55,-913
480,18761.000000000004,98,-43,-963
481,18800.0,101,-55,-967
482,18839.000000000004,90,-55,-936
483,18878.0,-31,12,-1065
484,18917.0,254,-70,-917
485,18956.0,133,-47,-815
486,18995.0,172,-66,-967
487,19034.000000000004,113,-78,-971
488,19073.0,12,-20,-893
489,19112.000000000004,43,-16,-920
490,19151.0,8,-35,-940
491,19191.000000000004,39,-12,-917
492,19230.0,20,-12,-881
493,19269.000000000004,62,-101,-1010
494,19308.0,66,-66,-917
495,19347.0,62,23,-815
496,19386.000000000004,121,-144,-928
497,19425.0,140,-98,-889
498,19464.000000000004,98,-66,-920
499,19503.0,59,-74,-897
500,19542.0,35,-20,-901
501,19581.0,-8,-47,-952
502,19620.0,-16,-31,-913
503,19659.000000000004,47,-125,-979
504,19698.0,39,-121,-917
505,19737.000000000004,0,-140,-1018
506,19776.0,-160,-90,-1104
507,19816.000000000004,156,-261,-932
508,19855.0,160,-62,-741
509,19894.000000000004,-23,-8,-815
510,19933.0,4,-4,-1143
511,19972.0,-179,-94,-1034
512,20011.000000000004,-113,-47,-979
513,20050.0,-398,-191,-1014
514,20089.000000000004,246,43,-741
515,20128.0,168,402,-850
516,20167.0,452,113,-495
517,20206.0,176,187,-854
518,20245.0,113,129,-975
519,20284.000000000004,66,101,-1061
520,20323.0,187,101,-854
521,20362.000000000004,140,66,-874
522,20401.0,8,-43,-1037
523,20441.000000000004,90,-51,-1112
524,20480.0,242,-133,-1006
525,20519.000000000004,164,-179,-839
526,20558.0,12,-140,-936
527,20597.0,94,-234,-1057
528,20636.000000000004,144,-168,-807
529,20675.0,160,-125,-819
530,20714.000000000004,160,-137,-874
531,20753.0,222,-98,-897
532,20792.0,218,-62,-893
533,20831.000000000004,176,-66,-889
534,20870.0,191,-66,-835
535,20909.000000000004,172,0,-897
536,20948.0,250,-47,-1022
537,20987.000000000004,269,-51,-1135
538,21026.0,261,-90,-1053
539,21066.000000000004,125,144,-1151
540,21105.0,62,-86,-1190
541,21144.000000000004,-101,125,-948
542,21183.0,-304,105,-788
543,21222.0,-160,4,-987
544,21261.000000000004,12,0,-975
545,21300.0,105,20,-725
546,21339.000000000004,156,16,-597
547,21378.0,195,70,-632
548,21417.0,246,90,-741
549,21456.000000000004,339,109,-846
550,21495.0,332,117,-866
551,21534.000000000004,273,105,-1010
552,21573.0,250,51,-1244
553,21612.000000000004,273,-12,-1158
554,21651.0,164,-35,-1439
555,21691.000000000004,31,-12,-963
556,21730.0,82,-23,-823
557,21769.000000000004,39,-59,-1139
558,21808.0,113,-137,-998
559,21847.0,140,-51,-757
560,21886.000000000004,125,-47,-702
561,21925.0,101,-86,-589
562,21964.000000000004,140,-90,-690
563,22003.0,179,-105,-862
564,22042.0,191,-98,-956
565,22081.000000000004,183,-125,-1037
566,22120.0,250,-117,-1143
567,22159.000000000004,218,-66,-1061
568,22198.0,66,-55,-1357
569,22237.000000000004,-191,98,-733
570,22276.0,-246,98,-959
571,22316.000000000004,51,8,-1158
572,22355.0,156,4,-757
573,22394.000000000004,195,16,-503
574,22433.0,226,62,-507
575,22472.0,293,66,-659
576,22511.000000000004,367,94,-889
577,22550.0,367,113,-952
578,22589.000000000004,374,140,-983
579,22628.0,304,101,-1061
580,22667.0,273,101,-1080
581,22706.000000000004,133,0,-1404
582,22745.0,-23,-109,-1361
583,22784.000000000004,43,-43,-714
584,22823.0,70,-12,-1151
585,22862.000000000004,4,-176,-1221
586,22901.0,109,-55,-827
587,22941.000000000004,129,-62,-632
588,22980.0,121,-144,-534
589,23019.000000000004,94,-129,-573
590,23058.0,140,-156,-772
591,23097.0,234,-148,-905
592,23136.000000000004,215,-160,-979
593,23175.0,269,-179,-1061
594,23214.000000000004,363,-144,-1104
595,23253.0,62,-43,-1505
596,23292.0,-98,55,-940
597,23331.000000000004,-289,86,-761
598,23370.0,35,-23,-1373
599,23409.000000000004,137,-16,-1166
600,23448.0,160,-12,-753
601,23487.000000000004,195,-8,-519
602,23526.0,265,35,-538
603,23566.000000000004,289,59,-667
604,23605.0,320,82,-768
605,23644.000000000004,293,59,-819
606,23683.0,195,35,-1026
607,23722.0,211,-8,-1209
608,23761.000000000004,281,-70,-1369
609,23800.0,109,-74,-1307
610,23839.000000000004,8,-140,-772
611,23878.0,-43,-152,-1197
612,23917.0,-148,-144,-1264
613,23956.000000000004,-16,-152,-764
614,23995.0,-70,-183,-589
615,24034.000000000004,-140,-168,-616
616,24073.0,-121,-179,-573
617,24112.000000000004,-117,-187,-597
618,24151.0,-164,-133,-698
619,24191.000000000004,-156,-144,-866
620,24230.0,-94,-176,-1115
621,24269.000000000004,-215,-70,-1193
622,24308.0,-265,47,-1213
623,24347.0,-332,133,-651
624,24386.000000000004,-433,218,-679
625,24425.0,-456,125,-780
626,24464.000000000004,-523,152,-605
627,24503.0,-363,117,-429
628,24542.0,-320,226,-413
629,24581.000000000004,-195,195,-277
630,24620.0,-530,250,-250
631,24659.000000000004,-573,133,-250
632,24698.0,-1034,293,-343
633,24737.000000000004,-940,277,-312
634,24776.0,-971,296,-191
635,24816.000000000004,-1018,355,-109
636,24855.0,-1002,402,-8
637,24894.000000000004,-952,413,-31
638,24933.0,-998,413,-35
639,24972.0,-1002,449,43
640,25011.000000000004,-995,472,51
641,25050.0,-901,468,86
642,25089.000000000004,-893,437,70
643,25128.0,-889,402,74
644,25167.0,-854,402,86
645,25206.000000000004,-792,390,74
646,25245.0,-842,410,39
647,25284.000000000004,-764,371,43
648,25323.0,-776,316,55
649,25362.000000000004,-850,273,0
650,25401.000000000004,-737,265,31
651,25441.000000000004,-706,183,160
652,25480.0,-815,109,94
653,25519.000000000004,-792,23,8
654,25558.0,-491,12,269
655,25597.0,-796,94,-117
656,25636.000000000004,-905,199,47
657,25675.0,-975,242,-90
658,25714.000000000004,-967,293,-101
659,25753.0,-823,332,-86
660,25792.0,-827,374,117
661,25831.000000000004,-745,413,-16
662,25870.0,-569,429,31
663,25909.000000000004,-647,452,207
664,25948.0,-846,433,351
665,25987.000000000004,-1045,402,367
666,26026.000000000004,-1049,332,293
667,26066.000000000004,-975,390,250
668,26105.0,-913,402,289
669,26144.000000000004,-920,351,289
670,26183.000000000004,-893,265,293
671,26222.0,-991,238,277
672,26261.000000000004,-998,230,296
673,26300.0,-940,203,296
674,26339.000000000004,-932,176,234
675,26378.0,-881,168,222
676,26417.0,-893,117,152
677,26456.000000000004,-870,117,148
678,26495.0,-764,109,183
679,26534.000000000004,-768,160,230
680,26573.0,-800,129,203
681,26612.000000000004,-811,105,109
682,26651.000000000004,-768,144,66
683,26691.000000000004,-807,203,23
684,26730.0,-788,140,0
685,26769.000000000004,-842,176,4
686,26808.000000000004,-831,172,-8
687,26847.0,-729,176,-82
688,26886.000000000004,-702,215,-86
689,26925.0,-796,172,20
690,26964.000000000004,-944,129,47
691,27003.0,-936,105,-82
692,27042.0,-858,121,-51
693,27081.000000000004,-835,121,-4
694,27120.0,-866,133,39
695,27159.000000000004,-885,113,20
696,27198.0,-866,105,12
697,27237.000000000004,-866,94,12
698,27276.000000000004,-885,74,43
699,27316.000000000004,-889,86,43
700,27355.0,-854,74,35
701,27394.000000000004,-881,98,35
702,27433.000000000004,-893,90,35
703,27472.0,-881,86,51
704,27511.000000000004,-862,82,39
705,27550.0,-881,86,51
706,27589.000000000004,-878,98,55
707,27628.0,-866,78,62
708,27667.0,-889,94,43
709,27706.000000000004,-866,90,51
710,27745.0,-823,94,55
711,27784.000000000004,-819,86,27
712,27823.0,-811,86,74
713,27862.000000000004,-827,86,109
714,27901.000000000004,-823,113,90
715,27941.000000000004,-819,94,117
716,27980.0,-815,98,117
717,28019.000000000004,-807,125,137
718,28058.000000000004,-850,172,152
719,28097.0,-862,172,148
720,28136.000000000004,-850,230,164
721,28175.0,-811,261,187
722,28214.000000000004,-850,304,218
723,28253.0,-842,328,230
724,28292.0,-854,359,250
725,28331.000000000004,-862,390,242
726,28370.0,-881,402,257
727,28409.000000000004,-944,417,289
728,28448.0,-956,472,285
729,28487.000000000004,-963,480,273
730,28526.000000000004,-1010,449,261
731,28566.000000000004,-987,445,273
732,28605.0,-979,433,215
733,28644.000000000004,-952,394,140
734,28683.000000000004,-948,351,39
735,28722.0,-936,335,4
736,28761.000000000004,-913,285,-39
737,28800.0,-827,269,-86
738,28839.000000000004,-776,265,-160
739,28878.0,-725,183,-250
740,28917.0,-675,144,-265
741,28956.000000000004,-690,144,-343
742,28995.0,-550,129,-410
743,29034.000000000004,-503,-59,-468
744,29073.0,-729,74,-523
745,29112.000000000004,-488,-23,-589
746,29151.000000000004,-410,-74,-534
747,29191.000000000004,-308,-113,-620
748,29230.0,-343,-117,-640
749,29269.000000000004,-332,-199,-924
750,29308.000000000004,-289,-238,-803
751,29347.0,-183,-257,-807
752,29386.000000000004,-183,-257,-796
753,29425.0,-191,-207,-878
754,29464.000000000004,-98,-246,-878
755,29503.0,-121,-215,-917
756,29542.0,-101,-238,-862
757,29581.000000000004,-70,-222,-889
758,29620.0,55,-359,-987
759,29659.000000000004,203,-125,-784
760,29698.0,90,-238,-878
761,29737.000000000004,-129,-179,-889
762,29776.000000000004,-8,-187,-1065
763,29816.000000000004,94,-148,-1073
764,29855.0,-27,-121,-944
765,29894.000000000004,-90,-121,-995
766,29933.000000000004,-90,-113,-967
767,29972.0,16,-4,-831
768,30011.000000000004,-8,105,-792
769,30050.0,66,90,-897
770,30089.000000000004,-39,82,-995
771,30128.0,-164,23,-901
772,30167.0,-133,74,-803
773,30206.000000000004,-129,86,-846
774,30245.0,-94,62,-905
775,30284.000000000004,-43,101,-1030
776,30323.0,-125,121,-889
777,30362.000000000004,-51,125,-831
778,30401.000000000004,-47,140,-1010
779,30441.000000000004,0,117,-901
780,30480.0,-74,137,-897
781,30519.000000000004,-113,90,-842
782,30558.000000000004,-195,82,-917
783,30597.0,-172,82,-889
784,30636.000000000004,-62,78,-842
785,30675.0,0,133,-854
786,30714.000000000004,-133,117,-874
787,30753.000000000004,-125,101,-885
788,30792.0,-82,109,-897
789,30831.000000000004,-74,121,-928
790,30870.0,-47,105,-901
791,30909.000000000004,-105,129,-866
792,30948.0,-66,109,-866
793,30987.000000000004,-43,70,-874
794,31026.000000000004,-39,43,-983
795,31066.000000000004,-94,-12,-1041
796,31105.0,-113,-12,-905
797,31144.000000000004,-125,-4,-928
798,31183.000000000004,-55,-12,-1002
799,31222.0,-98,-43,-928
800,31261.000000000004,-82,-86,-784
801,31300.0,-47,-109,-846
802,31339.000000000004,-211,-160,-819
803,31378.000000000004,-203,-176,-885
804,31417.0,117,-195,-854
805,31456.000000000004,-90,-187,-944
806,31495.0,0,-160,-987
807,31534.000000000004,0,-168,-893
808,31573.0,0,-152,-975
809,31612.000000000004,-16,-191,-956
810,31651.000000000004,-35,-152,-878
811,31691.000000000004,-4,-164,-897
812,31730.0,-12,-191,-924
813,31769.000000000004,12,-164,-928
814,31808.000000000004,20,-172,-928
815,31847.0,27,-160,-932
816,31886.000000000004,23,-164,-928
817,31925.0,-4,-191,-885
818,31964.000000000004,16,-215,-870
819,32003.0,-35,-144,-901
820,32042.0,-55,-121,-1034
821,32081.000000000004,-4,-117,-1037
822,32120.000000000004,12,-117,-963
823,32159.0,51,-125,-971
824,32198.0,-12,-94,-967
825,32237.000000000004,-101,-121,-928
826,32276.000000000004,-117,0,-905
827,32316.000000000004,-20,-12,-866
828,32355.000000000004,16,0,-780
829,32394.000000000007,-27,51,-842
830,32433.0,-246,47,-963
831,32472.0,-195,74,-967
832,32511.000000000004,-179,74,-991
833,32550.000000000004,-109,74,-901
834,32589.0,-4,47,-878
835,32628.0,-39,78,-862
836,32667.0,-39,105,-913
837,32706.000000000004,-179,98,-897
838,32745.000000000004,-51,121,-901
839,32784.0,35,94,-866
840,32823.0,101,121,-862
841,32862.0,51,94,-874
