average,rrData
90.1,664
90.9,648
90.700005,664
90.9,656
91.1,656
90.9,664
91.4,648
91.1,664
90.9,664
90.4,671
89.8,679
89.0,687
88.5,687
88.1,687
88.200005,679
88.3,679
88.3,679
88.6,671
88.8,671
89.0,671
88.5,687
88.5,679
88.5,679
88.8,671
89.3,664
89.6,664
89.8,664
90.0,664
89.8,671
89.4,679
88.8,687
88.0,695
87.8,687
87.3,695
86.700005,703
87.5,671
88.1,671
87.9,687
87.4,695
86.8,703
86.1,757
84.8,789
83.0,835
79.700005,835
77.5,828
76.4,812
76.5,781
76.8,773
77.8,750
78.700005,742
80.4,710
81.4,718
82.1,718
81.5,750
80.1,781
78.0,820
76.0,843
74.9,828
74.8,804
75.6,773
76.9,750
77.6,710
79.9,703
82.1,687
83.1,656
84.700005,632
86.5,625
89.0,632
91.5,617
93.6,609
95.5,601
96.4,609
96.3,625
96.200005,625
95.8,632
95.200005,640
94.1,656
93.0,664
92.200005,664
91.700005,664
90.700005,679
89.700005,687
89.0,687
88.200005,695
87.6,695
86.9,703
86.200005,710
85.4,718
85.1,710
84.9,710
84.8,710
84.1,726
84.200005,710
84.0,718
83.9,718
83.8,718
83.200005,734
82.700005,734
82.700005,726
83.0,718
82.9,726
83.1,718
83.3,718
83.700005,710
83.700005,718
83.9,710
84.1,710
83.9,718
83.8,718
83.700005,718
83.700005,718
83.4,726
83.700005,710
83.9,710
84.6,695
84.8,703
85.0,703
85.1,703
84.9,710
85.0,703
85.4,695
85.700005,695
85.9,695
86.3,687
86.6,687
86.5,695
86.4,695
86.4,695
86.700005,687
86.6,695
86.5,695
86.700005,687
86.9,687
86.700005,695
87.200005,679
87.200005,687
87.200005,687
87.6,679
87.5,687
87.4,687
87.700005,679
87.9,679
88.700005,664
89.9,648
90.700005,648
91.6,640
92.9,625
94.200005,617
94.700005,625
94.8,632
95.5,617
95.700005,625
95.8,625
95.9,625
96.3,617
96.6,617
96.4,625
96.3,625
95.9,632
95.6,632
94.700005,648
93.700005,656
93.0,656
92.200005,664
91.1,679
90.3,679
89.700005,679
88.700005,695
87.700005,703
86.5,718
86.1,703
86.8,679
87.9,664
88.4,671
89.0,664
88.8,679
88.0,695
87.200005,703
85.8,726
84.8,726
83.9,734
83.8,718
83.4,726
83.5,718
83.200005,726
83.3,718
83.4,718
83.200005,726
82.700005,734
82.4,734
81.9,742
81.8,734
81.8,734
81.8,734
81.8,734
81.8,734
82.3,718
82.700005,718
82.700005,726
82.700005,726
82.4,734
82.200005,734
82.3,726
82.4,726
82.5,726
82.8,718
82.700005,726
83.5,703
84.3,695
84.6,703
85.1,695
85.5,695
85.700005,695
85.9,695
86.0,695
85.5,710
85.200005,710
85.0,710
85.1,703
85.200005,703
85.0,710
84.8,710
84.4,718
84.200005,718
84.5,703
84.200005,718
84.8,695
85.3,695
86.200005,679
87.5,664
88.700005,656
89.5,656
90.4,648
90.4,664
90.1,671
89.3,687
88.5,742
87.1,773
85.3,804
82.3,796
79.8,812
78.9,781
79.0,757
80.1,726
82.0,695
83.6,687
85.3,671
86.8,664
87.9,664
88.700005,664
88.9,671
88.700005,679
88.9,671
88.700005,679
88.0,695
87.200005,703
86.6,703
86.200005,703
85.9,703
86.0,695
86.4,687
86.700005,687
86.9,687
87.700005,671
87.9,679
88.4,671
89.0,664
89.1,671
89.200005,671
89.3,671
89.6,664
89.5,671
89.200005,679
88.6,687
87.6,703
86.9,703
86.4,703
85.8,710
85.4,710
85.1,710
85.200005,703
85.5,695
85.700005,695
86.200005,687
86.9,679
87.0,687
87.4,679
88.0,671
88.4,671
88.700005,671
89.200005,664
89.3,671
89.3,671
89.3,671
89.3,671
89.3,671
88.700005,687
88.3,687
88.3,679
88.3,679
88.6,671
89.1,664
89.8,656
90.3,656
90.700005,656
91.3,648
92.1,640
92.3,648
92.4,648
92.5,648
91.9,664
91.4,664
90.8,671
90.4,671
90.1,671
89.6,679
89.5,671
89.200005,679
89.3,671
89.6,664
89.8,664
90.0,664
90.5,656
90.5,664
90.8,656
91.0,656
91.5,648
91.8,648
91.4,664
90.8,671
89.700005,687
89.0,687
88.5,687
87.8,695
87.6,687
87.5,687
87.8,679
88.0,679
88.700005,664
88.9,671
89.4,664
89.700005,664
89.9,664
90.4,656
90.700005,656
90.9,656
90.700005,664
90.6,664
90.200005,671
90.0,671
89.200005,687
89.0,679
88.200005,695
87.6,695
87.5,687
87.4,687
87.700005,679
88.200005,671
88.6,671
88.8,671
89.0,671
89.1,671
89.200005,671
89.0,679
88.5,687
87.8,695
87.6,687
87.200005,695
87.200005,687
87.6,679
88.1,671
88.5,671
89.1,664
89.5,664
89.8,664
90.6,648
90.9,656
91.1,656
90.9,664
90.700005,664
90.6,664
90.200005,671
90.3,664
90.0,671
89.8,671
89.700005,671
89.6,671
89.8,664
90.3,656
90.3,664
90.700005,656
90.3,671
90.3,664
90.3,664
90.0,671
90.1,664
89.9,671
90.4,656
90.700005,656
91.3,648
92.1,640
92.3,648
92.4,648
92.5,648
92.9,640
93.200005,640
93.0,648
92.5,656
91.9,664
90.8,679
90.4,671
89.5,687
89.200005,679
88.6,687
88.8,671
88.700005,679
88.9,671
89.4,664
90.0,656
90.5,656
90.8,656
91.0,656
91.5,648
91.5,656
91.200005,664
90.700005,671
90.3,671
89.700005,679
89.3,679
89.3,671
89.3,671
89.6,664
89.8,664
90.0,664
90.1,664
90.5,656
90.8,656
90.700005,664
90.6,664
90.200005,671
90.0,671
89.8,671
89.4,679
88.8,687
88.3,687
88.3,679
88.6,671
88.8,671
89.3,664
89.6,664
89.5,671
89.5,671
89.8,664
90.0,664
90.1,664
90.5,656
90.200005,671
90.3,664
90.0,671
89.8,671
90.0,664
90.1,664
90.200005,664
90.0,671
89.5,679
89.200005,679
89.3,671
89.0,679
89.4,664
89.4,671
89.700005,664
89.9,664
89.700005,671
90.200005,656
90.3,664
90.700005,656
90.6,664
90.5,664
90.8,656
90.700005,664
90.6,664
90.5,664
90.8,656
90.700005,664
90.6,664
90.5,664
90.5,664
90.200005,671
89.700005,679
89.3,679
88.700005,687
88.6,679
88.5,679
88.8,671
88.700005,679
89.200005,664
89.3,671
89.3,671
89.6,664
89.8,664
90.3,656
