time,gFx,gFy,gFz
166.805992,-1.009,0.054,-0.0469
166.826454,-1.0075,0.0528,-0.0457
166.84567,-1.0093,0.0535,-0.044
166.865452,-1.0119,0.0547,-0.0432
166.885693,-1.0117,0.0564,-0.042
166.906285,-1.0117,0.0555,-0.0435
166.925746,-1.0088,0.054,-0.0445
166.945474,-1.0085,0.0523,-0.0469
166.965781,-1.0068,0.0508,-0.0491
166.985749,-1.0073,0.0523,-0.0503
167.005797,-1.0117,0.0542,-0.0423
167.030238,-1.0146,0.0508,-0.032
167.04595,-1.0061,0.0501,-0.0464
167.06497,-1.0066,0.055,-0.0418
167.094961,-1.0117,0.0589,-0.0472
167.104732,-1.0034,0.0486,-0.054
167.125204,-1.0071,0.0508,-0.0511
167.151643,-1.0107,0.0581,-0.0425
167.168229,-1.0083,0.0645,-0.0491
167.184908,-1.0051,0.0515,-0.0472
167.206841,-1.0115,0.0403,-0.0403
167.225259,-1.0137,0.0408,-0.045
167.244121,-1.0105,0.0493,-0.0518
167.265264,-1.0078,0.0572,-0.0491
167.286434,-1.0073,0.0567,-0.0511
167.304346,-1.01,0.0562,-0.0435
167.326205,-1.0119,0.0518,-0.0452
167.344819,-1.0097,0.054,-0.043
167.36527,-1.01,0.0535,-0.0406
167.384703,-1.008,0.0523,-0.0454
167.40509,-1.0088,0.0501,-0.0418
167.425336,-1.0117,0.0476,-0.0469
167.444996,-1.008,0.0503,-0.0496
167.465935,-1.008,0.0511,-0.0496
167.484633,-1.0083,0.0479,-0.0464
167.505809,-1.0063,0.0508,-0.0442
167.525181,-1.0085,0.0533,-0.0457
167.545209,-1.0117,0.0535,-0.0445
167.570002,-1.0119,0.0528,-0.0454
167.585815,-1.0102,0.0503,-0.0454
167.605272,-1.009,0.0486,-0.0467
167.630857,-1.0073,0.0508,-0.0508
167.645254,-1.0085,0.0508,-0.0508
167.66401,-1.0097,0.0508,-0.0479
167.683903,-1.0141,0.0513,-0.0379
167.704018,-1.0137,0.0474,-0.0376
167.724011,-1.0034,0.0525,-0.0479
167.748363,-1.011,0.0581,-0.0406
167.764325,-1.0102,0.0515,-0.0533
167.786957,-1.0054,0.0498,-0.052
167.804341,-1.0085,0.0518,-0.0484
167.824484,-1.008,0.0655,-0.0418
167.843766,-1.0078,0.0594,-0.0489
167.864096,-1.0073,0.0437,-0.0459
167.884063,-1.0146,0.0366,-0.0432
167.906206,-1.0129,0.0415,-0.0511
167.930033,-1.0063,0.0542,-0.0528
167.943981,-1.0095,0.0574,-0.0511
167.963962,-1.01,0.0574,-0.0479
167.984246,-1.0097,0.053,-0.0423
168.004305,-1.0107,0.0525,-0.0459
168.024003,-1.0105,0.0569,-0.0393
168.043699,-1.009,0.0542,-0.045
168.063573,-1.0083,0.0498,-0.0423
168.086683,-1.0085,0.0476,-0.041
168.104216,-1.0088,0.0469,-0.044
168.124008,-1.008,0.0528,-0.0474
168.143805,-1.0066,0.0508,-0.0474
168.164073,-1.0085,0.0518,-0.0464
168.184147,-1.0097,0.0515,-0.0437
168.204671,-1.0105,0.0525,-0.043
168.229794,-1.0117,0.0547,-0.045
168.244004,-1.0088,0.0547,-0.0435
168.263957,-1.011,0.055,-0.0428
168.303802,-1.009,0.0496,-0.0481
168.324362,-1.0063,0.052,-0.0513
168.350382,-1.0093,0.0525,-0.0437
168.363811,-1.0141,0.054,-0.0347
168.404325,-1.0068,0.0542,-0.041
168.424431,-1.0107,0.0559,-0.0408
168.443951,-1.0088,0.0525,-0.0508
168.463807,-1.0056,0.0523,-0.0528
168.484461,-1.0049,0.0567,-0.0496
168.504043,-1.0095,0.065,-0.0401
168.529047,-1.0134,0.0574,-0.0393
168.543802,-1.0132,0.0437,-0.0388
168.563956,-1.0102,0.0423,-0.0469
168.590963,-1.0049,0.0506,-0.0506
168.604313,-1.0068,0.0574,-0.0454
168.624167,-1.0078,0.0579,-0.0464
168.64419,-1.0105,0.0557,-0.0425
168.663799,-1.0137,0.0518,-0.043
168.686347,-1.011,0.054,-0.0406
168.703939,-1.0088,0.0596,-0.0418
168.724758,-1.0068,0.0537,-0.0423
168.743709,-1.0085,0.0515,-0.0376
168.763603,-1.0107,0.0484,-0.0391
168.783637,-1.0093,0.052,-0.043
168.80486,-1.0073,0.0542,-0.0437
168.830386,-1.0097,0.0557,-0.0415
168.844151,-1.0115,0.0528,-0.0408
168.864405,-1.0083,0.0515,-0.0391
168.888291,-1.009,0.0528,-0.0408
168.904836,-1.01,0.053,-0.0388
168.924151,-1.0102,0.0542,-0.0403
168.948001,-1.0105,0.0545,-0.0401
168.964802,-1.009,0.054,-0.0457
168.983363,-1.0049,0.0537,-0.0489
169.003352,-1.0078,0.0537,-0.044
169.024205,-1.0132,0.0535,-0.034
169.044043,-1.0117,0.0525,-0.0337
169.064735,-1.0054,0.0525,-0.0388
169.08392,-1.0083,0.0579,-0.0381
169.103673,-1.01,0.0559,-0.0393
169.12896,-1.0102,0.0537,-0.0469
169.143844,-1.0012,0.0486,-0.0535
169.164158,-1.0054,0.0591,-0.0489
169.188214,-1.0139,0.0669,-0.0313
169.204033,-1.0185,0.0533,-0.0388
169.223623,-1.0054,0.043,-0.044
169.244746,-1.0012,0.0491,-0.045
169.263899,-1.0063,0.0574,-0.042
169.285322,-1.0073,0.0557,-0.0428
169.304318,-1.0115,0.0533,-0.0489
169.324348,-1.01,0.0545,-0.0388
169.343944,-1.0144,0.0555,-0.0403
169.364902,-1.0071,0.0577,-0.0357
169.383304,-1.0063,0.0601,-0.0393
169.404259,-1.009,0.0523,-0.0337
169.429064,-1.0119,0.0489,-0.0381
169.445801,-1.01,0.0515,-0.0428
169.463101,-1.0068,0.053,-0.044
169.484095,-1.0071,0.0545,-0.0432
169.504066,-1.0061,0.0513,-0.0396
169.524518,-1.008,0.0515,-0.0374
169.544341,-1.0093,0.0535,-0.0391
169.564175,-1.0078,0.0545,-0.0386
169.58576,-1.0073,0.0535,-0.0393
169.603668,-1.0061,0.0545,-0.0388
169.624473,-1.0058,0.0525,-0.0415
169.643791,-1.0039,0.0515,-0.045
169.663332,-1.0041,0.052,-0.0476
169.682884,-1.0127,0.0523,-0.0374
169.704771,-1.0173,0.0501,-0.0298
169.723805,-1.008,0.0493,-0.0342
169.742316,-1.0034,0.0515,-0.0376
169.763192,-1.008,0.0572,-0.0366
169.78372,-1.0066,0.0535,-0.0418
169.802915,-1.0046,0.0493,-0.0479
169.823577,-1.0044,0.0525,-0.054
169.843148,-1.011,0.0667,-0.0342
169.863934,-1.0151,0.0601,-0.0342
169.883644,-1.0122,0.045,-0.0418
169.903488,-1.0068,0.0425,-0.042
169.923206,-1.0044,0.0515,-0.045
169.944426,-1.0054,0.0569,-0.0452
169.963547,-1.0097,0.0557,-0.045
169.983516,-1.0124,0.053,-0.0452
170.003335,-1.0127,0.0508,-0.0401
170.028068,-1.0141,0.0547,-0.0432
170.042809,-1.0049,0.0581,-0.0398
170.062944,-1.0049,0.0564,-0.0408
170.102799,-1.0129,0.0496,-0.0366
170.12526,-1.0102,0.0479,-0.0437
170.147902,-1.009,0.0513,-0.0459
170.183234,-1.0085,0.0515,-0.0428
170.203717,-1.0112,0.0515,-0.0435
170.222871,-1.0107,0.0515,-0.0415
170.264465,-1.011,0.0518,-0.0418
170.283622,-1.0107,0.0513,-0.0435
170.304133,-1.0061,0.0508,-0.0452
170.32824,-1.0046,0.0511,-0.0493
170.343324,-1.0088,0.0535,-0.0481
170.363484,-1.0124,0.053,-0.0408
170.383059,-1.0144,0.0486,-0.0322
170.402907,-1.0068,0.0515,-0.0432
170.426855,-1.0066,0.0564,-0.0371
170.44281,-1.0107,0.0533,-0.0491
170.463316,-1.0071,0.0486,-0.0481
170.482448,-1.009,0.0493,-0.0533
170.503547,-1.0073,0.063,-0.0435
170.523167,-1.0073,0.0647,-0.0476
170.542685,-1.0105,0.0474,-0.0447
170.563225,-1.0137,0.0398,-0.0418
170.582735,-1.0105,0.0447,-0.0476
170.602989,-1.0034,0.0523,-0.0515
170.623655,-1.0058,0.0564,-0.0506
170.642757,-1.008,0.0557,-0.0533
170.663249,-1.008,0.053,-0.0432
170.683679,-1.0141,0.054,-0.0457
170.702886,-1.01,0.0564,-0.041
170.722937,-1.0085,0.0564,-0.0413
170.743294,-1.0073,0.0533,-0.0423
170.762673,-1.0117,0.0493,-0.0415
170.784561,-1.0107,0.0498,-0.0459
170.80265,-1.0105,0.0501,-0.0511
170.823404,-1.0095,0.0513,-0.0472
170.843224,-1.0078,0.0501,-0.0467
170.865221,-1.0073,0.0513,-0.0442
170.882596,-1.0068,0.0525,-0.0423
170.902814,-1.0088,0.052,-0.0428
170.928011,-1.0127,0.0545,-0.0415
170.943697,-1.01,0.0515,-0.0423
170.962972,-1.01,0.0511,-0.0452
170.985794,-1.0066,0.0511,-0.0474
171.002659,-1.0078,0.0501,-0.0474
171.022812,-1.0093,0.0525,-0.0403
171.04316,-1.0134,0.0498,-0.033
171.064502,-1.0068,0.0493,-0.0462
171.083249,-1.0088,0.0537,-0.0391
171.102894,-1.0141,0.0564,-0.0476
171.126153,-1.0051,0.0489,-0.0503
171.143145,-1.0073,0.0481,-0.0484
171.163275,-1.009,0.0625,-0.0406
171.184261,-1.0056,0.0662,-0.0484
171.202571,-1.0044,0.052,-0.044
171.229041,-1.0132,0.0413,-0.0388
171.242538,-1.0154,0.0406,-0.0452
171.263539,-1.0095,0.0491,-0.0491
171.283101,-1.0063,0.0552,-0.0493
171.303027,-1.0066,0.0557,-0.0508
171.322711,-1.0071,0.0572,-0.042
171.343265,-1.0112,0.0547,-0.0452
171.367027,-1.011,0.0562,-0.0418
171.382663,-1.0124,0.0547,-0.0379
171.403408,-1.0105,0.0533,-0.0415
171.423091,-1.01,0.0496,-0.0379
171.443438,-1.0085,0.0493,-0.0442
171.464692,-1.0075,0.0503,-0.0484
171.482519,-1.0075,0.052,-0.0489
171.502807,-1.008,0.0486,-0.0435
171.528429,-1.0095,0.0489,-0.0423
171.542572,-1.0095,0.052,-0.0413
171.564429,-1.0105,0.0542,-0.043
171.603143,-1.0093,0.0535,-0.045
171.622723,-1.0085,0.0506,-0.0464
171.642888,-1.0071,0.052,-0.0454
171.663743,-1.0107,0.0518,-0.0457
171.68375,-1.0132,0.0498,-0.0381
171.702845,-1.0141,0.0476,-0.0342
171.723311,-1.0049,0.0493,-0.0432
171.74411,-1.0049,0.0547,-0.0362
171.76486,-1.0137,0.055,-0.0467
171.783105,-1.0054,0.0513,-0.0518
171.803026,-1.0073,0.0513,-0.0469
171.830515,-1.0095,0.0591,-0.0388
171.842648,-1.0088,0.064,-0.042
171.864389,-1.0068,0.0503,-0.0435
171.882656,-1.0122,0.0406,-0.0391
171.902998,-1.0137,0.041,-0.0445
171.923328,-1.0085,0.0503,-0.0486
171.94302,-1.0061,0.0562,-0.0479
171.965405,-1.0075,0.0564,-0.0491
171.983277,-1.0122,0.0552,-0.0379
172.022473,-1.0119,0.0552,-0.0366
172.042922,-1.0068,0.0572,-0.0391
172.062853,-1.008,0.0501,-0.0401
172.082764,-1.0095,0.0484,-0.0366
172.102405,-1.0095,0.0469,-0.0401
172.127743,-1.0093,0.0503,-0.0472
172.142576,-1.0093,0.053,-0.0437
172.163418,-1.008,0.0503,-0.042
172.182928,-1.0085,0.0503,-0.0398
172.202941,-1.0102,0.0523,-0.0393
172.242728,-1.0124,0.0535,-0.0401
172.263824,-1.0093,0.0535,-0.0428
172.282581,-1.0112,0.0511,-0.0447
172.302936,-1.0054,0.0501,-0.0462
172.323104,-1.0078,0.0498,-0.0437
172.342786,-1.0107,0.0496,-0.0388
172.364088,-1.0159,0.0503,-0.0313
172.382781,-1.0097,0.0503,-0.0388
172.402796,-1.008,0.055,-0.0364
172.423042,-1.0129,0.0542,-0.0437
172.443109,-1.0093,0.0503,-0.0511
172.464561,-1.0039,0.0496,-0.0513
172.483323,-1.0039,0.0594,-0.045
172.503109,-1.0095,0.0662,-0.0357
172.526223,-1.0122,0.0528,-0.0391
172.546859,-1.0137,0.0374,-0.0391
172.565316,-1.0085,0.0415,-0.0484
172.583059,-1.0061,0.052,-0.0476
172.603655,-1.0068,0.0562,-0.0454
172.622535,-1.01,0.0559,-0.0476
172.6427,-1.009,0.0525,-0.0388
172.663134,-1.0149,0.0511,-0.0425
172.682833,-1.0127,0.0533,-0.0349
172.703006,-1.0063,0.0569,-0.0413
172.729181,-1.0083,0.0533,-0.041
172.743334,-1.0095,0.0486,-0.0391
172.76345,-1.0107,0.0486,-0.0432
172.783354,-1.0095,0.0508,-0.0474
172.802805,-1.0078,0.054,-0.0467
172.823861,-1.0093,0.0535,-0.0435
172.862771,-1.0115,0.0537,-0.041
172.88309,-1.0112,0.0525,-0.0391
172.902818,-1.0132,0.0547,-0.0415
172.923607,-1.01,0.0525,-0.0403
172.943661,-1.0078,0.0518,-0.043
172.965141,-1.0049,0.0547,-0.0479
172.983272,-1.0051,0.052,-0.0454
173.002555,-1.0107,0.0542,-0.0391
173.023792,-1.0154,0.052,-0.0308
173.042302,-1.0088,0.0501,-0.0393
173.062437,-1.0066,0.052,-0.042
173.082787,-1.0127,0.0533,-0.0374
173.102962,-1.0095,0.0523,-0.0457
173.124393,-1.0039,0.0513,-0.0489
173.149787,-1.0007,0.0552,-0.053
173.163582,-1.0115,0.0645,-0.0364
173.18308,-1.0205,0.0557,-0.032
173.203274,-1.0124,0.0437,-0.044
173.223377,-1.0027,0.0462,-0.0467
173.243285,-1.0058,0.0542,-0.0462
173.262877,-1.01,0.0559,-0.044
173.282672,-1.0102,0.0533,-0.0474
173.302892,-1.009,0.054,-0.0442
173.323322,-1.0139,0.0555,-0.0418
173.343541,-1.0102,0.0574,-0.0396
173.363117,-1.0056,0.0577,-0.041
173.387914,-1.0078,0.0525,-0.0388
173.402995,-1.0134,0.0508,-0.0398
173.423066,-1.011,0.0493,-0.0445
173.444113,-1.0063,0.0515,-0.0479
173.463596,-1.0044,0.0528,-0.0457
173.483043,-1.0068,0.0513,-0.0423
173.507431,-1.0085,0.0528,-0.0454
173.523929,-1.0107,0.0542,-0.044
173.54301,-1.0124,0.0559,-0.041
173.563794,-1.0139,0.054,-0.041
173.582739,-1.0097,0.052,-0.041
173.602989,-1.0095,0.0498,-0.044
173.623372,-1.0051,0.054,-0.0484
173.643666,-1.0036,0.0537,-0.0474
173.663601,-1.0124,0.0528,-0.0396
173.683039,-1.0159,0.0506,-0.0325
173.703103,-1.0083,0.0484,-0.0376
173.724392,-1.0032,0.0537,-0.0413
173.743086,-1.0115,0.0562,-0.0386
173.762815,-1.0107,0.0515,-0.0462
173.78315,-1.0061,0.0481,-0.053
173.802531,-1.0019,0.0515,-0.0552
173.823511,-1.0046,0.0667,-0.0349
173.842825,-1.0178,0.0584,-0.0398
173.863371,-1.0156,0.0437,-0.0415
173.882768,-1.0068,0.0442,-0.0447
173.902666,-1.0054,0.0513,-0.0484
173.930079,-1.0061,0.0559,-0.0476
173.942222,-1.0068,0.053,-0.0457
173.962574,-1.0127,0.0496,-0.044
173.990975,-1.0134,0.0506,-0.0388
174.002352,-1.0137,0.0555,-0.0415
174.023096,-1.0073,0.0591,-0.0381
174.043119,-1.0075,0.0542,-0.0418
174.064032,-1.0102,0.0498,-0.0393
174.082793,-1.0124,0.0481,-0.042
174.102895,-1.01,0.0489,-0.0445
174.123043,-1.0083,0.0528,-0.0479
174.162747,-1.0093,0.0511,-0.0425
174.182478,-1.0085,0.0506,-0.0396
174.203053,-1.0115,0.052,-0.041
174.223822,-1.0122,0.0515,-0.0442
174.244656,-1.0124,0.0489,-0.042
174.262507,-1.0093,0.0501,-0.043
174.283519,-1.0054,0.0498,-0.0469
174.304171,-1.0061,0.0501,-0.0469
174.323077,-1.0071,0.0515,-0.0452
174.343949,-1.0124,0.0493,-0.034
174.362335,-1.0122,0.0472,-0.0335
174.383025,-1.0046,0.0506,-0.0445
174.402914,-1.0083,0.0557,-0.0357
174.422952,-1.0124,0.0518,-0.0484
174.442195,-1.0102,0.0467,-0.0489
174.463105,-1.0063,0.0498,-0.0513
174.482414,-1.0083,0.0635,-0.0435
174.502944,-1.0078,0.0638,-0.045
174.522999,-1.0083,0.0511,-0.0418
174.543238,-1.0134,0.0391,-0.0408
174.562988,-1.0139,0.041,-0.0486
174.58942,-1.0071,0.0515,-0.0491
174.602754,-1.0066,0.0581,-0.0486
174.623397,-1.0066,0.0572,-0.0513
174.643761,-1.0093,0.0555,-0.0396
174.662691,-1.0127,0.054,-0.0447
174.682339,-1.0097,0.0567,-0.0381
174.702943,-1.0083,0.0562,-0.0381
174.723243,-1.0071,0.0552,-0.0391
174.742707,-1.0075,0.0513,-0.0381
174.76286,-1.0095,0.0496,-0.0406
174.783543,-1.0088,0.0496,-0.0437
174.802585,-1.0073,0.0496,-0.0437
174.82386,-1.0066,0.053,-0.0413
174.844499,-1.009,0.0537,-0.0391
174.86236,-1.0093,0.055,-0.0413
174.88287,-1.0105,0.0555,-0.0386
174.902576,-1.0112,0.055,-0.0393
174.922935,-1.0107,0.053,-0.0374
174.944741,-1.0068,0.0491,-0.042
174.962545,-1.008,0.0484,-0.0452
174.983051,-1.0078,0.0515,-0.0435
175.003081,-1.0134,0.052,-0.0376
175.022825,-1.0144,0.0491,-0.0315
175.042742,-1.008,0.0506,-0.041
175.067524,-1.0073,0.0569,-0.0369
175.082953,-1.0137,0.0572,-0.0447
175.102757,-1.0049,0.0493,-0.0496
175.128285,-1.0051,0.0508,-0.0474
175.14262,-1.0093,0.0621,-0.0376
175.162457,-1.008,0.0657,-0.044
175.187305,-1.0061,0.0528,-0.0428
175.203018,-1.0127,0.0423,-0.0374
175.22309,-1.0141,0.0401,-0.0418
175.24346,-1.0078,0.0498,-0.0472
175.263754,-1.0078,0.0569,-0.0476
175.28267,-1.0071,0.0584,-0.0481
175.30272,-1.0093,0.0569,-0.0415
175.324108,-1.0102,0.0523,-0.0462
175.344468,-1.0119,0.0552,-0.0398
175.363489,-1.0083,0.0542,-0.0391
175.382609,-1.0085,0.053,-0.041
175.40286,-1.0085,0.0498,-0.0406
175.424318,-1.009,0.0489,-0.0423
175.444177,-1.0085,0.0479,-0.0469
175.462895,-1.008,0.0511,-0.0457
175.484804,-1.0075,0.0501,-0.0437
175.503188,-1.0088,0.0493,-0.0428
175.523755,-1.008,0.053,-0.042
175.56356,-1.0105,0.0523,-0.0435
175.583237,-1.008,0.0533,-0.0437
175.60309,-1.0073,0.0515,-0.0454
175.623255,-1.0088,0.0508,-0.0476
175.642895,-1.0075,0.0508,-0.0462
175.662949,-1.0105,0.0506,-0.0425
175.68283,-1.0154,0.0503,-0.0342
175.702866,-1.0095,0.0474,-0.0408
175.725353,-1.0017,0.054,-0.044
175.742729,-1.0132,0.0569,-0.0401
175.762913,-1.0085,0.0515,-0.054
175.783458,-1.0049,0.0491,-0.0508
175.802501,-1.0097,0.0562,-0.0476
175.823424,-1.0083,0.0657,-0.0415
175.844041,-1.0075,0.0552,-0.0472
175.862469,-1.009,0.041,-0.0428
175.882787,-1.0171,0.0388,-0.0452
175.907918,-1.0117,0.0469,-0.0491
175.923535,-1.0049,0.0547,-0.0503
175.942909,-1.0056,0.0559,-0.0486
175.96288,-1.0122,0.0525,-0.043
175.982843,-1.0112,0.053,-0.0418
176.002569,-1.0117,0.0528,-0.0435
176.023943,-1.01,0.0525,-0.0401
176.042526,-1.0095,0.0513,-0.0425
176.062397,-1.0097,0.0491,-0.0415
176.083106,-1.0119,0.0462,-0.043
176.102286,-1.0073,0.0481,-0.0457
176.122927,-1.0073,0.0523,-0.0467
176.143209,-1.0063,0.0501,-0.0447
176.162579,-1.0056,0.0501,-0.0452
176.182786,-1.0107,0.052,-0.0435
176.203362,-1.0102,0.0528,-0.0408
176.223361,-1.009,0.0533,-0.0415
176.243048,-1.0105,0.0537,-0.0415
176.262935,-1.0083,0.0513,-0.0437
176.28287,-1.0066,0.0506,-0.0447
176.302955,-1.0066,0.0486,-0.0498
176.322895,-1.009,0.0523,-0.0474
176.343952,-1.0129,0.0515,-0.0386
176.362461,-1.0156,0.0523,-0.0362
176.388208,-1.0058,0.0523,-0.0428
176.402627,-1.0068,0.055,-0.0388
176.424835,-1.0129,0.0515,-0.045
176.443983,-1.0078,0.0513,-0.0562
176.462559,-1.0036,0.0533,-0.0564
176.483023,-1.0034,0.0584,-0.0452
176.502733,-1.01,0.0669,-0.0376
176.523218,-1.0129,0.0528,-0.0396
176.543573,-1.011,0.0398,-0.0415
176.562592,-1.0046,0.0435,-0.0481
176.582689,-1.0029,0.0552,-0.0479
176.603398,-1.0085,0.0572,-0.0467
176.625713,-1.0078,0.0555,-0.0474
176.662663,-1.0095,0.0518,-0.0437
176.683026,-1.0078,0.0572,-0.0374
176.702699,-1.0075,0.0559,-0.0401
176.723527,-1.01,0.0515,-0.0398
176.742687,-1.0097,0.0498,-0.0408
176.762733,-1.0085,0.0511,-0.044
176.782934,-1.0073,0.054,-0.0474
176.803008,-1.0107,0.0525,-0.0469
176.825733,-1.0132,0.0491,-0.0408
176.842913,-1.0132,0.0523,-0.0369
176.867794,-1.0097,0.0564,-0.0498
176.883036,-1.0061,0.0555,-0.0491
176.902664,-1.0097,0.054,-0.0418
176.924766,-1.0122,0.053,-0.0342
176.944053,-1.0071,0.0525,-0.0393
176.962842,-1.0034,0.0528,-0.0491
176.983009,-1.0078,0.0523,-0.0493
177.002664,-1.0137,0.0523,-0.043
177.023559,-1.0163,0.0523,-0.0332
177.042649,-1.0063,0.0515,-0.0401
177.062823,-1.0017,0.0559,-0.0435
177.082975,-1.0137,0.0572,-0.0432
177.103216,-1.0146,0.0525,-0.0474
177.123654,-1.01,0.053,-0.0542
177.143288,-1.0036,0.0562,-0.055
177.1631,-1.0012,0.066,-0.043
177.182758,-1.0093,0.0586,-0.0386
177.202773,-1.0105,0.0454,-0.0391
177.224592,-1.0137,0.042,-0.041
177.242985,-1.0093,0.0496,-0.0489
177.262715,-1.0075,0.0606,-0.0467
177.282861,-1.0066,0.0616,-0.0486
177.303028,-1.0071,0.0567,-0.044
177.324591,-1.0105,0.0511,-0.0452
177.342795,-1.0063,0.0569,-0.0452
177.362303,-1.008,0.0589,-0.0445
177.382751,-1.0078,0.0555,-0.0423
177.40308,-1.0093,0.0481,-0.0386
177.424963,-1.0107,0.045,-0.0393
177.442587,-1.0117,0.0486,-0.0432
177.463879,-1.0078,0.0567,-0.0469
177.482444,-1.0078,0.054,-0.0481
177.506855,-1.0073,0.0525,-0.0462
177.527744,-1.0056,0.0508,-0.0406
177.542424,-1.0078,0.0562,-0.055
177.562579,-1.0068,0.0584,-0.0432
177.582608,-1.0119,0.0564,-0.0366
177.603291,-1.0127,0.0525,-0.0445
177.623518,-1.008,0.0508,-0.0498
177.642591,-1.0093,0.054,-0.0515
177.662949,-1.0119,0.054,-0.0469
177.682813,-1.0115,0.0523,-0.0362
177.714569,-1.009,0.0486,-0.0423
177.723567,-1.0051,0.0511,-0.0406
177.742824,-1.0159,0.0591,-0.0364
177.763088,-1.0129,0.052,-0.0501
177.78293,-1.0044,0.0481,-0.0552
177.803054,-1.0044,0.053,-0.052
177.824552,-1.008,0.0635,-0.041
177.843847,-1.0058,0.066,-0.0425
177.86277,-1.008,0.0474,-0.0428
177.882802,-1.0166,0.0403,-0.0393
177.902384,-1.0117,0.0476,-0.0459
177.924092,-1.0066,0.0564,-0.0545
177.942614,-1.0039,0.0589,-0.0537
177.963081,-1.008,0.0591,-0.0472
177.982732,-1.0097,0.0523,-0.043
178.003041,-1.0122,0.0535,-0.0479
178.023473,-1.011,0.0581,-0.0418
178.042749,-1.011,0.0567,-0.0437
178.062977,-1.0127,0.0545,-0.043
178.082664,-1.01,0.0503,-0.0447
178.102822,-1.0093,0.0489,-0.0491
178.125665,-1.0083,0.0525,-0.0491
178.142699,-1.0083,0.0513,-0.0481
178.163528,-1.0105,0.0513,-0.0457
178.182713,-1.0115,0.0515,-0.0435
178.202592,-1.0117,0.0525,-0.0435
178.223165,-1.0102,0.0562,-0.0464
178.243373,-1.0085,0.0545,-0.0452
178.262736,-1.008,0.0533,-0.0474
178.281972,-1.0058,0.053,-0.0496
178.304029,-1.0083,0.0528,-0.0486
178.322569,-1.0134,0.052,-0.042
178.341919,-1.0139,0.0506,-0.0403
178.361974,-1.0051,0.0511,-0.0452
178.381861,-1.0061,0.055,-0.0423
178.401536,-1.0154,0.0559,-0.0467
178.422284,-1.0075,0.0503,-0.054
178.442202,-1.0056,0.0513,-0.053
178.461718,-1.0071,0.0581,-0.0496
178.481708,-1.0066,0.0665,-0.0423
178.501815,-1.009,0.055,-0.0447
178.522467,-1.0127,0.0418,-0.0425
178.547142,-1.0149,0.0415,-0.0435
178.561717,-1.0097,0.0508,-0.053
178.582119,-1.0027,0.0569,-0.0506
178.602731,-1.0049,0.0569,-0.0515
178.623565,-1.0093,0.0533,-0.0384
178.641633,-1.0119,0.0515,-0.0432
178.661811,-1.0112,0.0557,-0.041
178.681763,-1.0095,0.0555,-0.0413
178.701885,-1.0083,0.053,-0.043
178.724048,-1.011,0.0503,-0.0415
178.742169,-1.0095,0.0469,-0.045
178.761438,-1.0071,0.0515,-0.0476
178.78242,-1.0071,0.0528,-0.0498
178.80147,-1.0083,0.0506,-0.0454
178.822677,-1.009,0.0528,-0.043
178.842203,-1.0102,0.0528,-0.0457
178.861438,-1.0093,0.054,-0.0452
178.882027,-1.0105,0.0542,-0.0481
178.902149,-1.009,0.0506,-0.0498
178.922961,-1.0063,0.0513,-0.0493
178.941603,-1.0088,0.053,-0.0486
178.962059,-1.0095,0.0515,-0.0447
178.98221,-1.0124,0.0525,-0.0362
179.001894,-1.0107,0.0493,-0.044
179.021699,-1.0019,0.0542,-0.0472
179.041312,-1.0144,0.0594,-0.0435
179.061461,-1.0132,0.0525,-0.0535
179.082145,-1.0073,0.0515,-0.0559
179.10299,-1.0044,0.0533,-0.0535
179.124003,-1.0056,0.0657,-0.0452
179.14159,-1.0097,0.0623,-0.0467
179.161391,-1.0112,0.0447,-0.0476
179.181802,-1.0144,0.0408,-0.0437
179.201776,-1.0127,0.0481,-0.0498
179.222975,-1.0063,0.0557,-0.0557
179.241752,-1.0054,0.0599,-0.0535
179.261377,-1.0093,0.0569,-0.0467
179.28153,-1.0141,0.0518,-0.0425
179.303049,-1.0144,0.0547,-0.0486
179.322298,-1.0119,0.0596,-0.0428
179.36177,-1.0058,0.0535,-0.0464
179.381726,-1.0073,0.0508,-0.0454
179.403249,-1.0095,0.0523,-0.0506
179.423081,-1.008,0.0518,-0.052
179.441709,-1.0093,0.0518,-0.0501
179.462706,-1.0112,0.0511,-0.0491
179.481808,-1.0115,0.053,-0.0454
179.503488,-1.0119,0.0559,-0.0437
179.521607,-1.008,0.054,-0.045
179.542047,-1.0073,0.0533,-0.0491
179.561267,-1.0075,0.0533,-0.0498
179.582161,-1.0095,0.0525,-0.0537
179.602038,-1.0078,0.0542,-0.0506
179.623153,-1.0134,0.0542,-0.0423
179.641647,-1.0119,0.0528,-0.0398
179.662576,-1.0066,0.0525,-0.0423
179.681936,-1.0083,0.0572,-0.0445
179.701794,-1.0127,0.0513,-0.0486
179.723526,-1.0093,0.0523,-0.054
179.741793,-1.0012,0.052,-0.0564
179.761445,-1.0012,0.0599,-0.0542
179.781775,-1.0097,0.0677,-0.0423
179.801968,-1.0166,0.055,-0.0425
179.822904,-1.0115,0.043,-0.0469
179.84141,-1.0075,0.045,-0.0533
179.865089,-1.0027,0.0542,-0.054
179.881875,-1.0073,0.0567,-0.0537
179.902451,-1.0102,0.0552,-0.052
179.923195,-1.0139,0.0528,-0.043
179.941611,-1.0144,0.0525,-0.0452
179.961576,-1.01,0.0574,-0.0415
179.981696,-1.0078,0.0599,-0.045
