time,gFx,gFy,gFz
359.317956,-1.0122,0.0513,-0.044
359.338234,-1.008,0.055,-0.0344
359.370299,-1.0051,0.0569,-0.0388
359.378724,-1.0068,0.0525,-0.0386
359.402979,-1.01,0.0474,-0.0369
359.417937,-1.0127,0.0484,-0.0396
359.438963,-1.009,0.0486,-0.041
359.458291,-1.0068,0.0547,-0.0413
359.48052,-1.0083,0.0537,-0.0408
359.498017,-1.0073,0.0528,-0.041
359.539827,-1.0117,0.0513,-0.0401
359.558428,-1.011,0.0508,-0.0396
359.579197,-1.0122,0.0513,-0.0406
359.599544,-1.0117,0.0491,-0.0381
359.617909,-1.0093,0.0486,-0.0413
359.637823,-1.0083,0.0518,-0.0447
359.658112,-1.0085,0.053,-0.0454
359.678289,-1.0115,0.0523,-0.0425
359.699925,-1.0156,0.0515,-0.0291
359.720313,-1.0115,0.0472,-0.0344
359.737635,-1.0017,0.0515,-0.042
359.75864,-1.0134,0.0579,-0.0384
359.778359,-1.0093,0.0498,-0.0428
359.798392,-1.01,0.0462,-0.0469
359.817555,-1.0093,0.0579,-0.0398
359.838451,-1.0066,0.0662,-0.041
359.858474,-1.0029,0.0567,-0.0428
359.87818,-1.0097,0.0401,-0.034
359.898998,-1.0181,0.0388,-0.0398
359.917898,-1.0083,0.0445,-0.0506
359.938823,-1.0071,0.0547,-0.0489
359.978471,-1.0117,0.0555,-0.0384
359.998261,-1.0139,0.0513,-0.041
360.018026,-1.0102,0.0523,-0.0362
360.037176,-1.0093,0.0515,-0.034
360.057891,-1.0088,0.0501,-0.0362
360.079848,-1.0083,0.0481,-0.0366
360.099293,-1.0107,0.0464,-0.0371
360.117558,-1.011,0.0484,-0.0428
360.137718,-1.0095,0.0501,-0.0423
360.159916,-1.0093,0.0515,-0.0391
360.2027,-1.009,0.0513,-0.0403
360.217669,-1.0093,0.0552,-0.0413
360.278968,-1.01,0.0491,-0.0403
360.297886,-1.0107,0.0491,-0.0413
360.31808,-1.0083,0.0486,-0.045
360.359087,-1.0117,0.0513,-0.0413
360.383567,-1.0117,0.0503,-0.0318
360.397969,-1.009,0.0472,-0.0366
360.4182,-1.0014,0.0511,-0.0435
360.43818,-1.0132,0.0564,-0.0359
360.458908,-1.0093,0.0503,-0.0503
360.478096,-1.0083,0.0467,-0.0508
360.499069,-1.0088,0.0537,-0.0379
360.518326,-1.0085,0.064,-0.041
360.537618,-1.0071,0.0552,-0.0457
360.564334,-1.0117,0.0401,-0.0362
360.577581,-1.0176,0.0381,-0.041
360.597764,-1.0093,0.0469,-0.0469
360.617887,-1.0054,0.0564,-0.0498
360.637802,-1.0075,0.0574,-0.0457
360.660312,-1.0117,0.0533,-0.0388
360.678434,-1.0119,0.0506,-0.041
360.697955,-1.0117,0.052,-0.041
360.71823,-1.0115,0.0542,-0.0354
360.738818,-1.0088,0.0484,-0.0413
360.757928,-1.0097,0.0481,-0.0388
360.777967,-1.0085,0.0452,-0.0408
360.817231,-1.0075,0.0498,-0.0442
360.837546,-1.0073,0.0506,-0.0435
360.85908,-1.0066,0.0506,-0.0425
360.878724,-1.0127,0.053,-0.043
360.897861,-1.0105,0.0547,-0.0423
360.918104,-1.0102,0.0537,-0.0435
360.937594,-1.0105,0.0513,-0.0413
360.958469,-1.0093,0.0486,-0.0418
360.978417,-1.0075,0.0508,-0.0437
360.998699,-1.0078,0.052,-0.0459
361.018673,-1.01,0.0528,-0.0462
361.037873,-1.0107,0.0501,-0.0406
361.060417,-1.0132,0.0501,-0.033
361.079447,-1.0105,0.0493,-0.0376
361.10049,-1.0019,0.0518,-0.0452
361.118066,-1.0124,0.0599,-0.0381
361.13782,-1.0137,0.0508,-0.0518
361.158275,-1.0051,0.0491,-0.0498
361.178428,-1.0068,0.0533,-0.0452
361.19913,-1.0095,0.0638,-0.0359
361.237712,-1.0085,0.0388,-0.0423
361.258661,-1.0178,0.0366,-0.042
361.279508,-1.0115,0.0476,-0.0469
361.297943,-1.0041,0.0586,-0.0474
361.318146,-1.0054,0.0589,-0.0479
361.34165,-1.0095,0.0562,-0.0425
361.360901,-1.0122,0.0511,-0.0425
361.380195,-1.0127,0.0511,-0.0437
361.399667,-1.011,0.0545,-0.0393
361.417278,-1.0071,0.0518,-0.0472
361.43845,-1.0073,0.0472,-0.0413
361.460438,-1.0107,0.0479,-0.0428
361.478671,-1.011,0.0479,-0.0452
361.500989,-1.0093,0.0513,-0.0467
361.53779,-1.008,0.0508,-0.0423
361.561031,-1.0095,0.0525,-0.0408
361.582512,-1.011,0.0523,-0.0428
361.598122,-1.01,0.052,-0.0432
361.618048,-1.0083,0.0513,-0.044
361.63899,-1.0085,0.0506,-0.0432
361.660499,-1.0102,0.0523,-0.0435
361.678019,-1.0095,0.0525,-0.0476
361.737797,-1.0137,0.0537,-0.0362
361.760256,-1.0115,0.0503,-0.034
361.778493,-1.0032,0.0528,-0.0423
361.79848,-1.008,0.0559,-0.0391
361.818062,-1.0139,0.0537,-0.0452
361.840045,-1.0058,0.0508,-0.0528
361.857858,-1.0034,0.0501,-0.0513
361.878334,-1.0046,0.063,-0.042
361.89862,-1.0161,0.0628,-0.0374
361.91881,-1.0134,0.0467,-0.0393
361.938379,-1.0095,0.0391,-0.0457
361.959383,-1.0034,0.0464,-0.0498
361.981375,-1.0054,0.0552,-0.0474
361.998597,-1.0083,0.0581,-0.0445
362.017255,-1.0119,0.054,-0.0418
362.039868,-1.0129,0.0484,-0.0413
362.061879,-1.0127,0.0523,-0.0418
362.07808,-1.0093,0.0564,-0.0406
362.102666,-1.0078,0.0562,-0.042
362.123374,-1.0095,0.0493,-0.0384
362.137744,-1.0122,0.0493,-0.0406
362.179404,-1.0066,0.0537,-0.0445
362.198437,-1.0063,0.0511,-0.0457
362.238531,-1.0129,0.0511,-0.0376
362.257966,-1.01,0.0511,-0.0396
362.278134,-1.008,0.0506,-0.0398
362.298355,-1.0093,0.0508,-0.0388
362.317962,-1.0093,0.0506,-0.0362
362.359579,-1.0068,0.0503,-0.0454
362.379361,-1.0046,0.0528,-0.0511
362.397864,-1.0083,0.0496,-0.0403
362.416995,-1.0159,0.0523,-0.0296
362.437648,-1.0122,0.0511,-0.034
362.459128,-1.0039,0.052,-0.0362
362.477542,-1.0066,0.055,-0.0379
362.498311,-1.01,0.0508,-0.0415
362.51841,-1.0068,0.0496,-0.0462
362.538971,-1.001,0.0459,-0.0518
362.564425,-1.0075,0.0599,-0.0425
362.577339,-1.0176,0.0638,-0.0296
362.598307,-1.0141,0.0472,-0.0401
362.617852,-1.0036,0.0391,-0.0452
362.637749,-1.001,0.0484,-0.0452
362.658003,-1.0093,0.0555,-0.0381
362.678209,-1.0134,0.0537,-0.0428
362.698784,-1.0115,0.0506,-0.0493
362.73803,-1.0127,0.0535,-0.0391
362.75962,-1.0058,0.055,-0.0364
362.77795,-1.0051,0.0515,-0.0396
362.797908,-1.0088,0.0491,-0.0364
362.818346,-1.0107,0.0508,-0.0386
362.858495,-1.0068,0.0513,-0.0442
362.87947,-1.0066,0.0515,-0.0413
362.903918,-1.0073,0.0508,-0.0393
362.937893,-1.0117,0.0562,-0.0384
362.959705,-1.0127,0.0525,-0.0376
362.978253,-1.0105,0.0496,-0.0376
362.99983,-1.0073,0.0496,-0.0386
363.01855,-1.0068,0.0528,-0.0391
363.037556,-1.0075,0.0511,-0.0432
363.057886,-1.0054,0.0523,-0.0501
363.078456,-1.0102,0.0515,-0.042
363.098362,-1.0146,0.053,-0.031
363.120494,-1.0112,0.0503,-0.0318
363.139016,-1.0049,0.0503,-0.0371
363.158262,-1.0071,0.0559,-0.0396
363.178546,-1.0088,0.0525,-0.0437
363.198155,-1.0056,0.0479,-0.0493
363.217217,-1.0058,0.0481,-0.0523
363.239393,-1.0102,0.0633,-0.0364
363.260866,-1.0132,0.0591,-0.0374
363.277857,-1.0137,0.0445,-0.042
363.299384,-1.0107,0.0364,-0.0386
363.317572,-1.0054,0.0459,-0.0476
363.337352,-1.0019,0.0555,-0.0474
363.358876,-1.0083,0.0559,-0.0452
363.378402,-1.0137,0.0535,-0.0452
363.39769,-1.0132,0.0489,-0.0403
363.417692,-1.0146,0.0501,-0.0454
363.440272,-1.0085,0.0537,-0.0371
363.459939,-1.0071,0.053,-0.0413
363.476952,-1.0073,0.052,-0.0398
363.497291,-1.0107,0.0467,-0.041
363.516711,-1.0115,0.0472,-0.0428
363.536936,-1.01,0.0489,-0.0464
363.556975,-1.0058,0.0518,-0.0452
363.580225,-1.0071,0.0503,-0.0428
363.616719,-1.0127,0.053,-0.0396
363.636608,-1.0117,0.0515,-0.0362
363.65872,-1.0115,0.0506,-0.0396
363.67651,-1.0097,0.0511,-0.0403
363.696752,-1.0078,0.0508,-0.0418
363.716349,-1.0075,0.0525,-0.0457
363.736688,-1.0088,0.0518,-0.0454
363.756266,-1.0105,0.0513,-0.0452
363.776824,-1.0146,0.0511,-0.0369
363.797937,-1.0127,0.0489,-0.0344
363.816512,-1.0036,0.0498,-0.0454
363.836464,-1.0102,0.0569,-0.0359
363.857419,-1.0129,0.0489,-0.0474
363.876748,-1.009,0.0462,-0.0506
363.896789,-1.0085,0.0503,-0.0459
363.915696,-1.0083,0.0645,-0.0408
363.935656,-1.0078,0.0596,-0.0454
363.956845,-1.0071,0.0418,-0.0386
363.976069,-1.0156,0.0354,-0.0398
363.995599,-1.009,0.0442,-0.0481
364.015301,-1.0056,0.0542,-0.0486
364.0558,-1.0085,0.0528,-0.0462
364.07535,-1.0112,0.0498,-0.0391
364.095846,-1.0115,0.0511,-0.044
364.115201,-1.0078,0.0559,-0.0384
364.139427,-1.0085,0.0518,-0.0391
364.156054,-1.0122,0.0486,-0.0381
364.175341,-1.0102,0.0476,-0.0396
364.195554,-1.0117,0.0467,-0.043
364.214999,-1.0075,0.0498,-0.0454
364.240035,-1.0071,0.0476,-0.0425
364.255596,-1.0095,0.0493,-0.0413
364.274954,-1.0078,0.0506,-0.0396
364.295786,-1.01,0.0513,-0.0408
364.315581,-1.0117,0.0513,-0.0396
364.335799,-1.01,0.0486,-0.0408
364.360323,-1.01,0.0479,-0.0408
364.375942,-1.0078,0.0464,-0.0432
364.399864,-1.0112,0.0467,-0.044
364.415426,-1.0088,0.0467,-0.045
364.455691,-1.0159,0.0464,-0.0322
364.475603,-1.0071,0.045,-0.0386
364.495311,-1.0027,0.0501,-0.0423
364.516106,-1.0137,0.0547,-0.0406
364.535831,-1.0112,0.0464,-0.0515
364.556991,-1.0083,0.0464,-0.053
364.595438,-1.0097,0.0623,-0.0396
364.637378,-1.0097,0.0366,-0.041
364.655956,-1.0171,0.0364,-0.0467
364.675479,-1.0102,0.045,-0.0503
364.696337,-1.0066,0.0525,-0.052
364.715617,-1.008,0.054,-0.0496
364.756951,-1.011,0.0491,-0.0452
364.776087,-1.0102,0.0515,-0.0447
364.79567,-1.0088,0.0518,-0.0401
364.815544,-1.0102,0.0486,-0.0469
364.835722,-1.0085,0.0464,-0.042
364.856698,-1.0083,0.0464,-0.0462
364.875799,-1.0073,0.0486,-0.0496
364.915455,-1.0075,0.0486,-0.0469
364.936357,-1.0095,0.0467,-0.0467
364.976982,-1.0112,0.0535,-0.0454
365.015539,-1.0093,0.0469,-0.0457
365.036387,-1.0078,0.0472,-0.0469
365.05607,-1.0078,0.0484,-0.0506
365.095782,-1.0088,0.0501,-0.0508
365.115616,-1.0117,0.0496,-0.042
365.135929,-1.0129,0.0486,-0.0374
365.155998,-1.0041,0.0498,-0.0479
365.178642,-1.0061,0.0564,-0.0459
365.196473,-1.0166,0.0545,-0.0474
365.215533,-1.0063,0.0476,-0.0557
365.236911,-1.0061,0.0472,-0.0545
365.256646,-1.0097,0.055,-0.0435
365.274851,-1.0095,0.0613,-0.0454
365.295539,-1.011,0.0479,-0.0479
365.315235,-1.0122,0.0374,-0.044
365.335866,-1.0139,0.0398,-0.0489
365.356213,-1.0061,0.0486,-0.0498
365.43624,-1.0115,0.0503,-0.0518
365.455544,-1.0129,0.0491,-0.0406
365.475464,-1.0083,0.0513,-0.042
365.495336,-1.0071,0.0481,-0.0459
365.515769,-1.009,0.0457,-0.0415
365.535856,-1.0137,0.0474,-0.0437
365.556728,-1.0105,0.0476,-0.0493
365.57528,-1.0061,0.0484,-0.0493
365.595793,-1.0068,0.0498,-0.0476
365.615551,-1.0088,0.0501,-0.0457
365.637556,-1.0083,0.0523,-0.0452
365.658021,-1.0107,0.0513,-0.0442
365.676395,-1.0093,0.0503,-0.0437
365.6954,-1.0097,0.0486,-0.0447
365.71805,-1.0102,0.0496,-0.0452
365.738376,-1.009,0.0501,-0.0457
365.757863,-1.0097,0.0493,-0.0501
365.777253,-1.0093,0.0515,-0.0501
365.795545,-1.0127,0.0511,-0.0425
365.81597,-1.0141,0.0484,-0.0376
365.856461,-1.0075,0.0535,-0.0432
365.876073,-1.0124,0.0518,-0.0467
365.896074,-1.0071,0.0481,-0.0589
365.916171,-1.0019,0.0489,-0.0557
365.937257,-1.0054,0.0564,-0.0469
365.9559,-1.0151,0.064,-0.0369
365.975585,-1.0154,0.0479,-0.0393
365.996281,-1.0097,0.0376,-0.0462
366.016478,-1.0022,0.0442,-0.0513
366.036045,-1.0036,0.0525,-0.0462
366.076296,-1.0112,0.053,-0.0491
366.096001,-1.0112,0.0501,-0.0413
366.115516,-1.0117,0.0513,-0.0459
366.136668,-1.0088,0.0567,-0.0391
366.158268,-1.0051,0.0555,-0.044
366.196122,-1.0093,0.0476,-0.0388
366.21572,-1.01,0.0462,-0.0442
366.237331,-1.0085,0.0501,-0.0454
366.257608,-1.008,0.0525,-0.0454
366.27672,-1.0051,0.0552,-0.043
366.316108,-1.0112,0.0528,-0.0384
366.336452,-1.0122,0.0508,-0.041
366.355855,-1.0117,0.0511,-0.0398
366.376071,-1.0083,0.0513,-0.0408
366.395953,-1.008,0.0506,-0.0425
366.415374,-1.0063,0.0525,-0.0476
366.436743,-1.0039,0.0537,-0.0484
366.475485,-1.0188,0.0542,-0.032
366.496815,-1.0129,0.0518,-0.0354
366.515656,-1.0054,0.0493,-0.0413
366.536079,-1.0066,0.053,-0.0401
366.556934,-1.0122,0.0513,-0.0413
366.575568,-1.0088,0.0506,-0.0479
366.596009,-1.0022,0.0467,-0.0555
366.617155,-1.0032,0.0608,-0.0447
366.635607,-1.021,0.064,-0.0288
366.657224,-1.0156,0.0454,-0.0406
366.676195,-1.0029,0.0388,-0.0481
366.716138,-1.008,0.0569,-0.0415
366.737179,-1.0105,0.0496,-0.0437
366.755642,-1.0102,0.0511,-0.0481
366.776137,-1.0093,0.0511,-0.0384
366.815593,-1.0032,0.0547,-0.0396
366.839208,-1.0054,0.0515,-0.0408
366.856908,-1.0083,0.0486,-0.0386
366.875342,-1.0127,0.0476,-0.0398
366.896422,-1.0122,0.0503,-0.043
366.915989,-1.0078,0.0515,-0.044
366.937929,-1.0061,0.0525,-0.042
366.958336,-1.0071,0.0501,-0.0418
366.975985,-1.01,0.0557,-0.0406
366.995931,-1.0127,0.0528,-0.0413
367.016476,-1.0122,0.0518,-0.0388
367.038007,-1.0122,0.052,-0.0393
367.055688,-1.0085,0.0515,-0.0413
367.075978,-1.0073,0.0515,-0.0425
367.096714,-1.0083,0.0501,-0.0459
367.115721,-1.0073,0.0528,-0.0489
367.13807,-1.0115,0.0511,-0.0435
367.156303,-1.0173,0.0511,-0.0344
367.175567,-1.0107,0.0491,-0.0357
367.196236,-1.0034,0.0484,-0.0423
367.216578,-1.0095,0.0555,-0.0388
367.237188,-1.0107,0.0511,-0.0491
367.257251,-1.0068,0.0454,-0.0533
367.275857,-1.0054,0.0474,-0.0518
367.295852,-1.0066,0.0665,-0.0413
367.31538,-1.0122,0.0599,-0.0418
367.337648,-1.0149,0.0428,-0.041
367.356406,-1.011,0.0376,-0.044
367.375567,-1.0058,0.0464,-0.0506
367.396242,-1.0036,0.0557,-0.0472
367.415977,-1.0078,0.0552,-0.0486
367.435882,-1.0112,0.0535,-0.0481
367.456404,-1.0122,0.0498,-0.0415
367.496994,-1.0071,0.053,-0.0418
367.516074,-1.008,0.0542,-0.0442
367.537653,-1.0088,0.0523,-0.042
367.556353,-1.0132,0.0486,-0.042
367.575803,-1.0119,0.0472,-0.0462
367.596061,-1.0073,0.0469,-0.0493
367.617127,-1.0034,0.0489,-0.0472
367.636511,-1.0095,0.0506,-0.0454
367.656834,-1.009,0.0506,-0.0437
367.675642,-1.0105,0.0515,-0.044
367.697098,-1.0132,0.0533,-0.045
367.715642,-1.0105,0.0525,-0.0437
367.737624,-1.0112,0.0491,-0.0435
367.775486,-1.01,0.0489,-0.0501
367.796233,-1.008,0.0501,-0.0491
367.816615,-1.0122,0.0508,-0.0469
367.839103,-1.0146,0.0501,-0.0393
367.856845,-1.011,0.045,-0.0371
367.876208,-1.0054,0.0511,-0.0459
367.896368,-1.0102,0.0562,-0.0398
367.915962,-1.01,0.0523,-0.0511
367.9357,-1.0068,0.0462,-0.052
367.975593,-1.008,0.0623,-0.0423
367.996202,-1.0044,0.0579,-0.0486
368.016549,-1.0097,0.0418,-0.0398
368.037861,-1.0173,0.0371,-0.0423
368.056274,-1.0085,0.0454,-0.0513
368.076029,-1.0054,0.0525,-0.0523
368.096531,-1.009,0.0567,-0.0503
368.116988,-1.0107,0.0552,-0.0479
368.135594,-1.011,0.0523,-0.0418
368.155798,-1.011,0.0515,-0.0474
368.17576,-1.01,0.0547,-0.0369
368.195689,-1.0073,0.0542,-0.0418
368.217439,-1.0095,0.0496,-0.0415
368.239467,-1.0093,0.0464,-0.0425
368.255917,-1.0112,0.0464,-0.0454
368.275129,-1.0078,0.0498,-0.0474
368.296682,-1.0066,0.0498,-0.0437
368.314738,-1.0054,0.0501,-0.0425
368.33685,-1.0093,0.0503,-0.0415
368.355506,-1.0102,0.0523,-0.0428
368.37605,-1.0097,0.0513,-0.0425
368.415874,-1.0071,0.0481,-0.043
368.436086,-1.0078,0.0472,-0.0428
368.455362,-1.0093,0.0491,-0.0472
368.475948,-1.0095,0.0479,-0.0481
368.495856,-1.0095,0.0479,-0.0454
368.517083,-1.0144,0.0486,-0.0371
368.537151,-1.0124,0.0459,-0.0366
368.55628,-1.0032,0.0484,-0.0472
368.575766,-1.0112,0.0589,-0.0408
368.595818,-1.0112,0.0508,-0.053
368.615406,-1.0073,0.0462,-0.0537
368.639868,-1.0078,0.0528,-0.0464
368.656372,-1.0102,0.063,-0.0425
368.675808,-1.0073,0.0542,-0.0476
368.695684,-1.0085,0.0401,-0.0403
368.719718,-1.0171,0.0369,-0.0435
368.736378,-1.0095,0.0437,-0.0511
368.756007,-1.0039,0.0533,-0.0506
368.775698,-1.0068,0.0545,-0.0491
368.795998,-1.0122,0.0523,-0.0432
368.816311,-1.0105,0.0493,-0.0413
368.837385,-1.0085,0.0515,-0.0457
368.855681,-1.0122,0.0528,-0.0364
368.876984,-1.0068,0.0481,-0.044
368.896353,-1.0085,0.0467,-0.0418
368.919291,-1.01,0.0447,-0.0406
368.935627,-1.0117,0.045,-0.0435
368.960222,-1.0078,0.0479,-0.0454
368.975357,-1.0071,0.0462,-0.0464
368.996186,-1.0093,0.0445,-0.0435
369.016264,-1.011,0.0491,-0.0408
369.034592,-1.0105,0.0513,-0.0425
369.055591,-1.0134,0.0506,-0.0445
369.075953,-1.011,0.0472,-0.0428
369.096128,-1.008,0.0481,-0.0428
369.120601,-1.01,0.0484,-0.0432
369.136011,-1.009,0.0447,-0.0472
369.155749,-1.0117,0.0464,-0.0467
369.198356,-1.0139,0.0481,-0.0371
369.2162,-1.0137,0.0432,-0.0327
369.237765,-1.0046,0.0479,-0.042
369.255871,-1.0085,0.0559,-0.0376
369.275694,-1.0156,0.0515,-0.0476
369.296192,-1.0073,0.0457,-0.0508
369.323782,-1.008,0.0484,-0.0491
369.335409,-1.0083,0.0591,-0.0379
369.356106,-1.0078,0.0621,-0.0432
369.375842,-1.0097,0.0447,-0.0406
369.396229,-1.0146,0.0347,-0.0406
369.415805,-1.011,0.0415,-0.0481
369.438138,-1.0061,0.0525,-0.0491
369.456332,-1.0066,0.0591,-0.0479
369.475605,-1.0117,0.0567,-0.0452
369.502324,-1.0107,0.0481,-0.0396
369.515662,-1.0115,0.0493,-0.0462
369.537753,-1.0097,0.0523,-0.0371
369.559577,-1.0068,0.0518,-0.043
369.575599,-1.0078,0.0454,-0.0418
369.596249,-1.0115,0.043,-0.0423
369.616099,-1.0129,0.0447,-0.0432
369.635525,-1.0105,0.0496,-0.0462
369.675494,-1.0073,0.053,-0.0447
369.697011,-1.0088,0.0501,-0.0435
369.721092,-1.0085,0.0523,-0.042
369.73673,-1.0112,0.0508,-0.0423
369.755465,-1.0134,0.0506,-0.0425
369.775834,-1.0117,0.0498,-0.0423
369.802036,-1.0117,0.0513,-0.0432
369.817342,-1.009,0.0501,-0.045
369.836083,-1.008,0.0501,-0.0489
369.855419,-1.0073,0.0491,-0.0462
369.876092,-1.0122,0.052,-0.0396
369.899809,-1.0154,0.0518,-0.0335
369.916205,-1.0071,0.0491,-0.0403
369.935891,-1.0036,0.0533,-0.0423
369.955903,-1.0107,0.0508,-0.0425
369.97629,-1.01,0.0501,-0.0518
369.996652,-1.0049,0.0498,-0.052
370.018566,-1.0056,0.0559,-0.0454
370.04702,-1.0139,0.0635,-0.0366
370.055852,-1.0146,0.052,-0.0374
370.075359,-1.0093,0.0376,-0.0454
370.097001,-1.0039,0.045,-0.0491
370.135894,-1.0107,0.0564,-0.042
370.156759,-1.0119,0.053,-0.0467
370.175457,-1.0097,0.0491,-0.0418
370.195971,-1.0122,0.0496,-0.0464
370.216442,-1.0093,0.052,-0.0374
370.237066,-1.0093,0.0559,-0.0442
370.256192,-1.0061,0.0484,-0.0418
370.276714,-1.0095,0.0469,-0.0408
370.295598,-1.0119,0.0462,-0.0452
370.315854,-1.011,0.0498,-0.0454
370.356344,-1.0102,0.0481,-0.0428
370.375318,-1.0093,0.0511,-0.0413
370.41543,-1.0119,0.052,-0.0428
370.456421,-1.0095,0.0493,-0.0415
370.475396,-1.0093,0.0501,-0.0403
370.496023,-1.0083,0.0501,-0.0445
370.517257,-1.0071,0.0511,-0.0484
370.536263,-1.008,0.0503,-0.045
370.558707,-1.0115,0.0481,-0.0369
370.576401,-1.0151,0.0486,-0.0318
370.596065,-1.0036,0.0486,-0.0396
370.615997,-1.0029,0.0518,-0.0396
370.636036,-1.0105,0.0523,-0.0362
370.656156,-1.0107,0.0493,-0.0454
370.67619,-1.0051,0.0457,-0.0508
370.702357,-1.0034,0.0518,-0.0511
370.716244,-1.0144,0.064,-0.0318
370.736739,-1.02,0.0518,-0.0362
370.758395,-1.0058,0.0374,-0.0457
370.775526,-1.0002,0.0445,-0.0486
370.79574,-1.0049,0.053,-0.0445
370.835744,-1.0139,0.0501,-0.0459
370.855975,-1.0132,0.0506,-0.0381
370.876111,-1.0137,0.0501,-0.0423
370.895853,-1.0068,0.0547,-0.0369
370.917232,-1.0039,0.053,-0.0386
370.935722,-1.0058,0.0486,-0.0386
370.955925,-1.0119,0.0464,-0.0384
370.975374,-1.0107,0.0513,-0.0425
371.016269,-1.008,0.0515,-0.045
371.035809,-1.0061,0.0489,-0.042
371.055561,-1.009,0.0513,-0.0408
371.075566,-1.0122,0.0513,-0.041
371.115313,-1.0117,0.0503,-0.0398
371.135494,-1.0088,0.0486,-0.0403
371.155705,-1.0093,0.0498,-0.0415
371.17589,-1.0085,0.0511,-0.043
371.196571,-1.0056,0.0511,-0.0486
371.216427,-1.0068,0.0518,-0.0503
371.24661,-1.0097,0.0498,-0.041
371.256034,-1.0163,0.0489,-0.0327
371.275405,-1.0097,0.0486,-0.0396
371.296811,-1.0024,0.0508,-0.041
371.315577,-1.0124,0.0547,-0.0437
371.33584,-1.0078,0.0493,-0.0511
371.355662,-1.0083,0.0442,-0.0559
371.375527,-1.0061,0.0557,-0.0464
371.395817,-1.0093,0.0674,-0.0391
371.435569,-1.0117,0.0384,-0.041
371.455589,-1.0095,0.0408,-0.0484
371.516346,-1.0095,0.0569,-0.0484
371.535789,-1.0112,0.052,-0.0401
371.555361,-1.0144,0.0508,-0.0472
371.576348,-1.01,0.0535,-0.0432
371.617729,-1.0061,0.0542,-0.043
371.635701,-1.0093,0.0501,-0.0423
371.656194,-1.0132,0.0484,-0.0452
371.675326,-1.0097,0.0479,-0.0447
371.696753,-1.008,0.0523,-0.0472
371.720281,-1.0075,0.052,-0.0447
371.735502,-1.01,0.0542,-0.0408
371.756098,-1.011,0.0537,-0.0425
371.786339,-1.0093,0.0501,-0.0428
371.800717,-1.0107,0.0489,-0.0423
371.815318,-1.01,0.0498,-0.0428
371.835069,-1.0102,0.0476,-0.0447
371.855587,-1.01,0.0496,-0.0464
371.875515,-1.0088,0.0481,-0.0496
371.90263,-1.0088,0.0503,-0.0481
371.915352,-1.0124,0.0506,-0.0432
371.935964,-1.0149,0.0472,-0.0359
371.975403,-1.0041,0.0511,-0.042
371.996001,-1.0144,0.053,-0.0491
372.016101,-1.0093,0.045,-0.0501
372.035941,-1.0071,0.0445,-0.0542
372.075877,-1.0071,0.0635,-0.0491
372.095738,-1.0046,0.0491,-0.0432
372.117368,-1.011,0.0359,-0.0406
372.136573,-1.0163,0.0347,-0.0474
372.157907,-1.0083,0.0467,-0.052
372.175376,-1.0061,0.0562,-0.0525
372.195436,-1.0075,0.055,-0.0518
372.215296,-1.0102,0.0503,-0.044
372.236401,-1.0112,0.0506,-0.0476
372.257244,-1.0112,0.0515,-0.0418
372.295926,-1.0095,0.0501,-0.0425
372.315671,-1.01,0.0479,-0.0442
372.334882,-1.0097,0.0457,-0.0469
372.355701,-1.0105,0.0469,-0.0518
372.375767,-1.0095,0.0484,-0.0496
372.39595,-1.0083,0.0481,-0.0481
372.415361,-1.0093,0.0491,-0.0486
372.436416,-1.0088,0.0511,-0.0454
372.475198,-1.0115,0.0513,-0.0472
372.498116,-1.0115,0.0479,-0.0464
372.515638,-1.0088,0.0481,-0.0472
372.535224,-1.0075,0.0496,-0.0501
372.556839,-1.0095,0.0493,-0.0515
372.575246,-1.0122,0.0501,-0.0489
372.595368,-1.0154,0.0481,-0.0435
372.616311,-1.0122,0.0476,-0.0386
372.636004,-1.0024,0.0469,-0.0506
372.655796,-1.0066,0.0581,-0.0435
372.674855,-1.0129,0.052,-0.054
372.697138,-1.0088,0.0476,-0.0555
372.714829,-1.01,0.0493,-0.053
372.735594,-1.0075,0.0618,-0.043
372.755724,-1.0061,0.0596,-0.0501
372.775499,-1.008,0.0432,-0.0467
372.796891,-1.0139,0.0364,-0.0452
372.815149,-1.0115,0.0418,-0.0535
372.835757,-1.0058,0.0533,-0.054
372.855395,-1.0056,0.0581,-0.0533
372.875522,-1.0117,0.054,-0.0525
372.897657,-1.01,0.0515,-0.0464
372.916843,-1.0105,0.0523,-0.0513
372.936045,-1.0117,0.0555,-0.0447
372.954987,-1.0078,0.0508,-0.0459
372.976773,-1.0112,0.0469,-0.0479
373.015597,-1.0107,0.0484,-0.0501
373.03594,-1.009,0.0508,-0.0506
373.055127,-1.0068,0.0479,-0.0489
373.097053,-1.0078,0.0515,-0.0476
373.116459,-1.0107,0.0542,-0.0491
373.135129,-1.0107,0.054,-0.0481
373.155683,-1.0119,0.0513,-0.0472
373.175283,-1.009,0.0491,-0.0484
373.195755,-1.0061,0.0506,-0.0496
373.218083,-1.0075,0.0503,-0.0503
373.235125,-1.0119,0.0525,-0.0491
373.255686,-1.0127,0.0506,-0.0447
373.275182,-1.0154,0.052,-0.0379
373.295898,-1.0085,0.0506,-0.0428
373.318756,-1.0039,0.0523,-0.0491
373.335994,-1.0134,0.0577,-0.0437
373.355392,-1.01,0.0496,-0.0577
373.375147,-1.0078,0.0479,-0.0567
373.398459,-1.0061,0.0523,-0.0511
