time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,I,Azimuth,Pitch,Roll,Gain,Latitude,Longitude,Speed (m/s)
0.062571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.085386,-0.1261,0.3191,0.9624,-1.2038,2.6692,-0.3649,-0.0585,0.0512,-0.0522,0.0,0.0,0.0,0.0,311.0,1.573,-2.6745,-0.1849,-0.0,59.93229101,10.71991311,0.0
0.143617,-0.1153,0.3,0.9577,-0.9261,2.1488,-0.387,-0.0029,-0.0141,0.0125,0.0,0.0,0.0,0.0,311.0,1.741,-4.6278,-1.1957,-0.0,59.93229101,10.71991311,0.0
0.205395,-0.1068,0.2885,0.9492,-0.699,1.7335,-0.4375,-0.0408,-0.0086,0.0174,0.0,0.0,0.0,0.0,311.0,17.9002,-6.4051,-2.042,-0.0,59.93229101,10.71991311,0.0
0.265911,-0.1197,0.2956,0.9567,-0.6879,1.497,-0.3181,-0.0408,0.0128,-0.0254,980.7449,-2.4,-2.76,-21.18,311.0,42.0165,-8.2075,-2.8656,-0.0,59.93229101,10.71991311,0.0
0.325027,-0.1158,0.2753,0.9413,-0.4937,0.9829,-0.409,0.0619,0.0354,-0.0327,980.7449,-1.68,-2.52,-23.22,311.0,61.2407,-10.0742,-3.8074,-0.0,59.93229101,10.71991311,0.0
0.387141,-0.1319,0.2944,0.9638,-0.4637,0.8857,-0.1194,-0.0512,0.0555,-0.084,980.7449,-1.32,-2.34,-23.04,310.0,57.1866,-11.7634,-4.9546,-0.0,59.93229101,10.71991311,0.0
0.447663,-0.0723,0.3567,0.965,0.2108,1.2865,-0.0529,-0.1801,-0.0117,0.3045,980.7446,-2.16,-3.42,-21.6,310.0,63.7272,-13.0178,-5.5226,-0.0,59.93229101,10.71991311,0.0
0.508413,-0.1571,0.2756,0.9484,-0.6502,0.5728,-0.237,-0.152,0.0842,0.139,980.7446,-1.32,-0.9,-22.74,310.0,60.901,-12.5316,-5.3304,6.3643,59.93229101,10.71991311,0.0
0.56616,-0.1246,0.1859,0.9323,-0.2354,-0.2799,-0.3913,-0.1067,0.2229,-0.0113,980.7441,-1.44,-1.08,-21.42,310.0,57.4234,-12.3764,-5.9062,6.3643,59.93229101,10.71991311,0.0
0.6278,-0.1593,0.2145,0.9663,-0.4297,0.0236,-0.0475,0.0057,0.1893,-0.0412,980.7441,-0.06,-0.24,-23.88,310.0,53.3499,-12.2365,-6.7793,6.3643,59.93229101,10.71991311,0.0
0.693205,-0.213,0.2824,0.9663,-0.8119,0.7009,-0.0317,0.0417,0.4471,-0.3454,980.7388,-1.38,-2.22,-21.06,310.0,51.0169,-12.1668,-7.6479,6.3643,59.93229101,10.71991311,0.0
0.750498,-0.1412,0.2414,0.9216,0.1918,0.2727,-0.4191,0.1064,0.3383,-0.0724,980.749,1.92,0.18,-23.1,310.0,51.7977,-12.322,-9.466,6.3643,59.93229101,10.71991311,0.0
0.810845,-0.2064,0.2888,1.011,-0.1695,0.7166,0.5124,-0.5166,0.7079,-0.1066,980.749,1.14,-1.86,-21.3,310.0,49.4593,-12.4449,-11.1608,19.2333,59.93229101,10.71991311,0.0
0.864455,-0.2064,0.2888,1.011,0.2037,0.9957,0.5348,-0.5166,0.7079,-0.1066,980.739,3.36,0.3,-23.94,307.0,45.6645,-10.7802,-13.3646,19.2333,59.93229101,10.71991311,0.0
0.927319,-0.3208,0.1781,0.8473,-0.5468,-0.1573,-0.9598,-0.2521,0.9382,0.0828,980.739,4.92,0.3,-23.7,307.0,41.2772,-11.1872,-15.66,19.2333,59.93229101,10.71991311,0.0
0.988836,-0.3992,0.2157,0.8685,-0.5888,0.4368,-0.5609,-0.6926,1.2876,0.2471,980.729,8.22,1.56,-25.38,304.0,35.6335,-9.8478,-20.1179,19.2333,59.93229101,10.71991311,0.0
1.050014,-0.3298,0.2526,0.9286,0.566,1.0391,0.1743,-0.199,0.7562,0.1982,980.7349,12.6,4.26,-24.48,298.0,29.2987,-8.4229,-23.0499,19.2333,59.93229101,10.71991311,0.0
1.128293,-0.547,0.2165,0.8048,-1.0594,0.679,-0.8073,0.1254,1.1856,-0.2367,980.7349,12.3,1.5,-19.08,298.0,24.6158,-8.4571,-26.3245,28.4813,59.93229101,10.71991311,0.0
1.163334,-0.5795,0.1867,0.7979,-0.7564,0.3928,-0.5391,0.1254,1.1856,-0.2367,980.7305,15.54,2.04,-18.9,298.0,20.4403,-8.4225,-30.496,28.4813,59.93229101,10.71991311,0.0
1.228284,-0.6479,0.1962,0.6887,-0.7351,0.6071,-1.1824,-0.1825,1.5705,-0.0669,980.7305,19.86,4.32,-20.4,267.0,15.7747,-7.709,-35.2928,28.4813,59.93229101,10.71991311,0.0
1.286207,-0.7715,0.1815,0.3948,-1.1996,0.5539,-3.493,-0.8691,1.8869,0.0589,980.7258,23.52,4.8,-19.32,267.0,10.6759,-7.1757,-40.8306,28.4813,59.93229101,10.71991311,0.0
1.348761,-0.7821,0.0322,0.9272,-0.4403,-0.313,2.484,-1.3957,2.6358,-0.4175,980.7349,27.24,7.08,-17.22,267.0,2.2719,-3.6774,-47.5738,28.4813,59.93229101,10.71991311,0.0
1.405884,-0.9172,0.073,0.5343,-1.0299,0.5867,-0.4925,-0.4635,1.2717,-0.3662,980.7349,31.38,8.88,-12.18,233.0,355.7051,-0.7549,-54.2506,37.2714,59.93229101,10.71991311,0.0
1.465225,-0.9409,0.0076,0.7762,-0.7317,0.2989,2.7014,0.1608,1.6816,-0.478,980.7646,34.5,12.6,-9.48,196.0,350.7692,1.3128,-59.9782,37.2714,59.93229101,10.71991311,0.0
1.52485,-0.9472,0.0156,0.4332,-0.4253,0.4787,0.0483,0.2769,1.4917,-0.3583,980.7646,30.78,2.76,-3.9,196.0,347.5569,1.9021,-64.6484,37.2714,59.93229101,10.71991311,0.0
1.588733,-1.0288,-0.0313,0.2863,-0.9791,0.1483,-0.8127,0.1407,0.5809,-0.3577,980.7874,28.86,-0.96,-0.48,158.0,344.1331,2.6577,-68.3211,37.2714,59.93229101,10.71991311,0.0
1.646498,-1.0256,-0.0024,0.2712,-0.8843,0.5308,-0.7822,0.0863,-0.1351,-0.1762,980.7556,29.16,0.06,1.26,122.0,339.8277,3.2429,-69.4319,37.2714,59.93229101,10.71991311,0.0
1.705587,-0.8583,-0.096,0.3533,0.6402,-0.4023,-0.2735,0.1559,-0.9958,0.1506,980.7556,30.3,0.84,-0.6,122.0,335.0655,3.1483,-67.5738,41.4881,59.93229101,10.71991311,0.0
1.768284,-0.9409,0.0098,0.3694,-0.3742,0.4735,-0.5958,0.1431,-0.2371,0.3082,980.7346,28.8,1.02,-3.3,122.0,330.7538,2.2076,-64.519,41.4881,59.93229101,10.71991311,0.0
1.826153,-0.9726,-0.1021,0.3152,-0.6016,-0.8336,-0.9608,0.2366,0.9761,0.1658,980.7346,27.42,-1.98,-3.36,108.0,325.9956,0.9766,-65.6079,41.4881,59.93229101,10.71991311,0.0
1.886489,-1.0227,0.0506,0.3034,-0.8579,0.5579,-0.5161,0.6935,-0.0459,0.0345,980.7498,29.88,-2.34,-1.38,108.0,322.4301,0.364,-69.1543,41.4881,59.93229101,10.71991311,0.0
1.949518,-0.9343,0.0855,0.3125,-0.2595,0.6703,-1.0608,0.0283,-2.0483,0.4255,980.7188,28.2,-3.06,-2.82,104.0,318.2252,-0.9798,-65.1343,41.4881,59.93229101,10.71991311,0.0
2.005985,-0.8483,0.1138,0.4427,0.3278,0.8824,-0.2935,-0.086,1.4239,-0.0748,980.7188,26.22,-4.14,-4.68,104.0,312.9783,-1.3633,-61.8067,56.9635,59.93229101,10.71991311,0.0
2.06636,-0.9543,0.032,0.2204,-0.0916,0.0746,-1.0588,0.1156,3.8545,0.0418,980.7168,28.86,-3.84,-1.2,104.0,308.4965,-1.3965,-70.8358,56.9635,59.93229101,10.71991311,0.0
2.12571,-1.0337,0.0564,-0.1994,-0.3676,0.2566,-2.8341,-0.3199,3.3902,-0.1023,980.7168,33.66,-3.96,7.32,111.0,303.6346,-1.7324,-84.847,56.9635,59.93229101,10.71991311,0.0
2.186029,-1.3982,0.0774,0.4498,-3.9615,0.7215,5.5416,-0.2082,0.262,-0.2587,980.7219,37.32,-1.38,16.68,111.0,295.1394,-179.7814,-83.3602,56.9635,59.93229101,10.71991311,0.0
2.250338,-0.8615,-0.0046,-0.3025,1.311,-0.1848,-1.9514,0.104,0.1093,0.343,980.7554,37.32,-1.8,19.5,111.0,292.0764,-179.1858,-84.0725,56.9635,59.93229101,10.71991311,0.0
2.307455,-1.0745,0.0931,-0.1048,-0.7713,0.7194,-0.0785,0.1077,-0.5835,-0.1182,980.7554,37.2,-3.06,19.92,34.0,286.6103,-178.8735,-84.4481,53.5049,59.93229101,10.71991311,0.0
2.368238,-0.9704,0.0015,-0.1146,0.2659,-0.1459,-0.3644,0.005,0.138,-0.0302,980.7598,36.12,-2.88,19.02,34.0,282.0708,-179.0637,-85.5633,53.5049,59.93229101,10.71991311,0.0
2.425666,-1.0036,0.0398,-0.1769,-0.0698,0.2331,-0.8545,0.0368,0.1746,-0.0388,980.7598,36.54,-2.7,17.88,34.0,277.787,-179.0816,-84.8573,53.5049,59.93229101,10.71991311,0.0
2.485615,-0.9968,0.053,-0.1121,-0.0092,0.3785,-0.1487,0.0148,-0.2597,0.004,980.7549,36.54,-2.7,18.12,34.0,274.1633,-179.1761,-84.4388,53.5049,59.93229101,10.71991311,0.0
2.545395,-1.0083,0.0322,-0.1312,-0.1098,0.1496,-0.4721,-0.0579,-0.0434,0.007,980.7454,36.96,-2.46,18.36,36.0,271.6534,-179.0276,-85.2404,53.5049,59.93229101,10.71991311,0.0
2.607384,-1.0254,0.0225,-0.1065,-0.281,0.0469,-0.1887,-0.0579,-0.0434,0.007,980.7454,35.4,-3.42,18.54,36.0,269.0666,-178.987,-84.9963,51.8016,59.93229101,10.71991311,0.0
2.664412,-1.0071,0.0076,-0.1586,-0.1072,-0.1245,-0.6409,-0.0017,-0.0178,0.0339,980.74,35.4,-3.0,19.02,36.0,267.3436,-178.8392,-84.6572,51.8016,59.93229101,10.71991311,0.0
2.728496,-1.0093,0.0464,-0.1314,-0.1232,0.2192,-0.4452,-0.0298,-0.2921,0.0797,980.74,38.04,-1.32,16.62,39.0,266.6313,-178.6227,-85.0679,51.8016,59.93229101,10.71991311,0.0
2.785911,-1.0022,0.0178,-0.1156,-0.0444,-0.0871,-0.416,-0.0005,-0.1766,0.018,980.7498,36.48,-4.38,18.72,39.0,265.1051,-178.4697,-85.8089,51.8016,59.93229101,10.71991311,0.0
2.848923,-1.0181,0.0537,-0.1004,-0.1991,0.2368,-0.292,0.0008,-0.0856,0.0406,980.7434,36.72,-3.12,16.98,39.0,264.0497,-178.3057,-85.9518,51.8016,59.93229101,10.71991311,0.0
2.90775,-0.998,0.0564,-0.0916,0.0007,0.2378,-0.268,-0.0469,-0.1846,0.0321,980.7434,35.76,-3.9,17.04,44.0,263.0872,-178.1576,-86.3161,53.4773,59.93229101,10.71991311,0.0
2.965045,-0.9882,0.0428,-0.0967,0.0973,0.0587,-0.3559,-0.0958,-0.0673,0.0131,980.7434,36.3,-3.12,15.48,44.0,262.0626,-177.8947,-86.5355,53.4773,59.93229101,10.71991311,0.0
3.025839,-1.001,0.0423,-0.0906,-0.0332,0.0273,-0.2192,-0.0878,0.0158,-0.0064,980.7434,36.36,-3.66,16.5,44.0,260.195,-177.7391,-86.0849,53.4773,59.93229101,10.71991311,0.0
3.08412,-1.0032,0.0564,-0.0872,-0.0573,0.1614,-0.1526,-0.1,-0.0447,-0.0034,980.7434,35.34,-4.62,18.3,44.0,259.7719,-177.711,-85.8909,53.4773,59.93229101,10.71991311,0.0
3.146437,-1.0388,0.0279,-0.0919,-0.4096,-0.1308,-0.1667,-0.053,0.1239,-0.0168,980.7375,37.5,-2.76,13.38,48.0,258.2647,-177.6407,-85.7066,53.4773,59.93229101,10.71991311,0.0
3.205131,-0.9895,0.0357,-0.0977,0.07,-0.0477,-0.1691,0.005,-0.0349,-0.0046,980.7375,36.78,-3.78,14.7,48.0,258.506,-177.6782,-85.384,51.9723,59.93229101,10.71991311,0.0
3.264727,-1.0046,0.0469,-0.0919,-0.0778,0.0752,-0.1136,-0.009,0.0305,-0.0302,980.7385,36.3,-3.36,14.34,48.0,258.6253,-177.7529,-85.3954,51.9723,59.93229101,10.71991311,0.0
3.324981,-1.0212,0.0479,-0.0877,-0.2448,0.0926,-0.0193,0.0386,0.0775,0.0095,980.7385,37.44,-2.7,14.28,46.0,258.705,-177.799,-85.0814,51.9723,59.93229101,10.71991311,0.0
3.385202,-0.9973,0.0577,-0.0933,-0.0128,0.1711,-0.0513,0.0594,-0.0325,0.029,980.751,38.04,-1.44,13.68,46.0,258.7056,-177.6977,-84.9457,51.9723,59.93229101,10.71991311,0.0
3.447906,-1.0083,0.0599,-0.0963,-0.1209,0.1721,-0.0856,0.0594,-0.0325,0.029,980.7454,37.74,-2.34,13.38,46.0,258.6158,-177.5776,-84.9775,51.9723,59.93229101,10.71991311,0.0
3.512677,-0.9997,0.0574,-0.0985,-0.0381,0.1398,-0.0996,0.0313,-0.0074,0.0034,980.7454,36.96,-2.22,13.32,44.0,258.6368,-177.5286,-84.9332,50.408,59.93229101,10.71991311,0.0
3.569172,-1.0102,0.0567,-0.0892,-0.141,0.1209,-0.0152,0.005,-0.0325,-0.0052,980.7556,37.8,-1.8,13.5,44.0,258.5833,-177.4601,-84.9715,50.408,59.93229101,10.71991311,0.0
3.62596,-1.0085,0.0457,-0.086,-0.1234,0.0069,0.0027,0.0179,-0.0166,0.0021,980.7556,37.74,-2.16,13.86,44.0,258.5358,-177.4234,-85.0493,50.408,59.93229101,10.71991311,0.0
3.687009,-1.0022,0.0581,-0.0853,-0.0605,0.129,0.0023,0.0069,-0.0245,-0.0107,980.7651,37.5,-1.86,12.72,44.0,258.5935,-177.4239,-85.0935,50.408,59.93229101,10.71991311,0.0
3.750563,-1.0144,0.0486,-0.0794,-0.1793,0.0319,0.0469,-0.0108,-0.0233,-0.0156,980.7488,36.54,-3.84,15.66,46.0,258.5697,-177.4021,-85.1692,50.408,59.93229101,10.71991311,0.0
3.804878,-1.0022,0.0474,-0.0901,-0.0588,0.0173,-0.0694,-0.0102,-0.0007,0.0021,980.7488,38.46,-0.84,12.48,46.0,258.5247,-177.3864,-85.2336,50.5928,59.93229101,10.71991311,0.0
3.8671,-1.0129,0.0474,-0.0816,-0.1646,0.0153,0.019,-0.0206,-0.0153,0.0046,980.7446,36.54,-3.12,13.74,46.0,258.4492,-177.375,-85.2063,50.5928,59.93229101,10.71991311,0.0
3.925234,-1.0066,0.0457,-0.0782,-0.1002,-0.0079,0.0232,0.0166,-0.0312,0.0217,980.7446,37.86,-1.56,12.6,48.0,258.369,-177.3374,-85.3784,50.5928,59.93229101,10.71991311,0.0
3.985048,-0.999,0.0474,-0.0911,-0.0269,-0.0071,-0.1015,0.0295,0.047,0.0388,980.7632,38.1,-1.8,13.38,48.0,258.2955,-177.2438,-85.365,50.5928,59.93229101,10.71991311,0.0
4.049406,-1.0151,0.053,-0.0894,-0.1879,0.0328,-0.0579,-0.017,0.0317,0.0131,980.7715,37.44,-1.92,12.78,48.0,258.1543,-177.1548,-85.2073,50.5928,59.93229101,10.71991311,0.0
4.108635,-0.9988,0.0469,-0.0967,-0.0278,-0.033,-0.13,-0.0084,-0.0288,0.0089,980.7715,37.32,-2.58,13.92,47.0,258.053,-177.12,-85.2085,49.2922,59.93229101,10.71991311,0.0
4.165846,-1.0188,0.0591,-0.0872,-0.2238,0.0855,-0.0406,0.0014,-0.0117,0.018,980.7539,37.56,-2.04,13.98,47.0,258.0302,-177.113,-85.2321,49.2922,59.93229101,10.71991311,0.0
4.228453,-0.9956,0.0501,-0.0923,0.0035,-0.0202,-0.0999,0.0142,-0.0312,0.0351,980.7539,37.98,-2.58,13.14,47.0,257.8707,-177.0131,-85.2845,49.2922,59.93229101,10.71991311,0.0
4.286163,-0.9924,0.052,-0.1038,0.0324,-0.0215,-0.1994,0.0392,0.0738,0.0376,980.7507,38.04,-2.1,13.62,47.0,257.7155,-176.8933,-85.2074,49.2922,59.93229101,10.71991311,0.0
4.346741,-1.0102,0.0518,-0.1041,-0.1473,-0.0395,-0.1549,0.0295,0.0231,0.026,980.7327,35.94,-4.92,16.08,48.0,257.6474,-176.8022,-84.9315,49.2922,59.93229101,10.71991311,0.0
4.406524,-1.0078,0.0828,-0.0838,-0.1246,0.248,0.0472,-0.0151,-0.0514,0.0406,980.7327,37.98,-2.7,12.54,48.0,257.5546,-176.7054,-84.9109,49.4731,59.93229101,10.71991311,0.0
4.465011,-1.0063,0.0828,-0.0621,-0.1087,0.214,0.2201,-0.1281,-0.0355,0.004,980.7429,37.2,-3.0,14.4,48.0,256.9461,-176.5059,-85.1464,49.4731,59.93229101,10.71991311,0.0
4.524854,-1.01,0.097,-0.0877,-0.1471,0.3227,-0.0243,-0.2173,0.1649,-0.0003,980.7429,36.84,-3.0,12.72,50.0,255.978,-176.3297,-85.1043,49.4731,59.93229101,10.71991311,0.0
4.585705,-0.9985,0.0511,-0.1041,-0.0418,-0.1561,-0.1244,-0.152,0.0653,-0.0412,980.7246,38.64,-1.86,13.26,50.0,254.8932,-176.1618,-84.7485,49.4731,59.93229101,10.71991311,0.0
4.647399,-1.01,0.0335,-0.1077,-0.1572,-0.3191,-0.1235,-0.1141,0.0738,-0.0009,980.7122,37.86,-2.4,13.98,50.0,254.4799,-176.2164,-84.5323,49.4731,59.93229101,10.71991311,0.0
4.705278,-0.9944,0.0679,-0.1173,-0.007,0.0336,-0.1758,-0.0951,-0.0068,0.0101,980.7122,38.04,-1.98,13.98,44.0,254.3296,-176.3052,-84.2913,50.3491,59.93229101,10.71991311,0.0
4.765008,-1.0171,0.0376,-0.0953,-0.2264,-0.2584,0.0097,-0.0622,-0.1284,0.0107,980.7063,37.86,-1.8,13.8,44.0,254.14,-176.3337,-84.468,50.3491,59.93229101,10.71991311,0.0
4.825518,-1.0078,0.0711,-0.0994,-0.1311,0.0738,-0.0732,-0.0237,-0.0453,0.0357,980.7063,38.16,-2.28,14.22,44.0,254.1315,-176.358,-84.7162,50.3491,59.93229101,10.71991311,0.0
4.886939,-0.9868,0.0498,-0.1305,0.0736,-0.1433,-0.3712,0.0154,0.0885,0.0009,980.7136,38.52,-1.8,13.44,44.0,254.0833,-176.3067,-84.6801,50.3491,59.93229101,10.71991311,0.0
4.945641,-1.0181,0.0855,-0.1165,-0.2492,0.2187,-0.0662,-0.0646,0.375,-0.0816,980.7075,38.28,-2.64,15.24,44.0,254.1166,-176.3795,-83.6892,50.3491,59.93229101,10.71991311,0.0
5.004698,-0.9946,0.0269,-0.1378,-0.0502,-0.3278,-0.0123,0.115,0.5515,0.1353,980.7075,37.62,-2.34,17.1,44.0,253.766,-176.5438,-82.1436,50.7813,59.93229101,10.71991311,0.0
5.065735,-0.9953,0.0665,-0.0765,-0.0843,0.0344,0.761,0.0539,-0.2401,-0.2074,980.7087,37.2,-2.94,17.64,44.0,254.0746,-176.3937,-81.1226,50.7813,59.93229101,10.71991311,0.0
5.127421,-0.9245,0.0948,-0.4398,0.6516,0.2157,-3.1494,-0.0713,0.5326,0.5476,980.7087,36.78,-3.12,15.78,40.0,252.2698,-175.8293,-83.1875,50.7813,59.93229101,10.71991311,0.0
5.184867,-1.2675,0.0645,0.0081,-2.7776,-0.0213,1.7341,-0.1868,-0.782,-0.2856,980.6951,38.4,-2.76,17.16,40.0,253.9585,-176.1799,-80.2616,50.7813,59.93229101,10.71991311,0.0
5.246399,-0.9741,0.0381,-0.0987,0.1807,-0.3105,0.0787,0.0625,-0.7887,0.1133,980.7222,38.52,-1.74,15.9,40.0,257.4488,-176.0005,-83.8621,50.7813,59.93229101,10.71991311,0.0
5.306377,-1.0234,0.1329,-0.1256,-0.2904,0.6138,-0.3122,0.2653,0.3719,0.1298,980.7222,37.62,-3.36,15.36,46.0,259.8351,-175.9731,-84.6128,96.6906,59.93229101,10.71991311,0.0
5.363851,-0.9997,0.0909,-0.119,-0.0905,0.1533,0.0182,-0.0829,0.141,-0.087,980.7173,38.52,-2.28,14.7,46.0,258.7785,-175.6878,-83.0448,96.6906,59.93229101,10.71991311,0.0
5.42438,-0.9851,0.064,-0.1119,0.0697,-0.0693,-0.0291,-0.0652,-0.3208,-0.0315,980.7173,37.2,-3.42,15.9,46.0,260.4836,-175.9266,-83.7354,96.6906,59.93229101,10.71991311,0.0
5.485652,-1.0044,0.0261,-0.118,-0.1169,-0.4215,-0.0999,-0.0151,0.251,-0.0027,980.7332,37.56,-3.0,13.5,46.0,260.8322,-176.0374,-83.8004,96.6906,59.93229101,10.71991311,0.0
5.544874,-1.0266,0.0706,-0.1419,-0.3433,0.0113,-0.2604,-0.0041,-0.0923,0.0443,980.7268,38.7,-2.64,15.24,41.0,261.0055,-176.0203,-83.3633,96.6906,59.93229101,10.71991311,0.0
5.60197,-1.0212,0.0853,-0.119,-0.2834,0.1415,-0.108,-0.1452,-0.1113,-0.0583,980.7268,38.28,-2.16,15.18,41.0,261.74,-175.9412,-83.7911,88.7681,59.93229101,10.71991311,0.0
5.661103,-0.997,0.0322,-0.0892,-0.0556,-0.4043,0.2489,0.2243,0.0848,0.1261,980.7178,38.04,-2.94,15.72,41.0,262.4921,-175.7875,-83.408,88.7681,59.93229101,10.71991311,0.0
5.722794,-0.8724,0.2152,0.0161,1.1659,1.3889,1.2769,0.06,-0.5334,-0.0602,980.7178,38.58,-3.06,15.96,43.0,262.7194,-175.7874,-83.4308,88.7681,59.93229101,10.71991311,0.0
5.781149,-1.0889,0.0716,-0.3017,-0.9447,-0.2181,-2.1092,-0.1043,1.1251,0.1695,980.7053,37.86,-3.96,14.94,43.0,260.8956,-174.6196,-85.0194,88.7681,59.93229101,10.71991311,0.0
5.842229,-1.1536,0.0489,0.001,-1.6028,-0.2922,1.2049,-0.1037,-0.9775,-0.098,980.7253,37.8,-3.54,16.8,43.0,261.1614,-175.4902,-82.9768,88.7681,59.93229101,10.71991311,0.0
5.90143,-0.9416,0.0046,-0.0899,0.5273,-0.7463,-0.2601,0.0111,-0.5211,-0.1023,980.7253,38.1,-3.12,14.34,50.0,263.2591,-175.3687,-86.3576,97.9696,59.93229101,10.71991311,0.0
5.96273,-1.0046,0.1539,-0.1033,-0.098,0.7926,-0.2071,0.0093,0.8399,-0.0241,980.7319,37.74,-3.0,13.44,50.0,263.1055,-175.8146,-85.275,97.9696,59.93229101,10.71991311,0.0
6.020914,-0.9411,0.0476,-0.1309,0.4937,-0.1961,-0.1344,-0.2692,0.0702,-0.1964,980.7319,38.1,-1.86,15.48,50.0,263.5154,-176.1237,-83.2563,97.9696,59.93229101,10.71991311,0.0
6.081531,-1.0557,-0.0134,-0.1141,-0.6131,-0.7635,-0.0944,0.0142,-0.333,0.0302,980.7222,37.32,-3.72,19.44,50.0,264.1274,-176.3063,-83.9957,97.9696,59.93229101,10.71991311,0.0
6.140328,-0.9846,0.0645,-0.1231,0.0876,-0.016,-0.2318,0.0142,-0.333,0.0302,980.7222,37.2,-2.76,16.44,43.0,264.1274,-176.3063,-83.9957,97.9696,59.93229101,10.71991311,0.0
6.201891,-1.044,0.0596,-0.1268,-0.5059,-0.0932,-0.1758,0.0008,0.0415,-0.0302,980.7236,35.64,-5.94,20.4,43.0,263.6336,-176.0395,-83.7399,90.0427,59.93229101,10.71991311,0.0
6.260935,-1.0293,0.0591,-0.0513,-0.3623,-0.0867,0.5719,0.1486,0.0757,0.1542,980.738,37.86,-1.98,15.9,43.0,263.8404,-176.1054,-83.6941,90.0427,59.93229101,10.71991311,0.0
6.326056,-1.0063,0.096,-0.0792,-0.1443,0.1972,0.3117,0.3795,0.006,0.0235,980.738,38.88,-2.46,15.18,41.0,263.9165,-175.6506,-83.6154,90.0427,59.93229101,10.71991311,0.0
6.381243,-0.7457,0.2873,-0.1845,2.406,1.9984,-0.7341,-0.4464,0.929,0.2263,980.7163,37.86,-3.72,14.46,41.0,262.2004,-175.2203,-83.6932,90.0427,59.93229101,10.71991311,0.0
6.444075,-1.0615,-0.031,-0.1551,-0.7647,-0.9812,0.1567,-0.235,-0.4778,-0.3522,980.7166,38.7,-2.22,16.86,41.0,264.6854,-176.0404,-80.1296,90.0427,59.93229101,10.71991311,0.0
6.502764,-0.7957,-0.0403,-0.1434,1.9348,-1.0584,-0.4062,-0.0078,-1.3849,0.0675,980.7166,38.34,-1.98,15.48,46.0,266.0208,-176.1211,-84.1385,98.1579,59.93229101,10.71991311,0.0
6.559669,-1.0633,0.0374,0.0178,-0.6477,-0.2392,0.7303,0.0545,0.1948,-0.0583,980.7463,38.22,-2.1,13.38,46.0,267.34,-176.4599,-86.7463,98.1579,59.93229101,10.71991311,0.0
6.621224,-0.9697,0.0655,-0.0982,0.2465,0.0334,-0.0965,0.0796,0.7348,0.073,980.7463,38.94,-0.72,12.6,46.0,267.9584,-176.4442,-84.9244,98.1579,59.93229101,10.71991311,0.0
6.68048,-1.0505,0.1202,-0.1104,-0.5761,0.5504,0.0636,-0.0536,0.1258,-0.0089,980.7205,38.16,-2.34,13.98,46.0,268.1066,-176.3312,-83.2766,98.1579,59.93229101,10.71991311,0.0
6.74085,-0.9775,0.0415,-0.1649,0.138,-0.221,-0.4556,-0.0536,0.1258,-0.0089,980.7205,38.52,-2.1,14.04,33.0,267.9618,-176.3282,-83.1898,98.1579,59.93229101,10.71991311,0.0
6.801453,-1.01,0.0467,-0.1847,-0.2051,-0.1589,-0.4538,0.024,0.3756,0.0681,980.7051,38.88,-1.92,15.9,33.0,267.8969,-176.3973,-82.035,90.2537,59.93229101,10.71991311,0.0
6.861663,-0.9995,0.043,-0.1222,-0.1089,-0.2172,0.1966,0.1278,-0.3916,0.0125,980.7107,37.86,-3.48,17.64,33.0,266.9674,-176.2662,-81.8121,90.2537,59.93229101,10.71991311,0.0
6.921411,-0.9665,0.098,-0.0674,0.2394,0.3048,0.5365,0.0619,-0.0667,0.0791,980.7107,38.64,-2.22,16.98,23.0,266.9395,-176.1684,-82.9717,90.2537,59.93229101,10.71991311,0.0
6.982041,-0.8737,0.0249,-0.0472,1.15,-0.4266,0.72,-0.0096,-0.2744,-0.0021,980.6887,38.4,-2.34,15.48,23.0,266.8034,-176.0779,-83.0606,90.2537,59.93229101,10.71991311,0.0
7.041164,-0.5671,0.1195,-0.0772,4.1808,0.495,0.1835,-0.0163,-0.096,0.0052,980.6887,38.04,-2.1,13.8,23.0,267.233,-176.0488,-84.4859,90.2537,59.93229101,10.71991311,0.0
7.101725,-0.5671,0.138,-0.1353,4.158,0.6882,-0.1681,-0.2082,0.4569,0.1194,980.6887,37.2,-3.66,16.32,16.0,265.7162,-176.1145,-83.2011,82.3668,59.93229101,10.71991311,0.0
7.162653,-1.1925,-0.0669,-0.0674,-2.0022,-1.3041,0.7411,0.2372,0.8154,-0.0321,980.6953,37.8,-3.3,16.98,16.0,264.7051,-176.2109,-81.7631,82.3668,59.93229101,10.71991311,0.0
7.222404,-1.6413,0.2218,-0.3652,-6.3904,1.6393,-2.2004,-0.2045,-0.9775,-0.0657,980.6953,38.16,-2.16,16.5,16.0,266.4532,-176.8746,-81.9046,82.3668,59.93229101,10.71991311,0.0
7.280096,-2.6613,0.1417,-0.2775,-16.3444,0.8083,-1.7036,-0.1355,-0.5273,-0.142,980.7229,39.48,-0.72,13.92,16.0,266.2082,-176.6071,-84.0418,82.3668,59.93229101,10.71991311,0.0
