time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,I,Azimuth,Pitch,Roll,Gain,Latitude,Longitude,Speed (m/s)
62.467761,-1.0039,0.0831,-0.1305,-0.141,0.0503,-0.0322,0.0093,-0.0325,0.0052,980.5779,38.58,-3.06,14.76,36.0,259.6842,-175.5334,-82.676,51.4658,59.93229101,10.71991311,0.0
62.533116,-1.0034,0.084,-0.1297,-0.1349,0.0575,-0.0369,0.0099,0.0018,0.004,980.5798,37.62,-3.42,15.54,36.0,264.3092,-175.5194,-82.7465,51.4658,59.93229101,10.71991311,0.0
62.587404,-0.9975,0.0831,-0.1336,-0.0784,0.0447,-0.0692,0.0075,-0.0031,0.0027,980.5798,37.2,-4.56,17.34,36.0,259.3074,-175.5004,-82.711,51.4658,59.93229101,10.71991311,0.0
62.645892,-1.0036,0.0836,-0.1307,-0.1382,0.0463,-0.0435,0.0075,-0.0031,0.0027,980.5649,38.52,-2.52,14.34,36.0,261.5788,-175.4818,-82.7284,50.499,59.93229101,10.71991311,0.0
62.7103,-1.001,0.0821,-0.1273,-0.1114,0.0287,-0.0153,-0.0011,-0.0184,0.0003,980.5649,38.22,-2.76,15.18,36.0,263.8514,-175.4628,-82.7596,50.499,59.93229101,10.71991311,0.0
62.767245,-0.9973,0.0823,-0.1356,-0.0749,0.0285,-0.1028,0.0032,0.0091,0.0021,980.5435,37.8,-3.42,15.78,36.0,263.5034,-175.4478,-82.7953,50.499,59.93229101,10.71991311,0.0
62.831258,-1.0085,0.0845,-0.1158,-0.1857,0.0476,0.0946,-0.0029,-0.0544,-0.0003,980.5498,38.16,-2.7,14.52,36.0,263.8959,-175.4332,-82.7748,50.499,59.93229101,10.71991311,0.0
62.887369,-1.0017,0.0909,-0.1361,-0.1151,0.1088,-0.1331,0.0124,-0.0153,0.0052,980.5498,37.86,-4.02,15.78,36.0,260.9493,-175.427,-82.946,50.499,59.93229101,10.71991311,0.0
62.946959,-1.0002,0.0845,-0.1356,-0.1036,0.0385,-0.1109,0.0099,0.0231,0.0082,980.5554,38.16,-3.48,14.52,36.0,260.6211,-175.3798,-82.8424,50.4133,59.93229101,10.71991311,0.0
63.007556,-1.001,0.0816,-0.1263,-0.1112,0.0109,-0.0156,-0.006,-0.0196,-0.0168,980.5554,38.16,-2.88,14.22,36.0,262.6769,-175.3866,-82.8175,50.4133,59.93229101,10.71991311,0.0
63.066099,-0.9914,0.0743,-0.1344,-0.0175,-0.0541,-0.0925,-0.0072,0.0231,-0.0186,980.5342,38.46,-2.58,13.68,36.0,263.3976,-175.4267,-82.8052,50.4133,59.93229101,10.71991311,0.0
63.128937,-0.999,0.0867,-0.1437,-0.091,0.0754,-0.1844,-0.0139,-0.019,-0.0162,980.541,38.64,-2.7,14.64,36.0,264.4127,-175.4701,-82.8112,50.4133,59.93229101,10.71991311,0.0
63.195479,-1.0014,0.0831,-0.127,-0.1147,0.0446,-0.0203,-0.0041,-0.0208,-0.0131,980.541,38.46,-2.82,14.82,36.0,264.6624,-175.4998,-82.8039,50.4133,59.93229101,10.71991311,0.0
63.2479,-1.0049,0.084,-0.1222,-0.1453,0.0596,0.007,-0.009,-0.0404,-0.0131,980.541,37.98,-3.84,15.6,36.0,262.4038,-175.5318,-82.9257,50.9094,59.93229101,10.71991311,0.0
63.309305,-0.9992,0.0796,-0.1297,-0.0888,0.0201,-0.0763,0.0014,0.0115,-0.0052,980.541,39.12,-2.1,13.08,36.0,263.5529,-175.5525,-82.9793,50.9094,59.93229101,10.71991311,0.0
63.367657,-1.0049,0.0818,-0.1253,-0.143,0.0443,-0.0385,-0.0096,-0.0471,-0.0101,980.5383,38.64,-2.4,15.48,36.0,265.9289,-175.5684,-83.0108,50.9094,59.93229101,10.71991311,0.0
63.427142,-1.0024,0.0826,-0.1224,-0.1168,0.0539,-0.0268,-0.0011,0.0054,-0.0027,980.5508,37.68,-3.54,14.52,36.0,259.912,-175.5828,-83.1113,50.9094,59.93229101,10.71991311,0.0
63.490471,-0.9988,0.0765,-0.127,-0.0815,-0.0042,-0.0664,-0.0011,-0.0056,-0.0052,980.5508,38.4,-3.3,14.28,37.0,260.7344,-175.593,-83.0767,50.9094,59.93229101,10.71991311,0.0
63.548054,-1.0041,0.0801,-0.1229,-0.1329,0.0339,-0.0343,0.0002,-0.0227,-0.0027,980.5532,38.82,-2.04,12.78,37.0,265.6726,-175.6056,-83.1277,50.199,59.93229101,10.71991311,0.0
63.610717,-0.9995,0.0804,-0.1241,-0.0866,0.0359,-0.0535,0.005,-0.0019,0.0027,980.5532,38.76,-2.82,13.8,37.0,266.2819,-175.6033,-83.1703,50.199,59.93229101,10.71991311,0.0
63.668741,-1.0024,0.0806,-0.1239,-0.1164,0.0349,-0.0443,-0.0011,0.0079,0.0034,980.5684,38.4,-2.88,14.16,37.0,265.1948,-175.5836,-83.1299,50.199,59.93229101,10.71991311,0.0
63.731203,-1.0085,0.0784,-0.1097,-0.1745,0.0103,0.0776,0.0136,-0.0465,0.0064,980.5667,38.52,-2.58,13.74,37.0,265.9205,-175.5656,-83.2297,50.199,59.93229101,10.71991311,0.0
63.787727,-0.9941,0.0804,-0.1239,-0.0342,0.0246,-0.0558,0.0307,0.0525,0.0174,980.5667,38.1,-3.18,13.74,37.0,265.4237,-175.5368,-83.1972,50.199,59.93229101,10.71991311,0.0
63.84829,-1.0049,0.0923,-0.1248,-0.1417,0.134,-0.0526,-0.0279,-0.0074,-0.0046,980.5664,38.4,-3.48,13.86,37.0,263.5251,-175.4905,-83.1215,50.829,59.93229101,10.71991311,0.0
63.910277,-0.9978,0.0748,-0.1239,-0.0728,-0.0375,-0.0383,0.0069,0.036,-0.004,980.5664,37.74,-4.26,13.92,37.0,259.0258,-175.4961,-83.0938,50.829,59.93229101,10.71991311,0.0
63.968573,-1.0058,0.0882,-0.1229,-0.1535,0.0977,-0.0131,0.0136,-0.0251,-0.0034,980.5725,38.82,-2.7,14.28,37.0,261.2581,-175.5164,-83.0014,50.829,59.93229101,10.71991311,0.0
64.031928,-0.9975,0.0853,-0.1209,-0.071,0.0691,-0.0023,-0.0151,0.0262,-0.007,980.5625,39.18,-2.04,13.32,37.0,265.5158,-175.5172,-83.0509,50.829,59.93229101,10.71991311,0.0
64.087217,-1.0036,0.0818,-0.1226,-0.132,0.0345,-0.0104,-0.0151,-0.0276,-0.0034,980.5625,37.92,-3.84,16.2,37.0,264.1624,-175.511,-82.9995,50.829,59.93229101,10.71991311,0.0
64.146637,-0.9973,0.076,-0.1275,-0.0676,-0.0243,-0.0767,0.0057,0.0073,0.0046,980.5593,38.76,-2.64,13.8,37.0,262.2184,-175.503,-83.1083,50.6016,59.93229101,10.71991311,0.0
64.209051,-1.0017,0.088,-0.1256,-0.1128,0.0902,-0.0421,0.0044,-0.0062,0.0021,980.5593,38.94,-2.04,13.56,37.0,265.7052,-175.4865,-83.0172,50.6016,59.93229101,10.71991311,0.0
64.267297,-0.9985,0.0843,-0.1229,-0.0799,0.0534,-0.0315,-0.0047,-0.0245,-0.0046,980.5649,39.06,-2.64,13.68,37.0,265.3057,-175.4811,-83.1101,50.6016,59.93229101,10.71991311,0.0
64.329839,-1.0005,0.084,-0.1256,-0.0996,0.0505,-0.0529,-0.0017,0.0219,-0.0027,980.5581,38.46,-3.9,14.4,36.0,262.8893,-175.4785,-83.081,50.6016,59.93229101,10.71991311,0.0
64.391814,-1.0022,0.0821,-0.129,-0.117,0.0323,-0.0812,-0.0017,-0.0153,-0.0052,980.5581,38.46,-2.82,13.56,36.0,261.6414,-175.4841,-83.0502,50.6016,59.93229101,10.71991311,0.0
64.447626,-1.0032,0.0806,-0.1239,-0.1254,0.0202,-0.0385,-0.0035,-0.0117,-0.0076,980.5488,37.56,-4.02,15.84,36.0,261.0396,-175.4973,-83.0949,51.0825,59.93229101,10.71991311,0.0
64.507652,-1.0014,0.0836,-0.1258,-0.1083,0.0512,-0.0592,0.0002,0.0011,-0.0058,980.5488,37.92,-4.32,15.9,37.0,259.6627,-175.5104,-83.1045,51.0825,59.93229101,10.71991311,0.0
64.568768,-1.0049,0.0789,-0.1212,-0.1424,0.0056,-0.0088,-0.0047,-0.0233,-0.0082,980.5564,37.14,-3.18,14.34,37.0,259.3258,-175.51,-83.0751,51.0825,59.93229101,10.71991311,0.0
64.636796,-0.9946,0.0831,-0.1239,-0.0391,0.0482,-0.0568,0.0148,-0.0019,-0.004,980.5164,38.04,-3.36,14.22,37.0,259.6499,-175.521,-83.2029,51.0825,59.93229101,10.71991311,0.0
64.687837,-0.998,0.0823,-0.129,-0.075,0.0376,-0.09,0.0252,0.0195,0.0089,980.5164,37.8,-3.54,15.06,39.0,261.6418,-175.5007,-83.1023,51.0825,59.93229101,10.71991311,0.0
64.747416,-0.9983,0.0887,-0.1241,-0.0773,0.0965,-0.0447,-0.0273,-0.0001,-0.0125,980.5481,38.82,-2.88,14.1,39.0,261.9071,-175.4817,-83.1175,50.7066,59.93229101,10.71991311,0.0
64.809425,-1.0005,0.0706,-0.1292,-0.1002,-0.0756,-0.0805,-0.0041,0.0396,-0.0095,980.5481,38.94,-2.88,14.28,39.0,263.3048,-175.511,-83.0322,50.7066,59.93229101,10.71991311,0.0
64.868143,-1.0041,0.0884,-0.1278,-0.1359,0.1041,-0.0644,-0.0023,-0.0471,-0.0058,980.5642,39.18,-2.34,14.22,39.0,264.6961,-175.5399,-83.0219,50.7066,59.93229101,10.71991311,0.0
64.930245,-0.9995,0.0828,-0.1258,-0.0899,0.0491,-0.0501,-0.0157,0.0152,-0.0052,980.5483,38.82,-2.82,14.4,41.0,264.749,-175.5403,-83.0505,50.7066,59.93229101,10.71991311,0.0
64.987632,-1.0036,0.085,-0.1207,-0.1305,0.0685,-0.0016,-0.0121,-0.0318,-0.0027,980.5483,38.94,-2.7,13.14,41.0,263.5307,-175.5279,-83.0609,50.7066,59.93229101,10.71991311,0.0
65.046983,-1.0002,0.0801,-0.1268,-0.0959,0.018,-0.0727,0.0057,0.0146,0.0052,980.5583,38.52,-2.94,14.22,41.0,263.3306,-175.5123,-83.1271,50.0549,59.93229101,10.71991311,0.0
65.106141,-1.0002,0.0845,-0.1246,-0.0971,0.0578,-0.043,0.0057,0.0146,0.0052,980.5583,37.56,-4.86,14.76,37.0,258.1062,-175.4933,-83.079,50.0549,59.93229101,10.71991311,0.0
65.171607,-1.0032,0.0826,-0.1229,-0.1248,0.0367,-0.0361,-0.0066,0.0054,-0.0015,980.5647,38.46,-3.0,13.8,37.0,260.8899,-175.4815,-83.1374,50.0549,59.93229101,10.71991311,0.0
65.229901,-0.9997,0.0826,-0.1241,-0.0928,0.0346,-0.0371,0.002,0.0152,0.0009,980.5557,38.52,-3.12,13.74,37.0,262.8377,-175.4695,-83.072,50.0549,59.93229101,10.71991311,0.0
65.289089,-1.0024,0.087,-0.1239,-0.1193,0.0783,-0.0329,-0.0035,-0.0062,-0.0058,980.5557,38.22,-3.54,14.64,37.0,264.6992,-175.4732,-83.0614,50.0549,59.93229101,10.71991311,0.0
65.346689,-1.0032,0.084,-0.1251,-0.1268,0.0479,-0.0429,-0.0017,0.0109,-0.0034,980.5627,37.8,-3.66,15.42,37.0,263.0594,-175.4632,-83.05,49.8964,59.93229101,10.71991311,0.0
65.409817,-0.9992,0.084,-0.128,-0.0892,0.047,-0.0664,0.0057,0.0011,-0.0003,980.5627,38.94,-4.02,14.82,37.0,261.0735,-175.4576,-83.0192,49.8964,59.93229101,10.71991311,0.0
65.466869,-1.0027,0.0828,-0.1226,-0.1237,0.0338,-0.0064,-0.0041,-0.0044,-0.0064,980.5674,38.34,-2.76,14.7,37.0,262.5585,-175.4508,-82.9754,49.8964,59.93229101,10.71991311,0.0
65.53644,-0.9985,0.085,-0.1241,-0.0813,0.0569,-0.0342,0.0087,-0.0068,-0.0052,980.5828,37.38,-3.36,14.16,37.0,264.2017,-175.4599,-83.0549,49.8964,59.93229101,10.71991311,0.0
65.588817,-0.9934,0.0814,-0.1305,-0.0327,0.0176,-0.0848,0.027,0.0457,0.0107,980.5828,38.52,-3.48,15.66,37.0,263.5514,-175.4401,-82.9861,49.8964,59.93229101,10.71991311,0.0
65.647633,-1.0063,0.0899,-0.1226,-0.1611,0.1027,0.0047,-0.0292,0.0036,-0.018,980.5906,38.28,-3.06,14.52,37.0,262.8427,-175.4474,-82.91,49.7148,59.93229101,10.71991311,0.0
65.708305,-0.9919,0.0743,-0.1319,-0.0197,-0.0439,-0.0828,0.0002,0.028,-0.0101,980.5906,38.7,-2.7,13.86,37.0,264.9754,-175.4863,-82.8897,49.7148,59.93229101,10.71991311,0.0
65.766846,-1.009,0.0858,-0.1305,-0.1882,0.0747,-0.0577,0.0081,-0.0172,-0.0058,980.583,38.76,-2.88,14.16,37.0,265.0683,-175.522,-82.8269,49.7148,59.93229101,10.71991311,0.0
65.828577,-0.9992,0.0811,-0.1253,-0.0925,0.0302,-0.0061,0.0057,-0.0074,0.0009,980.5903,38.1,-3.72,14.46,37.0,260.8467,-175.528,-82.8193,49.7148,59.93229101,10.71991311,0.0
65.888493,-1.0034,0.0836,-0.1248,-0.1336,0.0509,-0.0003,0.0044,0.0048,-0.0009,980.5903,38.4,-3.3,15.36,34.0,263.1366,-175.509,-82.8127,49.7148,59.93229101,10.71991311,0.0
65.946598,-1.0027,0.0762,-0.129,-0.1267,-0.0229,-0.0396,0.0081,-0.0037,0.0015,980.5701,37.8,-3.06,13.56,34.0,264.6038,-175.4973,-82.8047,51.1166,59.93229101,10.71991311,0.0
66.012559,-1.0007,0.0836,-0.1292,-0.1078,0.0466,-0.0418,-0.0047,-0.0031,-0.0003,980.5701,37.98,-3.72,15.12,34.0,262.8566,-175.4838,-82.8033,51.1166,59.93229101,10.71991311,0.0
66.067843,-1.0014,0.0806,-0.1285,-0.1156,0.0163,-0.0308,0.0026,0.0134,0.0015,980.5618,37.92,-2.88,15.66,34.0,263.0888,-175.4744,-82.7807,51.1166,59.93229101,10.71991311,0.0
66.130346,-1.0022,0.0828,-0.1297,-0.1238,0.0367,-0.0349,-0.0011,-0.0019,-0.0021,980.5828,37.92,-3.72,15.84,36.0,263.0625,-175.4676,-82.7342,51.1166,59.93229101,10.71991311,0.0
66.188817,-0.9995,0.0823,-0.1327,-0.0977,0.0312,-0.0624,-0.0017,0.0054,-0.0027,980.5828,38.88,-2.34,13.38,36.0,263.0432,-175.4632,-82.7266,51.1166,59.93229101,10.71991311,0.0
66.247457,-1.0034,0.0826,-0.1283,-0.1363,0.033,-0.018,-0.0078,-0.016,-0.0027,980.5803,37.26,-4.32,16.2,36.0,263.0343,-175.4599,-82.7191,50.9799,59.93229101,10.71991311,0.0
66.306138,-0.9983,0.0838,-0.1329,-0.0854,0.0436,-0.0692,0.0057,0.0073,0.0021,980.5803,38.52,-3.54,14.4,36.0,263.0028,-175.452,-82.7527,50.9799,59.93229101,10.71991311,0.0
66.368029,-1.0027,0.0828,-0.1285,-0.1298,0.0324,-0.0169,-0.009,-0.0178,-0.0076,980.6006,39.84,-2.04,14.04,36.0,262.9742,-175.4426,-82.6981,50.9799,59.93229101,10.71991311,0.0
66.438798,-0.9958,0.0855,-0.1239,-0.0605,0.06,0.0117,0.0002,-0.0001,-0.0034,980.6184,38.52,-2.46,14.52,36.0,263.0246,-175.4501,-82.7978,50.9799,59.93229101,10.71991311,0.0
66.488741,-0.9961,0.0836,-0.1351,-0.0647,0.035,-0.088,0.0166,0.0213,0.0144,980.6184,39.36,-2.04,14.04,36.0,264.3766,-175.4154,-82.7358,50.9799,59.93229101,10.71991311,0.0
66.547281,-1.0041,0.0826,-0.1258,-0.1462,0.0277,0.0243,-0.0121,0.0048,-0.0113,980.6196,38.58,-3.24,14.58,36.0,263.8334,-175.429,-82.6101,51.2771,59.93229101,10.71991311,0.0
66.607998,-0.9953,0.0833,-0.1331,-0.0593,0.037,-0.0517,-0.006,0.0152,-0.0034,980.6196,37.38,-4.62,15.36,36.0,260.2419,-175.4417,-82.6347,51.2771,59.93229101,10.71991311,0.0
66.666297,-1.0044,0.0818,-0.1446,-0.1494,0.0239,-0.1518,0.0075,0.0158,0.0015,980.6221,37.74,-3.9,15.72,36.0,261.0954,-175.4489,-82.5616,51.2771,59.93229101,10.71991311,0.0
66.729032,-0.9997,0.0848,-0.1339,-0.105,0.0501,-0.0396,0.0069,-0.0239,0.0009,980.6252,38.4,-3.36,13.74,36.0,260.5642,-175.4341,-82.5211,51.2771,59.93229101,10.71991311,0.0
66.792051,-1.0049,0.0862,-0.1275,-0.1551,0.0629,0.0202,0.0075,0.0042,0.0021,980.6252,38.94,-3.18,14.16,36.0,261.8206,-175.4246,-82.5352,51.2771,59.93229101,10.71991311,0.0
66.848129,-0.9985,0.0818,-0.138,-0.0935,0.0168,-0.0798,0.005,0.0066,0.0015,980.6096,38.58,-3.36,14.82,36.0,262.356,-175.4074,-82.5179,50.5771,59.93229101,10.71991311,0.0
66.908008,-1.0005,0.0858,-0.1341,-0.1127,0.0526,-0.0424,-0.0029,-0.0129,-0.0027,980.6096,39.12,-2.88,14.46,34.0,262.4525,-175.3925,-82.5229,50.5771,59.93229101,10.71991311,0.0
66.967695,-0.9997,0.0862,-0.1356,-0.1061,0.056,-0.0532,-0.0011,0.0146,-0.0015,980.613,38.46,-2.88,14.76,34.0,264.762,-175.3846,-82.5015,50.5771,59.93229101,10.71991311,0.0
67.032449,-0.9988,0.0828,-0.1361,-0.097,0.0217,-0.0552,-0.0047,-0.0062,-0.0076,980.6223,38.64,-3.36,13.56,34.0,263.6086,-175.3799,-82.4851,50.5771,59.93229101,10.71991311,0.0
67.085398,-1.0,0.0828,-0.1349,-0.1088,0.0239,-0.0432,-0.0047,-0.0062,-0.0076,980.6223,37.98,-3.84,16.26,34.0,263.2287,-175.3925,-82.485,50.5771,59.93229101,10.71991311,0.0
67.148115,-1.0002,0.0843,-0.1322,-0.1111,0.0404,-0.0159,-0.006,-0.0184,-0.007,980.613,38.58,-2.76,14.76,34.0,263.2634,-175.405,-82.4795,51.2234,59.93229101,10.71991311,0.0
67.20834,-0.9956,0.0828,-0.1402,-0.0652,0.0264,-0.0984,0.0008,0.0213,-0.004,980.613,38.94,-2.88,15.24,34.0,263.2603,-175.4071,-82.5003,51.2234,59.93229101,10.71991311,0.0
67.271912,-1.0078,0.0818,-0.1251,-0.186,0.0177,0.059,0.0008,-0.0373,-0.0052,980.6265,38.52,-2.94,14.88,34.0,263.2896,-175.4125,-82.4474,51.2234,59.93229101,10.71991311,0.0
67.32963,-1.0022,0.086,-0.1419,-0.1287,0.0613,-0.1215,0.0173,-0.0105,-0.0009,980.6223,38.04,-3.9,14.52,34.0,263.3588,-175.4297,-82.538,51.2234,59.93229101,10.71991311,0.0
67.39014,-1.0014,0.0882,-0.1388,-0.1238,0.0797,-0.0745,-0.0047,0.0225,-0.0052,980.6223,38.7,-2.46,14.28,34.0,265.8485,-175.411,-82.4437,51.2234,59.93229101,10.71991311,0.0
67.446785,-0.9988,0.0745,-0.1346,-0.0979,-0.052,-0.0289,-0.009,-0.0013,-0.0174,980.6213,39.12,-1.74,13.38,34.0,266.2706,-175.425,-82.4151,51.1245,59.93229101,10.71991311,0.0
67.506675,-0.9983,0.0733,-0.1402,-0.0933,-0.056,-0.078,-0.0005,0.0134,-0.0144,980.6213,38.4,-3.36,15.72,34.0,265.4487,-175.4716,-82.3804,51.1245,59.93229101,10.71991311,0.0
67.567084,-0.9978,0.0853,-0.1395,-0.0875,0.0667,-0.0756,-0.0115,-0.0086,-0.0131,980.6582,38.7,-2.64,14.22,34.0,265.6773,-175.5029,-82.4086,51.1245,59.93229101,10.71991311,0.0
67.629458,-1.0007,0.0833,-0.1346,-0.1157,0.0487,-0.0304,-0.0084,-0.0105,-0.0046,980.635,38.46,-2.7,14.34,34.0,262.8979,-175.5098,-82.425,51.1245,59.93229101,10.71991311,0.0
67.689764,-1.0036,0.0772,-0.1336,-0.1433,-0.0113,-0.0294,0.0044,-0.03,-0.0021,980.635,37.38,-3.96,15.24,34.0,260.8864,-175.5092,-82.4756,51.1245,59.93229101,10.71991311,0.0
67.748035,-0.9966,0.0811,-0.1363,-0.0729,0.0271,-0.0631,0.0063,0.0011,-0.0009,980.6272,37.5,-3.6,17.22,34.0,259.1592,-175.5099,-82.519,50.5113,59.93229101,10.71991311,0.0
67.808087,-1.0005,0.0818,-0.1329,-0.1107,0.0342,-0.0336,-0.0041,-0.0184,-0.0052,980.6272,38.58,-3.24,16.02,34.0,260.1651,-175.5092,-82.5426,50.5113,59.93229101,10.71991311,0.0
67.867368,-0.9995,0.0818,-0.1319,-0.1004,0.0353,-0.0288,-0.0017,-0.0056,-0.004,980.6416,38.88,-2.22,14.1,34.0,261.6082,-175.5158,-82.5709,50.5113,59.93229101,10.71991311,0.0
67.928647,-1.0019,0.0809,-0.1324,-0.1241,0.0269,-0.0353,-0.0023,0.0018,-0.0058,980.6206,38.58,-2.58,14.58,36.0,261.623,-175.5224,-82.5811,50.5113,59.93229101,10.71991311,0.0
67.986868,-1.0022,0.084,-0.1336,-0.1264,0.0596,-0.0468,-0.0017,-0.0099,-0.0052,980.6206,38.1,-3.42,15.18,36.0,261.6486,-175.5315,-82.5786,50.5113,59.93229101,10.71991311,0.0
68.046433,-0.9995,0.0809,-0.1344,-0.0993,0.0289,-0.0592,0.0002,-0.0068,-0.0027,980.6228,38.58,-2.1,14.52,36.0,261.6578,-175.534,-82.6096,50.1976,59.93229101,10.71991311,0.0
68.108659,-1.0039,0.0804,-0.129,-0.1431,0.0239,-0.0016,-0.0023,0.0042,-0.004,980.6228,37.5,-4.26,15.36,36.0,261.6654,-175.5329,-82.5804,50.1976,59.93229101,10.71991311,0.0
68.166637,-0.997,0.0809,-0.1349,-0.074,0.0287,-0.075,0.0142,-0.0135,-0.0003,980.6191,39.0,-2.46,14.58,36.0,261.6785,-175.5329,-82.6745,50.1976,59.93229101,10.71991311,0.0
68.228111,-0.9953,0.0814,-0.1388,-0.0587,0.0297,-0.1044,0.0283,0.0225,0.0131,980.6052,37.92,-2.34,13.8,36.0,262.7805,-175.5107,-82.6215,50.1976,59.93229101,10.71991311,0.0
68.288057,-0.9997,0.0901,-0.1322,-0.1025,0.1118,-0.0369,-0.0304,-0.0086,-0.0107,980.6052,37.98,-3.48,16.08,36.0,262.8144,-175.4871,-82.6047,50.1976,59.93229101,10.71991311,0.0
68.347249,-0.9983,0.0672,-0.1375,-0.0884,-0.109,-0.0849,0.0014,0.028,-0.0089,980.6016,37.98,-3.0,14.46,36.0,263.4841,-175.5117,-82.5773,49.6627,59.93229101,10.71991311,0.0
68.40869,-1.0039,0.0882,-0.1346,-0.1438,0.1015,-0.0506,0.0111,-0.0331,-0.0034,980.6016,37.98,-2.94,14.4,36.0,263.8454,-175.5386,-82.5448,49.6627,59.93229101,10.71991311,0.0
68.468274,-0.9995,0.0828,-0.1331,-0.1,0.0496,-0.041,-0.009,0.0036,-0.0082,980.5979,38.58,-2.7,14.64,36.0,264.9745,-175.5434,-82.5729,49.6627,59.93229101,10.71991311,0.0
68.527957,-1.0002,0.0823,-0.1314,-0.1067,0.0449,-0.0279,-0.009,0.0036,-0.0082,980.5808,38.28,-2.82,15.72,34.0,264.3961,-175.5437,-82.5947,49.6627,59.93229101,10.71991311,0.0
68.588857,-0.998,0.0765,-0.1341,-0.0839,-0.013,-0.0648,0.0105,0.0054,0.0003,980.5808,38.4,-3.06,15.3,34.0,264.938,-175.5415,-82.6566,49.6627,59.93229101,10.71991311,0.0
68.651983,-1.0017,0.0848,-0.1331,-0.12,0.068,-0.0532,0.0032,-0.0251,-0.0015,980.5923,38.22,-2.76,14.22,34.0,265.5172,-175.5388,-82.6448,49.2543,59.93229101,10.71991311,0.0
68.707252,-1.0012,0.0833,-0.1317,-0.1144,0.0522,-0.0468,-0.0005,0.0066,-0.0015,980.5923,38.94,-2.64,14.28,36.0,265.9901,-175.5304,-82.692,49.2543,59.93229101,10.71991311,0.0
68.76915,-1.0,0.0792,-0.1339,-0.1036,0.0108,-0.0597,-0.0023,0.0036,-0.004,980.6111,38.34,-2.88,14.88,36.0,264.1314,-175.5265,-82.6409,49.2543,59.93229101,10.71991311,0.0
68.827163,-1.0024,0.0826,-0.1327,-0.1275,0.0456,-0.0466,0.0002,0.0005,-0.0052,980.5959,37.5,-3.48,14.34,36.0,261.695,-175.5341,-82.6342,49.2543,59.93229101,10.71991311,0.0
68.891092,-1.0017,0.0811,-0.1317,-0.1206,0.0324,-0.0347,-0.0053,-0.0013,-0.007,980.5959,36.6,-5.34,18.06,41.0,258.9105,-175.5405,-82.6204,49.2543,59.93229101,10.71991311,0.0
68.947568,-0.9985,0.0811,-0.1334,-0.0896,0.0335,-0.0494,-0.0047,0.0066,-0.0076,980.5984,38.7,-2.46,14.22,41.0,258.9275,-175.547,-82.6083,49.0216,59.93229101,10.71991311,0.0
69.007902,-1.0095,0.0811,-0.1207,-0.197,0.0349,0.0733,0.0026,-0.0447,-0.0021,980.5984,37.8,-3.42,15.42,41.0,258.9483,-175.5554,-82.6192,49.0216,59.93229101,10.71991311,0.0
69.066229,-0.9946,0.0848,-0.1287,-0.0495,0.0711,-0.017,0.0209,0.0128,0.0046,980.6082,39.0,-2.64,14.28,41.0,258.9723,-175.5571,-82.6856,49.0216,59.93229101,10.71991311,0.0
69.12712,-0.9934,0.0804,-0.1407,-0.0403,0.0223,-0.1161,0.0209,0.0128,0.0046,980.6152,38.88,-2.58,14.28,36.0,261.3972,-175.5239,-82.5777,49.0216,59.93229101,10.71991311,0.0
69.1902,-1.0005,0.074,-0.1295,-0.1097,-0.0389,-0.0058,-0.0188,0.0079,-0.0144,980.6152,38.64,-2.88,15.0,36.0,263.675,-175.5298,-82.5766,49.0216,59.93229101,10.71991311,0.0
69.246989,-0.9983,0.0816,-0.1327,-0.0899,0.0417,-0.0195,-0.0035,0.0329,-0.0101,980.6189,37.68,-3.42,15.18,36.0,263.0258,-175.5669,-82.4743,49.4902,59.93229101,10.71991311,0.0
69.308493,-0.9995,0.0838,-0.1434,-0.1013,0.0654,-0.1282,-0.0096,-0.0001,-0.007,980.6189,37.44,-3.3,15.18,36.0,262.4183,-175.5798,-82.4944,49.4902,59.93229101,10.71991311,0.0
69.367557,-0.9992,0.0796,-0.1351,-0.1,0.0252,-0.0384,-0.0029,-0.0062,0.0009,980.603,39.18,-2.16,14.46,36.0,266.0437,-175.5827,-82.4446,49.4902,59.93229101,10.71991311,0.0
69.429762,-1.0019,0.0833,-0.1305,-0.125,0.0599,-0.0034,-0.0011,-0.0172,-0.0021,980.6106,37.86,-2.16,13.62,36.0,266.2523,-175.5757,-82.5066,49.4902,59.93229101,10.71991311,0.0
69.487849,-0.9975,0.0801,-0.1358,-0.083,0.0273,-0.0491,0.0044,0.0207,0.004,980.6106,38.7,-2.52,15.24,34.0,267.6277,-175.5671,-82.4653,49.4902,59.93229101,10.71991311,0.0
69.546941,-0.999,0.084,-0.1375,-0.0971,0.0646,-0.0685,-0.0084,-0.0208,-0.0058,980.6279,38.34,-3.24,14.94,34.0,265.0177,-175.5609,-82.4805,50.0198,59.93229101,10.71991311,0.0
69.607732,-1.0039,0.0818,-0.1351,-0.1447,0.0433,-0.046,-0.0053,0.0042,-0.0034,980.6279,38.28,-3.0,14.76,34.0,265.1759,-175.5626,-82.489,50.0198,59.93229101,10.71991311,0.0
69.671001,-0.9995,0.0801,-0.1373,-0.1017,0.0256,-0.0677,-0.0035,-0.0166,-0.0021,980.6326,38.1,-2.76,14.76,34.0,264.3623,-175.5567,-82.4902,50.0198,59.93229101,10.71991311,0.0
