Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Alexander Jensenius,OTHER_INDOOR,03-02-2023,12:46:51,00:11:13,,90,,,,,32,78,,,,0,,,,,,185.0,85.0,192,55,40,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:03:29,89,,,,,,,24.0,,
,00:03:30,90,,,,,,,24.0,,
,00:03:31,90,,,,,,,24.0,,
,00:03:32,90,,,,,,,24.0,,
,00:03:33,90,,,,,,,24.0,,
,00:03:34,90,,,,,,,24.0,,
,00:03:35,90,,,,,,,24.0,,
,00:03:36,91,,,,,,,24.0,,
,00:03:37,91,,,,,,,24.0,,
,00:03:38,90,,,,,,,24.0,,
,00:03:39,90,,,,,,,24.0,,
,00:03:40,90,,,,,,,24.0,,
,00:03:41,89,,,,,,,24.0,,
,00:03:42,89,,,,,,,24.0,,
,00:03:43,89,,,,,,,24.0,,
,00:03:44,89,,,,,,,24.0,,
,00:03:45,90,,,,,,,24.1,,
,00:03:46,90,,,,,,,24.0,,
,00:03:47,90,,,,,,,24.1,,
,00:03:48,91,,,,,,,24.0,,
,00:03:49,92,,,,,,,24.1,,
,00:03:50,91,,,,,,,24.1,,
,00:03:51,92,,,,,,,24.1,,
,00:03:52,92,,,,,,,24.1,,
,00:03:53,92,,,,,,,24.1,,
,00:03:54,91,,,,,,,24.1,,
,00:03:55,91,,,,,,,24.1,,
,00:03:56,91,,,,,,,24.1,,
,00:03:57,92,,,,,,,24.1,,
,00:03:58,92,,,,,,,24.1,,
,00:03:59,93,,,,,,,24.1,,
,00:04:00,93,,,,,,,24.1,,
,00:04:01,93,,,,,,,24.1,,
,00:04:02,93,,,,,,,24.1,,
,00:04:03,92,,,,,,,24.1,,
,00:04:04,92,,,,,,,24.1,,
,00:04:05,92,,,,,,,24.1,,
,00:04:06,91,,,,,,,24.1,,
,00:04:07,91,,,,,,,24.1,,
,00:04:08,90,,,,,,,24.1,,
,00:04:09,90,,,,,,,24.1,,
,00:04:10,91,,,,,,,24.1,,
,00:04:11,91,,,,,,,24.1,,
,00:04:12,91,,,,,,,24.1,,
,00:04:13,91,,,,,,,24.1,,
,00:04:14,91,,,,,,,24.1,,
,00:04:15,91,,,,,,,24.1,,
,00:04:16,91,,,,,,,24.1,,
,00:04:17,91,,,,,,,24.1,,
,00:04:18,91,,,,,,,24.1,,
,00:04:19,91,,,,,,,24.1,,
,00:04:20,92,,,,,,,24.1,,
,00:04:21,92,,,,,,,24.1,,
,00:04:22,92,,,,,,,24.1,,
,00:04:23,91,,,,,,,24.1,,
,00:04:24,91,,,,,,,24.1,,
,00:04:25,91,,,,,,,24.1,,
,00:04:26,91,,,,,,,24.1,,
,00:04:27,91,,,,,,,24.1,,
,00:04:28,92,,,,,,,24.1,,
,00:04:29,92,,,,,,,24.1,,
,00:04:30,92,,,,,,,24.1,,
,00:04:31,92,,,,,,,24.1,,
,00:04:32,93,,,,,,,24.1,,
,00:04:33,94,,,,,,,24.1,,
,00:04:34,94,,,,,,,24.1,,
,00:04:35,93,,,,,,,24.1,,
,00:04:36,94,,,,,,,24.1,,
,00:04:37,95,,,,,,,24.1,,
,00:04:38,95,,,,,,,24.1,,
,00:04:39,94,,,,,,,24.1,,
,00:04:40,94,,,,,,,24.2,,
,00:04:41,94,,,,,,,24.2,,
,00:04:42,93,,,,,,,24.2,,
,00:04:43,94,,,,,,,24.2,,
,00:04:44,96,,,,,,,24.2,,
,00:04:45,96,,,,,,,24.2,,
,00:04:46,96,,,,,,,24.2,,
,00:04:47,95,,,,,,,24.2,,
,00:04:48,94,,,,,,,24.2,,
,00:04:49,95,,,,,,,24.2,,
,00:04:50,95,,,,,,,24.2,,
,00:04:51,95,,,,,,,24.2,,
,00:04:52,94,,,,,,,24.2,,
,00:04:53,94,,,,,,,24.2,,
,00:04:54,94,,,,,,,24.2,,
,00:04:55,93,,,,,,,24.2,,
,00:04:56,92,,,,,,,24.2,,
,00:04:57,92,,,,,,,24.2,,
,00:04:58,91,,,,,,,24.2,,
,00:04:59,91,,,,,,,24.2,,
,00:05:00,90,,,,,,,24.2,,
,00:05:01,90,,,,,,,24.2,,
,00:05:02,89,,,,,,,24.2,,
,00:05:03,88,,,,,,,24.2,,
,00:05:04,87,,,,,,,24.2,,
,00:05:05,86,,,,,,,24.2,,
,00:05:06,86,,,,,,,24.2,,
,00:05:07,86,,,,,,,24.2,,
,00:05:08,86,,,,,,,24.2,,
,00:05:09,86,,,,,,,24.2,,
,00:05:10,86,,,,,,,24.2,,
,00:05:11,86,,,,,,,24.2,,
,00:05:12,86,,,,,,,24.2,,
,00:05:13,86,,,,,,,24.2,,
,00:05:14,87,,,,,,,24.2,,
,00:05:15,87,,,,,,,24.2,,
,00:05:16,87,,,,,,,24.2,,
,00:05:17,88,,,,,,,24.2,,
,00:05:18,88,,,,,,,24.2,,
,00:05:19,88,,,,,,,24.2,,
,00:05:20,88,,,,,,,24.3,,
,00:05:21,88,,,,,,,24.3,,
,00:05:22,88,,,,,,,24.3,,
,00:05:23,90,,,,,,,24.3,,
,00:05:24,90,,,,,,,24.3,,
,00:05:25,90,,,,,,,24.3,,
,00:05:26,89,,,,,,,24.3,,
,00:05:27,90,,,,,,,24.3,,
,00:05:28,90,,,,,,,24.3,,
,00:05:29,90,,,,,,,24.3,,
,00:05:30,90,,,,,,,24.3,,
,00:05:31,89,,,,,,,24.3,,
,00:05:32,87,,,,,,,24.3,,
,00:05:33,87,,,,,,,24.3,,
,00:05:34,86,,,,,,,24.3,,
,00:05:35,86,,,,,,,24.3,,
,00:05:36,86,,,,,,,24.3,,
,00:05:37,87,,,,,,,24.3,,
,00:05:38,88,,,,,,,24.3,,
,00:05:39,89,,,,,,,24.3,,
,00:05:40,89,,,,,,,24.3,,
,00:05:41,89,,,,,,,24.3,,
,00:05:42,90,,,,,,,24.3,,
,00:05:43,90,,,,,,,24.3,,
,00:05:44,90,,,,,,,24.3,,
,00:05:45,90,,,,,,,24.3,,
,00:05:46,90,,,,,,,24.3,,
,00:05:47,90,,,,,,,24.3,,
,00:05:48,91,,,,,,,24.3,,
,00:05:49,91,,,,,,,24.3,,
,00:05:50,90,,,,,,,24.3,,
,00:05:51,89,,,,,,,24.3,,
,00:05:52,89,,,,,,,24.3,,
,00:05:53,89,,,,,,,24.3,,
,00:05:54,89,,,,,,,24.3,,
,00:05:55,89,,,,,,,24.3,,
,00:05:56,88,,,,,,,24.3,,
,00:05:57,88,,,,,,,24.3,,
,00:05:58,88,,,,,,,24.4,,
,00:05:59,89,,,,,,,24.4,,
,00:06:00,89,,,,,,,24.4,,
,00:06:01,88,,,,,,,24.3,,
,00:06:02,88,,,,,,,24.4,,
,00:06:03,89,,,,,,,24.4,,
,00:06:04,89,,,,,,,24.4,,
,00:06:05,89,,,,,,,24.4,,
,00:06:06,88,,,,,,,24.4,,
,00:06:07,88,,,,,,,24.4,,
,00:06:08,88,,,,,,,24.4,,
,00:06:09,88,,,,,,,24.4,,
,00:06:10,89,,,,,,,24.4,,
,00:06:11,89,,,,,,,24.4,,
,00:06:12,90,,,,,,,24.4,,
,00:06:13,89,,,,,,,24.4,,
,00:06:14,89,,,,,,,24.4,,
,00:06:15,89,,,,,,,24.4,,
,00:06:16,90,,,,,,,24.4,,
,00:06:17,91,,,,,,,24.4,,
,00:06:18,92,,,,,,,24.4,,
,00:06:19,94,,,,,,,24.4,,
,00:06:20,95,,,,,,,24.4,,
,00:06:21,95,,,,,,,24.4,,
,00:06:22,94,,,,,,,24.4,,
,00:06:23,94,,,,,,,24.4,,
,00:06:24,94,,,,,,,24.4,,
,00:06:25,94,,,,,,,24.4,,
,00:06:26,93,,,,,,,24.4,,
,00:06:27,92,,,,,,,24.4,,
,00:06:28,91,,,,,,,24.4,,
,00:06:29,90,,,,,,,24.5,,
,00:06:30,90,,,,,,,24.5,,
,00:06:31,90,,,,,,,24.4,,
,00:06:32,90,,,,,,,24.4,,
,00:06:33,90,,,,,,,24.5,,
,00:06:34,90,,,,,,,24.5,,
,00:06:35,90,,,,,,,24.5,,
,00:06:36,90,,,,,,,24.5,,
,00:06:37,90,,,,,,,24.5,,
,00:06:38,90,,,,,,,24.5,,
,00:06:39,90,,,,,,,24.5,,
,00:06:40,90,,,,,,,24.5,,
,00:06:41,91,,,,,,,24.5,,
,00:06:42,91,,,,,,,24.5,,
,00:06:43,91,,,,,,,24.5,,
,00:06:44,91,,,,,,,24.5,,
,00:06:45,91,,,,,,,24.5,,
,00:06:46,92,,,,,,,24.5,,
,00:06:47,93,,,,,,,24.5,,
,00:06:48,93,,,,,,,24.5,,
,00:06:49,93,,,,,,,24.5,,
,00:06:50,93,,,,,,,24.5,,
,00:06:51,93,,,,,,,24.5,,
,00:06:52,92,,,,,,,24.5,,
,00:06:53,93,,,,,,,24.5,,
,00:06:54,93,,,,,,,24.5,,
,00:06:55,93,,,,,,,24.5,,
,00:06:56,92,,,,,,,24.5,,
,00:06:57,92,,,,,,,24.5,,
,00:06:58,92,,,,,,,24.5,,
,00:06:59,92,,,,,,,24.5,,
,00:07:00,91,,,,,,,24.5,,
,00:07:01,91,,,,,,,24.5,,
,00:07:02,90,,,,,,,24.5,,
,00:07:03,91,,,,,,,24.5,,
,00:07:04,91,,,,,,,24.5,,
,00:07:05,92,,,,,,,24.5,,
,00:07:06,92,,,,,,,24.5,,
,00:07:07,91,,,,,,,24.5,,
,00:07:08,91,,,,,,,24.5,,
,00:07:09,91,,,,,,,24.5,,
,00:07:10,91,,,,,,,24.5,,
,00:07:11,90,,,,,,,24.5,,
,00:07:12,89,,,,,,,24.5,,
,00:07:13,88,,,,,,,24.6,,
,00:07:14,90,,,,,,,24.6,,
,00:07:15,90,,,,,,,24.6,,
,00:07:16,90,,,,,,,24.6,,
,00:07:17,90,,,,,,,24.6,,
,00:07:18,91,,,,,,,24.6,,
,00:07:19,91,,,,,,,24.6,,
,00:07:20,91,,,,,,,24.6,,
,00:07:21,92,,,,,,,24.6,,
,00:07:22,93,,,,,,,24.6,,
,00:07:23,93,,,,,,,24.6,,
,00:07:24,93,,,,,,,24.6,,
,00:07:25,93,,,,,,,24.6,,
,00:07:26,93,,,,,,,24.6,,
,00:07:27,94,,,,,,,24.6,,
,00:07:28,93,,,,,,,24.6,,
,00:07:29,93,,,,,,,24.6,,
,00:07:30,92,,,,,,,24.6,,
,00:07:31,91,,,,,,,24.6,,
,00:07:32,92,,,,,,,24.6,,
,00:07:33,92,,,,,,,24.6,,
,00:07:34,91,,,,,,,24.6,,
,00:07:35,91,,,,,,,24.6,,
,00:07:36,91,,,,,,,24.6,,
,00:07:37,91,,,,,,,24.6,,
,00:07:38,91,,,,,,,24.6,,
,00:07:39,91,,,,,,,24.6,,
,00:07:40,91,,,,,,,24.6,,
,00:07:41,91,,,,,,,24.7,,
,00:07:42,92,,,,,,,24.6,,
,00:07:43,93,,,,,,,24.7,,
,00:07:44,93,,,,,,,24.7,,
,00:07:45,93,,,,,,,24.7,,
,00:07:46,93,,,,,,,24.7,,
,00:07:47,94,,,,,,,24.7,,
,00:07:48,94,,,,,,,24.7,,
,00:07:49,95,,,,,,,24.7,,
,00:07:50,95,,,,,,,24.7,,
,00:07:51,95,,,,,,,24.7,,
,00:07:52,95,,,,,,,24.7,,
,00:07:53,94,,,,,,,24.7,,
,00:07:54,94,,,,,,,24.7,,
,00:07:55,94,,,,,,,24.7,,
,00:07:56,93,,,,,,,24.7,,
,00:07:57,92,,,,,,,24.7,,
,00:07:58,93,,,,,,,24.7,,
,00:07:59,93,,,,,,,24.7,,
,00:08:00,93,,,,,,,24.7,,
,00:08:01,93,,,,,,,24.7,,
,00:08:02,92,,,,,,,24.7,,
,00:08:03,92,,,,,,,24.7,,
,00:08:04,93,,,,,,,24.7,,
,00:08:05,93,,,,,,,24.7,,
,00:08:06,93,,,,,,,24.7,,
,00:08:07,93,,,,,,,24.7,,
,00:08:08,93,,,,,,,24.7,,
,00:08:09,93,,,,,,,24.7,,
,00:08:10,93,,,,,,,24.7,,
,00:08:11,93,,,,,,,24.7,,
,00:08:12,93,,,,,,,24.7,,
,00:08:13,91,,,,,,,24.7,,
,00:08:14,91,,,,,,,24.7,,
,00:08:15,91,,,,,,,24.7,,
,00:08:16,90,,,,,,,24.8,,
,00:08:17,90,,,,,,,24.8,,
,00:08:18,89,,,,,,,24.8,,
,00:08:19,89,,,,,,,24.8,,
,00:08:20,89,,,,,,,24.8,,
,00:08:21,88,,,,,,,24.8,,
,00:08:22,87,,,,,,,24.8,,
,00:08:23,87,,,,,,,24.8,,
,00:08:24,88,,,,,,,24.8,,
,00:08:25,88,,,,,,,24.8,,
,00:08:26,88,,,,,,,24.8,,
,00:08:27,87,,,,,,,24.8,,
,00:08:28,87,,,,,,,24.8,,
,00:08:29,88,,,,,,,24.8,,
,00:08:30,88,,,,,,,24.8,,
,00:08:31,88,,,,,,,24.8,,
,00:08:32,87,,,,,,,24.8,,
,00:08:33,88,,,,,,,24.8,,
,00:08:34,87,,,,,,,24.8,,
,00:08:35,87,,,,,,,24.8,,
,00:08:36,88,,,,,,,24.8,,
,00:08:37,88,,,,,,,24.8,,
,00:08:38,90,,,,,,,24.8,,
,00:08:39,90,,,,,,,24.8,,
,00:08:40,90,,,,,,,24.8,,
,00:08:41,90,,,,,,,24.8,,
,00:08:42,91,,,,,,,24.8,,
,00:08:43,92,,,,,,,24.8,,
,00:08:44,92,,,,,,,24.8,,
,00:08:45,93,,,,,,,24.8,,
,00:08:46,93,,,,,,,24.8,,
,00:08:47,92,,,,,,,24.8,,
,00:08:48,92,,,,,,,24.8,,
,00:08:49,94,,,,,,,24.8,,
,00:08:50,94,,,,,,,24.8,,
,00:08:51,94,,,,,,,24.8,,
,00:08:52,94,,,,,,,24.8,,
,00:08:53,93,,,,,,,24.8,,
,00:08:54,93,,,,,,,24.9,,
,00:08:55,93,,,,,,,24.9,,
,00:08:56,93,,,,,,,24.9,,
,00:08:57,92,,,,,,,24.9,,
,00:08:58,93,,,,,,,24.9,,
,00:08:59,93,,,,,,,24.9,,
,00:09:00,93,,,,,,,24.9,,
,00:09:01,92,,,,,,,24.9,,
,00:09:02,92,,,,,,,24.9,,
,00:09:03,91,,,,,,,24.9,,
,00:09:04,91,,,,,,,24.9,,
,00:09:05,91,,,,,,,24.9,,
,00:09:06,92,,,,,,,24.9,,
,00:09:07,92,,,,,,,24.9,,
,00:09:08,91,,,,,,,24.9,,
,00:09:09,91,,,,,,,24.9,,
,00:09:10,91,,,,,,,24.9,,
,00:09:11,91,,,,,,,24.9,,
,00:09:12,91,,,,,,,24.9,,
,00:09:13,90,,,,,,,24.9,,
,00:09:14,91,,,,,,,24.9,,
,00:09:15,91,,,,,,,24.9,,
,00:09:16,91,,,,,,,24.9,,
,00:09:17,90,,,,,,,24.9,,
,00:09:18,90,,,,,,,24.9,,
,00:09:19,90,,,,,,,24.9,,
,00:09:20,90,,,,,,,24.9,,
,00:09:21,90,,,,,,,24.9,,
,00:09:22,90,,,,,,,24.9,,
,00:09:23,90,,,,,,,24.9,,
,00:09:24,90,,,,,,,24.9,,
,00:09:25,90,,,,,,,24.9,,
,00:09:26,90,,,,,,,24.9,,
,00:09:27,91,,,,,,,24.9,,
,00:09:28,91,,,,,,,24.9,,
,00:09:29,92,,,,,,,24.9,,
,00:09:30,92,,,,,,,25.0,,
,00:09:31,93,,,,,,,25.0,,
,00:09:32,94,,,,,,,25.0,,
,00:09:33,94,,,,,,,25.0,,
,00:09:34,94,,,,,,,25.0,,
,00:09:35,94,,,,,,,25.0,,
,00:09:36,94,,,,,,,25.0,,
,00:09:37,94,,,,,,,25.0,,
,00:09:38,93,,,,,,,25.0,,
,00:09:39,93,,,,,,,25.0,,
,00:09:40,93,,,,,,,25.0,,
,00:09:41,93,,,,,,,25.0,,
,00:09:42,93,,,,,,,25.0,,
,00:09:43,93,,,,,,,25.0,,
,00:09:44,93,,,,,,,25.0,,
,00:09:45,94,,,,,,,25.0,,
,00:09:46,94,,,,,,,25.0,,
,00:09:47,94,,,,,,,25.0,,
,00:09:48,94,,,,,,,25.0,,
,00:09:49,93,,,,,,,25.0,,
,00:09:50,93,,,,,,,25.0,,
,00:09:51,93,,,,,,,25.0,,
,00:09:52,92,,,,,,,25.0,,
,00:09:53,91,,,,,,,25.0,,
,00:09:54,91,,,,,,,25.0,,
,00:09:55,90,,,,,,,25.0,,
,00:09:56,90,,,,,,,25.0,,
,00:09:57,90,,,,,,,25.0,,
,00:09:58,90,,,,,,,25.0,,
,00:09:59,90,,,,,,,25.0,,
,00:10:00,90,,,,,,,25.0,,
,00:10:01,91,,,,,,,25.0,,
,00:10:02,92,,,,,,,25.0,,
,00:10:03,92,,,,,,,25.0,,
,00:10:04,93,,,,,,,25.0,,
,00:10:05,93,,,,,,,25.0,,
,00:10:06,94,,,,,,,25.0,,
,00:10:07,94,,,,,,,25.0,,
,00:10:08,94,,,,,,,25.0,,
,00:10:09,94,,,,,,,25.0,,
,00:10:10,95,,,,,,,25.0,,
,00:10:11,96,,,,,,,25.0,,
,00:10:12,97,,,,,,,25.0,,
,00:10:13,98,,,,,,,25.0,,
,00:10:14,98,,,,,,,25.0,,
,00:10:15,98,,,,,,,25.0,,
,00:10:16,99,,,,,,,25.0,,
,00:10:17,99,,,,,,,25.0,,
,00:10:18,99,,,,,,,25.0,,
,00:10:19,99,,,,,,,25.0,,
,00:10:20,99,,,,,,,25.0,,
,00:10:21,99,,,,,,,25.0,,
,00:10:22,99,,,,,,,25.0,,
,00:10:23,98,,,,,,,25.0,,
,00:10:24,98,,,,,,,25.0,,
,00:10:25,97,,,,,,,25.0,,
,00:10:26,97,,,,,,,25.0,,
,00:10:27,97,,,,,,,25.0,,
,00:10:28,97,,,,,,,25.0,,
,00:10:29,97,,,,,,,25.0,,
,00:10:30,97,,,,,,,25.0,,
,00:10:31,97,,,,,,,25.0,,
,00:10:32,97,,,,,,,25.0,,
,00:10:33,97,,,,,,,25.0,,
,00:10:34,98,,,,,,,25.0,,
,00:10:35,98,,,,,,,25.0,,
