time,gFx,gFy,gFz
1.367546,0.0012,-0.0093,1.0036
1.385642,0.0005,-0.0088,1.0051
1.407022,-0.0002,-0.0078,1.0066
1.426241,0.0005,-0.009,1.0073
1.445894,0.0007,-0.0103,1.0046
1.469495,0.0017,-0.0088,1.0066
1.485439,0,-0.0078,1.0061
1.508401,0.0012,-0.0076,1.0063
1.526321,0.001,-0.0066,1.0044
1.546161,-0.0007,-0.0088,1.0058
1.566067,0.002,-0.0081,1.0039
1.586998,-0.0017,-0.0081,1.0051
1.60638,-0.0007,-0.0081,1.0073
1.626533,-0.0005,-0.0071,1.0061
1.645758,-0.0002,-0.0083,1.0061
1.665895,0.001,-0.0059,1.0058
1.686742,0.002,-0.0076,1.0054
1.706843,-0.0002,-0.0076,1.0044
1.726915,0.0015,-0.0093,1.0085
1.745831,0.0024,-0.0093,1.0054
1.766999,0.0005,-0.0083,1.0056
1.786676,0,-0.0093,1.0046
1.805519,-0.0017,-0.01,1.0097
1.826193,0.0012,-0.0095,1.0075
1.84597,0.001,-0.009,1.0034
1.86667,-0.001,-0.0107,1.0056
1.887832,-0.0012,-0.0103,1.0066
1.906122,0.0005,-0.0093,1.0061
1.926149,0.0007,-0.0093,1.0046
1.951299,-0.0024,-0.0093,1.0044
1.966686,-0.0005,-0.0086,1.0044
1.985837,0.0002,-0.0088,1.0046
2.01026,0.0007,-0.0093,1.0049
2.026532,-0.0007,-0.0098,1.008
2.046565,0,-0.0066,1.0078
2.066093,0.0015,-0.0098,1.0036
2.085357,0.0017,-0.0083,1.0056
2.105555,0.002,-0.0098,1.0056
2.127108,-0.0024,-0.0098,1.0049
2.146084,0.0015,-0.0098,1.0054
2.166165,0.001,-0.009,1.0058
2.186118,0.0002,-0.0076,1.0049
2.205774,-0.0017,-0.0078,1.0049
2.226433,-0.0002,-0.0083,1.0058
2.250856,-0.0015,-0.0081,1.0071
2.26606,0,-0.009,1.0078
2.286305,0.0005,-0.0083,1.0044
2.306481,0.001,-0.0088,1.0054
2.326278,-0.0022,-0.0107,1.0063
2.345843,0.0012,-0.0095,1.0063
2.366018,-0.0002,-0.0066,1.0061
2.38588,-0.0029,-0.0078,1.0063
2.405887,0.0015,-0.0088,1.0034
2.426732,0.0017,-0.0098,1.0066
2.446351,0.0002,-0.0088,1.0051
2.466228,-0.0007,-0.0093,1.0041
2.487098,0,-0.0086,1.0041
2.505763,0.001,-0.0095,1.0071
2.526311,0.0024,-0.0112,1.0046
2.546101,-0.0005,-0.0088,1.0046
2.56573,0.0017,-0.01,1.0049
2.585895,0.0027,-0.0105,1.0036
2.608106,0.001,-0.0078,1.0061
2.627638,0.0012,-0.0098,1.0058
2.645795,0,-0.0095,1.0054
2.670017,-0.0005,-0.0086,1.0046
2.686849,0.0024,-0.0068,1.0056
2.705965,0.0002,-0.0078,1.0063
2.731924,0.0007,-0.0083,1.0017
2.746032,0.0005,-0.0105,1.0058
2.7667,0.0015,-0.0088,1.0056
2.785908,-0.0007,-0.0078,1.0066
2.805529,0.0005,-0.0081,1.0039
2.82667,0,-0.009,1.0041
2.848535,-0.0012,-0.0081,1.0049
2.865196,-0.0005,-0.0083,1.0034
2.885524,-0.0005,-0.0078,1.0041
2.905513,0,-0.0086,1.0063
2.925637,-0.0002,-0.0078,1.0058
2.946018,0.0002,-0.0081,1.0056
2.965786,0.0005,-0.0086,1.0051
2.985648,-0.0002,-0.0088,1.0054
3.006217,-0.0022,-0.0081,1.0036
3.026857,0.0022,-0.0083,1.0056
3.045745,0.0007,-0.0078,1.008
3.069075,0.0007,-0.0073,1.0071
3.086694,-0.0005,-0.0093,1.0039
3.106039,0.002,-0.009,1.0046
3.127268,0.0012,-0.0078,1.0039
3.146173,0.0002,-0.0083,1.0046
3.166723,0.0027,-0.0081,1.0056
3.185689,0.0017,-0.0095,1.0071
3.210695,0.0015,-0.0083,1.0039
3.22632,-0.002,-0.0095,1.0049
3.245821,-0.0022,-0.0103,1.0044
3.265828,0.001,-0.0088,1.0061
3.285717,0.0005,-0.0088,1.0063
3.30618,-0.001,-0.0071,1.0046
3.326898,-0.0024,-0.009,1.0041
3.345866,0.001,-0.009,1.0054
3.366022,0,-0.0064,1.0056
3.386634,-0.001,-0.0083,1.0019
3.405713,0.001,-0.009,1.0056
3.426535,0.0007,-0.0086,1.0071
3.446638,0.0022,-0.0081,1.0056
3.466224,0.0015,-0.0095,1.0041
3.485779,0.002,-0.0095,1.0068
3.506023,0.0015,-0.0071,1.0046
3.526136,0.002,-0.0093,1.0039
3.546327,0.0015,-0.0076,1.0036
3.565436,-0.0007,-0.0086,1.0061
3.584726,0.0007,-0.0086,1.0066
3.606359,0.0005,-0.0107,1.0046
3.63057,-0.0005,-0.0086,1.0071
3.64536,-0.0012,-0.009,1.0068
3.665449,-0.0007,-0.0083,1.0066
3.685469,-0.0007,-0.0066,1.0036
3.705107,0.0017,-0.0086,1.0054
3.725572,0.0007,-0.0098,1.0036
3.752102,0.0015,-0.0068,1.0051
3.769559,-0.001,-0.0088,1.0056
3.788384,-0.0017,-0.0086,1.0061
3.805177,-0.0005,-0.0093,1.0054
3.824594,0.0005,-0.0076,1.0054
3.846795,0.0024,-0.0066,1.0061
3.865271,-0.0002,-0.0107,1.0044
3.885278,0,-0.0081,1.0046
3.905081,-0.001,-0.0086,1.0058
3.947037,0.0027,-0.0076,1.0054
3.964674,-0.0002,-0.0081,1.0049
3.98539,-0.0005,-0.0081,1.0058
4.005463,0.0015,-0.0088,1.0051
4.030485,0.0005,-0.009,1.0061
4.047068,0,-0.0088,1.0061
4.065961,0.0005,-0.0081,1.0071
4.085038,0.0005,-0.0095,1.0061
4.105268,0.0002,-0.009,1.0061
4.144902,0.0005,-0.0073,1.0046
4.169735,0.0015,-0.0083,1.0068
4.185082,-0.0002,-0.0078,1.0051
4.20456,-0.0012,-0.0081,1.0051
4.230197,-0.0015,-0.0081,1.0034
4.244852,0.002,-0.0083,1.0054
4.265235,-0.0002,-0.0088,1.0095
4.2866,0.0005,-0.0086,1.0075
4.306613,-0.0002,-0.009,1.0012
4.325185,0.0007,-0.0081,1.0027
4.365156,0.0002,-0.0083,1.0066
4.385015,0.0005,-0.0061,1.0075
4.405383,0.0005,-0.01,1.0063
4.424933,0.0007,-0.0098,1.0049
4.446848,0.0017,-0.0088,1.0058
4.469473,0.0005,-0.0083,1.0071
4.485076,0.0005,-0.0066,1.0066
4.505326,-0.0012,-0.0093,1.0068
4.52586,-0.0005,-0.0076,1.0058
4.545347,0,-0.0071,1.0056
4.56484,0.0015,-0.0071,1.0041
4.590201,0.0027,-0.009,1.0051
4.605229,0.0005,-0.0083,1.0066
4.625739,-0.0002,-0.0098,1.0058
4.651089,0.0007,-0.0095,1.0029
4.665485,0.0007,-0.0086,1.0054
4.684989,-0.0007,-0.0088,1.0073
4.724469,0.0017,-0.0068,1.0049
4.744336,0,-0.0093,1.0061
4.764972,0.0007,-0.0105,1.0061
4.784397,-0.001,-0.0083,1.0056
4.804042,0.001,-0.0076,1.0049
4.825149,-0.0002,-0.0086,1.0046
4.846829,0.001,-0.0078,1.0056
4.864652,0.001,-0.0086,1.0056
4.884483,0.001,-0.0081,1.0075
4.904977,0.0005,-0.0076,1.0063
4.925479,-0.0017,-0.0066,1.0058
4.950541,-0.0007,-0.0088,1.0054
4.96545,0.0015,-0.0093,1.0049
4.985493,0.0015,-0.0083,1.0049
5.007282,0.0005,-0.0093,1.0044
5.025055,-0.0007,-0.0076,1.0063
5.045198,0.0002,-0.0103,1.0061
5.085394,0.001,-0.0081,1.0063
5.104739,-0.0007,-0.0081,1.0058
5.125034,0.001,-0.0083,1.0061
5.144905,-0.0012,-0.0081,1.0044
5.165051,-0.001,-0.0078,1.0071
5.188484,-0.0012,-0.0095,1.0058
5.20596,-0.0002,-0.0088,1.0063
5.225653,0.0024,-0.0093,1.0056
5.245265,-0.0005,-0.011,1.0068
5.264925,0,-0.0083,1.0071
5.285102,0.0007,-0.0088,1.0044
5.305383,0.0022,-0.0098,1.0054
5.325469,-0.0017,-0.0103,1.0054
5.345093,0.002,-0.0078,1.0054
5.386963,0.0007,-0.0083,1.0061
5.406054,0.0032,-0.0078,1.0085
5.425577,-0.0012,-0.0068,1.0061
5.445026,-0.001,-0.0093,1.0056
5.464798,-0.0015,-0.0093,1.0083
5.485397,0.001,-0.0095,1.0068
5.50495,0.0024,-0.0088,1.0061
5.525196,-0.0007,-0.0083,1.0063
5.545111,0,-0.0078,1.0075
5.565681,0.0012,-0.0086,1.0058
5.585392,0.001,-0.0076,1.0058
5.605203,0,-0.0078,1.0085
5.62543,-0.001,-0.0078,1.0058
5.664959,0,-0.0078,1.0041
5.685009,0,-0.0093,1.0063
5.704654,0.0017,-0.0088,1.0061
5.7258,-0.0005,-0.01,1.0063
5.744585,0.0027,-0.0073,1.0061
5.765207,0.0005,-0.0086,1.0061
5.789011,-0.0012,-0.0093,1.0071
5.805361,-0.0012,-0.0078,1.0066
5.828182,0,-0.009,1.0058
5.850783,-0.0007,-0.0088,1.0085
5.864664,-0.0017,-0.01,1.0051
5.885008,-0.0017,-0.0088,1.0054
5.90524,-0.0002,-0.0083,1.0085
5.945438,0.0002,-0.0081,1.0078
5.971313,0,-0.0095,1.0073
5.985397,0.002,-0.0095,1.0046
6.004829,0.0015,-0.0081,1.0066
6.04713,-0.0002,-0.0086,1.0063
6.065072,0.0007,-0.0086,1.0073
6.089229,0.0012,-0.0076,1.0051
6.125128,0.0007,-0.0095,1.0051
6.165226,-0.0005,-0.0083,1.0078
6.184702,0.0007,-0.0081,1.0102
6.209635,0.001,-0.0083,1.0039
6.225573,0.0015,-0.0095,1.0063
6.272114,0.0005,-0.0095,1.0066
6.284733,0.0022,-0.0098,1.0061
6.30632,0.0049,-0.0086,1.0058
6.330483,0.0037,-0.0064,1.0049
6.345574,0.0024,-0.0076,1.0051
6.365129,-0.0012,-0.01,1.0036
6.385579,-0.0054,-0.0117,1.0054
6.406437,-0.0093,-0.0107,1.0071
6.426155,-0.0054,-0.0098,1.0078
6.445213,0.001,-0.0078,1.0058
6.464946,0.0034,-0.0086,1.0039
6.484424,-0.0012,-0.0103,1.0036
6.505083,-0.0083,-0.0098,1.0112
6.524582,-0.0042,-0.0068,1.0078
6.544292,0.0002,-0.0071,1.0063
6.565138,0.012,-0.0071,1.0063
6.584547,0.0129,-0.0022,1.0056
6.6049,-0.0012,-0.0105,1.0085
6.630131,-0.0046,-0.009,1.0088
6.645414,-0.0044,-0.01,1.0034
6.664778,0.002,-0.0132,1.0039
6.690295,0.0037,-0.0078,1.0061
6.705111,0.0032,-0.0064,1.0061
6.725121,-0.0022,-0.0117,1.0044
6.748971,0.0002,-0.0107,1.0044
6.764997,-0.0005,-0.0071,1.0054
6.786235,0.011,-0.0015,1.0141
6.805135,0.0039,-0.0156,1.0041
6.825476,-0.0017,-0.0086,1.0095
6.844135,-0.0027,-0.0073,1.0029
6.864588,0,-0.0015,1.0129
6.885077,0.0046,-0.0142,1.0017
6.905472,-0.0059,-0.0122,1.0056
6.92567,0.0044,-0.0054,1.0063
6.945345,0.0022,-0.0073,1.0075
6.965796,0.0005,-0.0112,1.0056
6.989171,-0.0037,-0.009,1.0088
7.006822,0.0005,-0.0056,1.0049
7.025123,0.0051,-0.0083,1.0017
7.050054,0.0029,-0.01,1.0044
7.064951,-0.0007,-0.0095,1.01
7.084804,0,-0.0061,1.0056
7.10535,0.0024,-0.0081,1.0039
7.125066,0.0007,-0.0112,1.0034
7.145013,0.0012,-0.0093,1.009
7.166505,0.002,-0.0059,1.0063
7.184947,0.0046,-0.0083,1.0036
7.205017,0.0005,-0.0088,1.0056
7.230616,-0.0027,-0.0098,1.0068
7.245954,0.0015,-0.0081,1.0036
7.265761,0.0002,-0.009,1.0036
7.284992,0,-0.0095,1.0061
7.305477,0.0017,-0.0093,1.0051
7.325362,0.0015,-0.0068,1.0058
7.345343,0.0015,-0.0081,1.0039
7.385062,-0.0005,-0.0086,1.0068
7.406552,0.002,-0.0083,1.0056
7.427189,0.0007,-0.0083,1.0039
7.44418,0.0017,-0.0103,1.0058
7.465721,0.0002,-0.0083,1.0063
7.485249,0.0029,-0.0081,1.0051
7.526923,-0.0005,-0.0078,1.0056
7.544832,0,-0.009,1.0049
7.565703,-0.0002,-0.0098,1.0039
7.584662,0,-0.009,1.0088
7.604978,0.0027,-0.0073,1.0046
7.625065,0.0017,-0.0066,1.0039
7.653095,-0.0017,-0.0076,1.0049
7.66431,0.0002,-0.0107,1.0039
7.685397,-0.0005,-0.0064,1.0054
7.707958,0.0017,-0.0076,1.0044
7.728581,-0.001,-0.0066,1.0066
7.744841,0.0015,-0.0093,1.0044
7.765108,0.0007,-0.0073,1.0061
7.7843,-0.001,-0.0083,1.0041
7.804362,-0.0015,-0.0083,1.0061
7.825853,0.0002,-0.0056,1.0041
7.847245,-0.0015,-0.0088,1.0066
7.866146,0.0015,-0.0093,1.0054
7.885134,0.002,-0.01,1.0039
7.905479,-0.001,-0.0088,1.0051
7.92503,0.0029,-0.0083,1.0051
7.945447,-0.0007,-0.0078,1.0044
7.96536,0.0017,-0.0095,1.0056
8.00846,0.0012,-0.0093,1.0066
8.025378,0.0002,-0.0105,1.0061
8.044273,0.001,-0.011,1.0056
8.067115,0.0002,-0.009,1.0068
8.085941,-0.0005,-0.0071,1.0058
8.104263,-0.0012,-0.009,1.0054
8.12472,0.0015,-0.0081,1.0058
8.164634,0.0015,-0.0083,1.0088
8.18457,0.0007,-0.0086,1.0063
8.204439,0.001,-0.0076,1.0046
8.226393,0.001,-0.0081,1.0051
8.24987,0,-0.0081,1.0078
8.284596,0.002,-0.0081,1.0056
8.304326,-0.001,-0.0073,1.0046
8.324737,0.0007,-0.01,1.0036
8.345342,0.0002,-0.0071,1.0066
8.370043,0.001,-0.0083,1.0073
8.405266,0.001,-0.0088,1.0063
8.4315,-0.0005,-0.0083,1.0051
8.44644,-0.0002,-0.0071,1.0051
8.464687,0.0017,-0.0081,1.0073
8.488228,-0.0015,-0.0086,1.0068
8.524762,0.0002,-0.009,1.0039
8.549216,0.0022,-0.0103,1.0073
8.564788,-0.0012,-0.0071,1.0034
8.584782,0.002,-0.0107,1.0083
8.608924,-0.0002,-0.0086,1.0054
8.624735,0,-0.0083,1.0054
8.644321,0.001,-0.0086,1.0054
8.6647,-0.001,-0.0095,1.0063
8.684473,0,-0.0103,1.0054
8.705197,0.0015,-0.0105,1.0049
8.725243,-0.0005,-0.0086,1.0061
8.744159,0.0002,-0.0078,1.0041
8.787192,-0.001,-0.0086,1.0051
8.827762,-0.002,-0.0081,1.0041
8.846628,0.0015,-0.009,1.0041
8.864172,-0.0002,-0.0068,1.0054
8.88473,0.0002,-0.0088,1.0068
8.90418,0,-0.0093,1.0056
8.924461,0.0005,-0.009,1.0046
8.944168,0.0017,-0.01,1.0058
8.964677,0.0007,-0.0095,1.0054
8.986411,0.0002,-0.0088,1.0066
9.004565,0.0017,-0.0105,1.0071
9.024805,0.0005,-0.0086,1.0039
9.044223,0.0015,-0.0093,1.0046
9.064458,-0.0005,-0.0093,1.0061
9.084801,-0.001,-0.0088,1.0066
9.1046,0.0012,-0.0093,1.0054
9.125455,0.002,-0.0068,1.0051
9.148467,-0.0002,-0.0088,1.0041
9.165128,0.0012,-0.0095,1.0066
9.208565,0.0017,-0.009,1.0073
9.224522,-0.0007,-0.0081,1.0063
9.24425,0.0002,-0.0061,1.0063
9.284234,0,-0.0095,1.0044
9.304421,-0.0005,-0.01,1.0073
9.329234,-0.0005,-0.0068,1.0041
9.344381,0,-0.0073,1.0066
9.364327,0.0024,-0.0083,1.0046
9.385547,0.0002,-0.0093,1.0049
9.40432,-0.0012,-0.0105,1.0058
9.426183,0,-0.0068,1.0063
9.447297,0.0022,-0.0095,1.0061
9.464678,-0.0007,-0.0083,1.0051
9.48797,0.0002,-0.0083,1.0049
9.505039,0.0005,-0.0081,1.0063
9.524838,0.0002,-0.0076,1.0063
9.545085,0.0007,-0.0086,1.0056
9.564628,0.0017,-0.0088,1.0063
9.585097,0.0002,-0.0071,1.0056
9.605251,0.0015,-0.0088,1.0073
9.625275,-0.001,-0.0076,1.0041
9.665094,0.0002,-0.0081,1.0071
9.685072,0,-0.0081,1.0063
9.704267,-0.0015,-0.0078,1.0075
9.725002,0.001,-0.009,1.0046
9.748883,0.0022,-0.0086,1.0061
9.765275,0.001,-0.0086,1.0058
9.784777,0.001,-0.0098,1.0068
9.808606,-0.0005,-0.0078,1.0085
9.828492,0.0015,-0.0095,1.0046
9.844547,-0.0005,-0.0093,1.0058
9.869279,0.0015,-0.0086,1.0046
9.885595,0.0005,-0.0093,1.0075
9.90446,0.0012,-0.0071,1.0066
9.924657,0.0002,-0.0081,1.0066
9.945044,0.0012,-0.0066,1.0049
9.984988,0.0012,-0.0103,1.0044
10.004566,0.0015,-0.009,1.0075
10.025734,0.0005,-0.0098,1.0005
10.050259,-0.0012,-0.0081,1.0041
10.065071,0,-0.0066,1.011
10.084623,0.0005,-0.0095,1.0102
10.111313,0.002,-0.0088,1.0039
10.125016,-0.0015,-0.0095,1.0046
10.145017,0.0005,-0.0073,1.0056
10.1651,0,-0.0107,1.0046
10.185367,0.0034,-0.0073,1.0044
10.204301,-0.0005,-0.0088,1.0068
10.226464,0.001,-0.0083,1.0066
10.245444,0.001,-0.0103,1.0046
10.265179,0.0032,-0.0105,1.0046
10.285503,0.0015,-0.0076,1.0056
10.304604,0.0007,-0.0071,1.008
10.324725,0.001,-0.0088,1.0058
10.38452,-0.0005,-0.01,1.0056
10.405444,0.0015,-0.0073,1.0054
10.425038,0.001,-0.0086,1.0075
10.444707,-0.0007,-0.0088,1.0039
10.470308,0.0017,-0.0071,1.009
10.484773,-0.001,-0.0066,1.0058
10.504751,-0.0002,-0.009,1.0041
10.532045,0.0007,-0.0083,1.0066
10.544584,-0.0007,-0.0093,1.0066
10.565183,0.002,-0.0098,1.0036
10.584934,0.0002,-0.0076,1.0066
10.604593,0.001,-0.0093,1.0056
10.626255,-0.0002,-0.0064,1.0078
10.648715,0,-0.0086,1.0068
10.664144,0.0007,-0.0073,1.0066
10.684419,-0.0007,-0.0098,1.0049
10.724298,0.002,-0.0088,1.0063
10.744193,-0.0002,-0.0088,1.0071
10.784491,0.002,-0.0093,1.0058
10.804105,0.0005,-0.011,1.008
10.829897,0.0002,-0.0076,1.0078
10.844263,0.0024,-0.0086,1.0107
10.865198,-0.0012,-0.009,1.0073
10.889276,0.0017,-0.0088,1.0073
10.904769,0.0002,-0.0078,1.0051
10.925067,0.0007,-0.0076,1.0046
10.945962,-0.0007,-0.0073,1.0049
10.964918,0.0005,-0.0078,1.0039
10.984801,0.0017,-0.0103,1.0075
11.008148,-0.0007,-0.0064,0.998
11.024842,0.0032,-0.0098,1.0063
11.044939,0.002,-0.0088,1.0171
11.068742,-0.0005,-0.0073,1.0046
11.08498,-0.0015,-0.0107,1.0027
11.108271,-0.0007,-0.0093,1.0024
11.126006,-0.001,-0.0093,1.0029
11.144293,0.0034,-0.0076,1.0056
11.164671,-0.0007,-0.0081,1.0054
11.184816,0.001,-0.01,1.0036
11.204913,-0.0005,-0.0076,1.0063
11.224921,-0.0002,-0.0088,1.008
11.264717,0.0022,-0.0107,1.0024
11.288084,-0.0029,-0.0098,1.0019
11.305481,-0.001,-0.0083,1.0083
11.325239,0.0015,-0.009,1.0071
11.34473,0.0024,-0.0095,1.0075
11.367488,0.001,-0.0095,1.0075
11.384498,0.0022,-0.0088,1.0058
11.403832,0,-0.009,1.0014
11.428866,0.001,-0.011,1.0083
11.446549,-0.0002,-0.0083,1.0093
11.464814,0.0012,-0.0076,1.0061
11.484703,-0.0007,-0.009,1.0039
11.504896,0.002,-0.0061,1.0054
11.524505,0,-0.009,1.0046
11.544336,0.0002,-0.0086,1.0073
11.564271,0,-0.0076,1.0049
11.58428,0.0005,-0.0073,1.0061
11.604382,0.001,-0.01,1.0058
11.62494,0.0005,-0.0086,1.0056
11.645882,-0.0007,-0.0076,1.0049
11.664912,-0.001,-0.0093,1.0054
11.684508,0.002,-0.0083,1.0063
11.72518,-0.0007,-0.0076,1.0054
11.744624,0.001,-0.0086,1.0061
11.764668,0.002,-0.0073,1.0073
11.789062,0,-0.009,1.0063
11.805369,-0.0002,-0.0068,1.0071
11.829703,-0.002,-0.0068,1.0056
11.8665,0.0012,-0.0064,1.0054
11.884838,0.0024,-0.0081,1.0068
11.904641,0,-0.0103,1.0061
11.924831,0.0002,-0.0078,1.0066
11.964743,0.0007,-0.0076,1.0061
11.985269,0.0012,-0.0086,1.0056
12.005161,-0.0007,-0.0076,1.0073
12.031726,0.001,-0.0081,1.0066
12.044463,0.0005,-0.0076,1.0068
12.064674,0,-0.0103,1.0056
12.089096,0.001,-0.0098,1.0046
12.149693,0.0002,-0.0093,1.0083
12.164555,-0.0007,-0.0083,1.0046
12.214407,-0.0022,-0.0088,1.0039
12.224992,0,-0.009,1.0051
12.244897,0.0015,-0.0073,1.0049
12.268576,0.0017,-0.0093,1.0061
12.284781,-0.0029,-0.011,1.0049
12.304947,0.0015,-0.0064,1.0056
12.325484,0.0024,-0.0103,1.0102
12.344947,0.0002,-0.0068,1.0095
12.364578,0.0027,-0.0064,1.009
12.385827,0.0005,-0.0103,1.0056
12.405152,0.0007,-0.0095,1.0188
12.425082,0.0015,-0.0107,1.0171
12.44506,0.002,-0.0066,0.9992
12.464985,0.0012,-0.0098,1.0137
12.486165,0.0017,-0.0078,1.0095
12.524858,0.0015,-0.0078,1.0007
12.544442,0.0024,-0.0093,0.9988
12.565373,-0.0005,-0.0083,1.0041
12.585148,0.0002,-0.0076,1.0005
12.604836,0.0012,-0.0088,1.0036
12.626542,0.001,-0.0081,1.011
12.646295,-0.001,-0.0083,1.0088
12.664704,0,-0.0083,0.9958
12.705734,0.002,-0.0095,1.0024
12.724871,0.0005,-0.0073,1.0049
12.744499,-0.0007,-0.0098,1.0054
12.764507,0.0022,-0.0078,1.0075
12.78565,-0.001,-0.0107,1.0017
12.806683,0.0029,-0.0071,1.0051
12.82447,0.0007,-0.0086,1.0078
12.844089,0.0005,-0.009,1.0063
12.864115,-0.0005,-0.0073,1.0075
12.927791,-0.0002,-0.0083,1.0034
12.94362,0.0012,-0.0086,1.0034
12.963877,0.0012,-0.0081,1.0093
12.984054,0.0027,-0.0093,1.0063
13.003791,-0.002,-0.0088,1.0039
13.02424,0.001,-0.0095,1.0049
13.044287,0,-0.0088,1.0054
13.064339,0.0022,-0.0098,1.0066
13.084188,0.0012,-0.0068,1.0075
13.104627,0.0002,-0.009,1.0058
13.124362,0.0015,-0.009,1.0039
13.169284,-0.0002,-0.0095,1.0068
13.184511,0.0015,-0.0083,1.0058
13.204049,-0.0012,-0.01,1.0049
13.229456,-0.0007,-0.009,1.0049
13.244342,-0.001,-0.009,1.0063
13.264365,0.0005,-0.0073,1.0068
13.285098,0.0002,-0.0088,1.0054
13.304969,0.0012,-0.0073,1.0073
13.32686,0.0012,-0.0088,1.0034
13.345188,0.0007,-0.0076,1.0056
13.364493,-0.0007,-0.009,1.0051
13.409844,-0.0007,-0.0086,1.0073
13.425326,0.0012,-0.0078,1.0044
13.444632,0.0015,-0.0086,1.0054
13.465533,-0.0005,-0.0095,1.0078
13.485941,0.002,-0.0073,1.0058
13.504885,-0.0005,-0.0068,1.0044
13.530922,0.0017,-0.0071,1.0061
13.544869,0.0017,-0.0073,1.0051
13.56465,0.0017,-0.011,1.0054
13.587902,0,-0.0083,1.0051
13.604424,-0.0015,-0.0081,1.0078
13.644535,0.001,-0.0088,1.0049
13.663998,-0.0002,-0.0073,1.0063
13.686748,0.0012,-0.0093,1.0068
13.704454,0.002,-0.0076,1.008
13.724703,0.0002,-0.0076,1.0054
13.744294,0,-0.0081,1.0068
13.77182,-0.0007,-0.0088,1.0061
13.783656,0.001,-0.0078,1.0075
13.804022,-0.0012,-0.0103,1.0041
13.826745,-0.0015,-0.0083,1.0049
13.864196,0.0002,-0.0086,1.0061
13.885007,0.0005,-0.0088,1.0071
13.904218,0.0002,-0.0088,1.0071
13.924527,0,-0.0095,1.0051
13.944887,0,-0.0086,1.0051
13.964722,0,-0.0078,1.0066
13.984923,0.002,-0.011,1.0063
14.006017,0.0007,-0.0078,1.0071
14.029594,0.0015,-0.0061,1.0056
14.044565,0.0005,-0.009,1.0056
14.065077,-0.0007,-0.0093,1.0044
14.084447,-0.001,-0.009,1.0068
14.104635,0,-0.009,1.0056
14.1292,0.0007,-0.0071,1.0051
14.164897,0,-0.0098,1.0049
14.185703,0.0017,-0.0095,1.0075
14.204795,0.001,-0.0103,1.0051
14.224906,0.0015,-0.01,1.0071
14.249509,0.0012,-0.0059,1.0056
14.264602,-0.0005,-0.0073,1.0049
14.288252,-0.0005,-0.0071,1.0056
14.305414,0.0005,-0.0103,1.0054
14.325641,0.0017,-0.0086,1.0073
