time,gFx,gFy,gFz
49.023454,-0.0002,-0.0071,1.0071
49.043291,0.001,-0.0068,1.0075
49.062782,0.0012,-0.01,1.0058
49.084056,-0.0007,-0.0093,1.0039
49.104915,0,-0.0086,1.0056
49.123534,0.0012,-0.0093,1.0063
49.143698,0.0032,-0.0088,1.0075
49.163303,0.0005,-0.0083,1.0068
49.183091,0.0015,-0.0095,1.0075
49.203893,-0.0002,-0.0088,1.0061
49.222258,0.0032,-0.01,1.0056
49.262346,0.002,-0.0083,1.0058
49.305419,0.0012,-0.0088,1.0066
49.323096,0.0017,-0.0076,1.0058
49.343577,0.002,-0.0076,1.0063
49.362974,-0.0007,-0.0061,1.0063
49.382393,0.0017,-0.0103,1.0044
49.410305,-0.0015,-0.0086,1.0061
49.425351,0.0012,-0.0093,1.0073
49.443079,0.0034,-0.0086,1.0085
49.462773,0.0015,-0.01,1.0056
49.504467,0.0007,-0.0095,1.0061
49.563397,-0.0002,-0.0059,1.0054
49.662825,0.0015,-0.011,1.0066
49.702786,0.0007,-0.0076,1.0071
49.72298,0.0022,-0.0071,1.0051
49.742565,0.0007,-0.0098,1.0051
49.769435,0.0007,-0.0078,1.0046
49.782965,0.0022,-0.0076,1.0054
49.844013,0.0029,-0.0086,1.0039
49.862814,0.0024,-0.0095,1.0051
49.883883,0.002,-0.0083,1.0036
49.903928,0.0034,-0.0083,1.0083
49.922996,0.0017,-0.0071,1.0046
49.962351,0.0015,-0.01,1.0066
49.982913,0.002,-0.009,1.0068
50.043078,0.0005,-0.0071,1.0044
50.062731,0.0022,-0.0095,1.0056
50.082787,0.0012,-0.0078,1.0054
50.123952,0.0002,-0.0064,1.0061
50.143243,0.0005,-0.011,1.0075
50.162978,0.0005,-0.0081,1.0051
50.183899,0.0012,-0.0086,1.0054
50.203116,0.0005,-0.0083,1.0075
50.264098,-0.0012,-0.0083,1.0056
50.283549,0.0027,-0.0088,1.0085
50.303441,0.0024,-0.0073,1.0073
50.383499,0.0002,-0.0093,1.0068
50.402885,0.0005,-0.0071,1.0058
50.426593,-0.0007,-0.0098,1.0066
50.463156,0.0007,-0.0098,1.0039
50.50278,0.0022,-0.0068,1.0093
50.522969,0.0005,-0.0071,1.0056
50.548195,0.0017,-0.0076,1.0049
50.585459,0,-0.0095,1.0058
50.603406,0.0029,-0.009,1.0085
50.623821,-0.0002,-0.0083,1.0049
50.643433,0.002,-0.0086,1.0058
50.662903,0.001,-0.0083,1.0049
50.703414,0.0039,-0.0083,1.0051
50.744074,0.0002,-0.0068,1.0041
50.76283,-0.0005,-0.0073,1.0066
50.784415,0.0005,-0.0103,1.0058
50.803242,0.0012,-0.0093,1.0049
50.847317,-0.0002,-0.0083,1.0056
50.864647,-0.0005,-0.0105,1.0073
50.883318,0.0022,-0.0093,1.0058
50.910131,0.002,-0.0093,1.008
50.926533,0.0017,-0.0088,1.0051
50.94388,0.001,-0.0098,1.0049
50.984806,0.0005,-0.009,1.0036
51.030562,-0.0002,-0.0078,1.0063
51.042898,-0.001,-0.0098,1.0068
51.062746,-0.0002,-0.0095,1.0051
51.122996,0.0012,-0.0083,1.0068
51.146857,0.0012,-0.0078,1.0056
51.162849,0.001,-0.0093,1.0071
51.183414,-0.0005,-0.0066,1.0051
51.203072,0.0024,-0.0098,1.0056
51.223009,0.0017,-0.009,1.0061
51.24337,0,-0.0098,1.0066
51.283724,0.0017,-0.0093,1.0083
51.36379,0.0022,-0.0105,1.0041
51.424816,0.002,-0.0078,1.0056
51.483321,0.0022,-0.0083,1.0071
51.50282,0.0002,-0.0083,1.0068
51.523058,0.0024,-0.0073,1.0075
51.542712,0.0007,-0.0098,1.0063
51.584131,0.002,-0.0068,1.0039
51.631733,0.0024,-0.0064,1.0061
51.642481,0.0022,-0.0081,1.0071
51.662927,0.001,-0.009,1.0051
51.746066,-0.0005,-0.0083,1.0061
51.766169,0.0012,-0.0098,1.0066
51.784304,0.0015,-0.0115,1.0058
51.803384,0.002,-0.0086,1.0024
51.844612,0.001,-0.0083,1.0063
51.902942,0.0027,-0.0095,1.0046
51.928525,0.0029,-0.0076,1.0066
51.943196,0.0012,-0.0103,1.0051
51.962768,0,-0.0086,1.0058
51.983021,0.0015,-0.0095,1.0066
52.003516,0.0029,-0.0076,1.0056
52.023213,0,-0.0093,1.0073
52.051429,0.0029,-0.0093,1.0046
52.062937,0.0022,-0.0088,1.0041
52.083419,0.0017,-0.0095,1.0051
52.202925,0.0029,-0.0083,1.0049
52.227521,0.0007,-0.0103,1.0083
52.242892,0.0024,-0.0071,1.0058
52.263691,0.0002,-0.0068,1.0051
52.283115,0.0007,-0.0093,1.0056
52.302936,0.0007,-0.0086,1.0061
52.382892,0.0022,-0.009,1.0036
52.403351,0.002,-0.0076,1.0046
52.422931,0.0012,-0.01,1.0061
52.48289,0.0012,-0.0071,1.0027
52.502823,0.0029,-0.009,1.0044
52.531213,0.0007,-0.0073,1.0068
52.542856,0.001,-0.0098,1.0051
52.603065,0.0012,-0.0073,1.0054
52.643235,0.0037,-0.009,1.0041
52.66403,0,-0.0078,1.0054
52.703128,0,-0.0088,1.0071
52.722909,0.0027,-0.0071,1.0061
52.743476,0.0029,-0.0083,1.0066
52.824027,-0.002,-0.0078,1.0083
52.84446,0.0024,-0.0088,1.008
52.86427,0.0007,-0.0071,1.0063
52.927598,0.0017,-0.0076,1.0068
52.943777,0.001,-0.009,1.0061
52.964642,0.0015,-0.0098,1.0066
52.982663,0.0007,-0.0095,1.0066
53.002895,0.0005,-0.0095,1.0049
53.025854,0.0024,-0.0093,1.0071
53.042774,-0.0012,-0.0073,1.0039
53.083748,0.0012,-0.0103,1.0066
53.102913,0.0015,-0.0093,1.0073
53.123343,0.0007,-0.0081,1.0044
53.142971,0.0005,-0.0117,1.0056
53.182498,0.0032,-0.0095,1.0058
53.223309,0.0005,-0.0078,1.0058
53.243856,0.0037,-0.0076,1.0061
53.264721,0.0002,-0.01,1.0066
53.283119,0.0012,-0.0068,1.0061
53.307572,0.0005,-0.0081,1.0068
53.322975,0.001,-0.0107,1.0061
53.343342,-0.001,-0.01,1.0058
53.382657,0.0015,-0.0093,1.0075
53.402455,0.0017,-0.0095,1.0054
53.441895,-0.001,-0.009,1.0056
53.482875,0.0015,-0.0103,1.0051
53.544196,0.0012,-0.0073,1.0051
53.56423,-0.001,-0.011,1.0046
53.611082,-0.001,-0.0073,1.0068
53.628294,0.0032,-0.0112,1.008
53.643542,-0.0012,-0.0083,1.0071
53.683879,0.0007,-0.0098,1.0068
53.702952,0.0015,-0.0086,1.0058
53.723352,0.0022,-0.0076,1.0071
53.74326,0.0012,-0.0088,1.0061
53.763478,0.0027,-0.0093,1.0058
53.786555,0.0015,-0.0095,1.0056
53.827236,0,-0.0088,1.0066
53.843469,0.0007,-0.0076,1.0049
53.864332,0.0012,-0.0076,1.0032
53.882923,0.0027,-0.0098,1.0068
53.902773,0.0029,-0.0083,1.0056
53.965192,0.0012,-0.0093,1.0051
53.983044,0.0005,-0.0081,1.0058
54.00245,-0.0002,-0.0059,1.0058
54.043247,0.0005,-0.0061,1.0071
54.064317,0.0012,-0.0076,1.0054
54.085929,0.0005,-0.009,1.0049
54.203011,0.0007,-0.0068,1.0049
54.28327,0.0032,-0.0083,1.0073
54.302694,0.002,-0.0086,1.0054
54.331439,0.0015,-0.0107,1.0073
54.342788,0.0039,-0.0066,1.0058
54.422848,0.0027,-0.0078,1.0068
54.445965,0,-0.0086,1.0054
54.543722,0.001,-0.0093,1.0034
54.582547,-0.0005,-0.0086,1.0063
54.642565,0.0042,-0.0081,1.0044
54.690469,0.0024,-0.01,1.0063
54.702899,0.0015,-0.0086,1.0041
54.764611,0.002,-0.0081,1.0041
54.7835,-0.0012,-0.0078,1.0051
54.803171,0.001,-0.0071,1.0058
54.824763,0,-0.0081,1.0056
54.84362,0.0034,-0.0081,1.0058
54.864479,0.0005,-0.0078,1.0046
54.902993,0.0015,-0.0086,1.0056
54.9243,0,-0.0068,1.0039
54.964927,0.001,-0.0081,1.0054
54.991373,-0.0005,-0.0098,1.0046
55.022619,0.0029,-0.0083,1.0039
55.043284,0.0022,-0.0083,1.0066
55.063806,0.0005,-0.0105,1.0054
55.163443,0.0012,-0.009,1.0046
55.183041,-0.0005,-0.0083,1.0056
55.203261,0.0024,-0.0098,1.0078
55.225009,0.002,-0.0093,1.0056
55.242946,0,-0.0105,1.0022
55.262729,0.0012,-0.0081,1.0046
55.30275,0.0022,-0.0088,1.0056
55.343489,0.0002,-0.0112,1.0061
55.466743,-0.0002,-0.0078,1.0085
55.526928,-0.0005,-0.0093,1.0049
55.541408,0.0017,-0.009,1.0032
55.601508,-0.0007,-0.009,1.0063
55.662754,0.0027,-0.0083,1.0063
55.744485,0.0007,-0.0088,1.0068
55.761762,0.0015,-0.0095,1.0061
55.78128,-0.0007,-0.0073,1.0044
55.801095,-0.0012,-0.0088,1.0056
55.863269,0.0002,-0.009,1.0054
55.883554,0.002,-0.0093,1.0051
55.926217,0.0049,-0.0105,1.008
55.962043,0.002,-0.0073,1.0078
55.981981,-0.0007,-0.0098,1.0044
56.00543,0.0032,-0.01,1.0049
56.022207,-0.0002,-0.0083,1.0046
56.04143,0.0012,-0.0105,1.0078
56.063737,0.002,-0.0071,1.0073
56.161748,-0.001,-0.0088,1.0054
56.181945,0.0022,-0.0086,1.0071
56.201682,0,-0.0078,1.0056
56.222231,0.0029,-0.0081,1.0063
56.262292,0.0005,-0.0078,1.0068
56.281464,0.0032,-0.0076,1.0058
56.321984,0.0029,-0.0088,1.0075
56.36291,0.0024,-0.0083,1.0073
56.381454,0.0005,-0.0076,1.0036
56.401631,0.0024,-0.0076,1.0061
56.441112,0.0024,-0.0083,1.0061
56.461712,0.0017,-0.0064,1.0039
56.482015,0,-0.0088,1.0063
56.501205,-0.001,-0.0095,1.0058
56.54194,0.002,-0.0115,1.0054
56.581464,0.0007,-0.0083,1.0051
56.602119,0.0017,-0.0081,1.0051
56.662177,0.0012,-0.011,1.0054
56.682252,0.0012,-0.0093,1.0044
56.70217,0.0032,-0.0078,1.0061
56.722669,0.0005,-0.0083,1.008
56.781812,0.0002,-0.0095,1.0041
56.843501,0.0029,-0.011,1.0073
56.861345,0.0012,-0.0083,1.0056
56.902652,0.001,-0.0076,1.0044
56.922106,0.0027,-0.0083,1.0075
56.961803,0.0032,-0.011,1.0083
56.981835,0,-0.0098,1.0046
57.030422,0.0002,-0.009,1.0073
57.044303,0.0007,-0.009,1.0058
57.061527,0.0017,-0.01,1.0063
57.101913,0.0015,-0.0095,1.0068
57.161614,0.001,-0.0081,1.0085
57.281687,0.002,-0.01,1.0058
57.330225,0.002,-0.0105,1.0075
57.36205,0.0015,-0.0088,1.008
57.382327,-0.0015,-0.0088,1.0056
57.401891,0.0022,-0.0083,1.0049
57.422514,0.0005,-0.009,1.0068
57.44149,0.0002,-0.0095,1.0044
57.461515,0.0017,-0.0066,1.0073
57.481897,0.0007,-0.0093,1.0071
57.543987,-0.0002,-0.0093,1.0078
57.581268,0.0017,-0.009,1.0058
57.601285,0.001,-0.0107,1.0075
57.68139,0,-0.01,1.0046
57.702184,0.0012,-0.0093,1.0039
57.722139,0.0012,-0.011,1.0068
57.742442,0.0015,-0.0098,1.0058
57.761556,0.0017,-0.0068,1.0054
57.781957,0.0012,-0.012,1.0039
57.803256,0.001,-0.0088,1.0046
57.821836,0.0015,-0.0059,1.0075
57.861899,0,-0.0076,1.0051
57.902256,0.0007,-0.0088,1.0088
57.930652,0.0002,-0.0078,1.0061
57.941197,0.0017,-0.0086,1.0066
57.981883,0.0017,-0.0081,1.0039
58.001685,0.0007,-0.0071,1.0049
58.021775,0.0034,-0.0093,1.0058
58.143938,0,-0.0083,1.0068
58.222122,0.002,-0.0076,1.0066
58.302687,0.0007,-0.0076,1.008
58.322543,0.0022,-0.0103,1.0075
58.342166,0.0027,-0.0088,1.0066
58.381422,0.0017,-0.0078,1.0051
58.441224,-0.0022,-0.0083,1.0061
58.461717,0.002,-0.011,1.0054
58.482144,0.0046,-0.0078,1.0066
58.50191,-0.0005,-0.01,1.0061
58.522461,0.0012,-0.0105,1.0046
58.541685,0.002,-0.011,1.0036
58.562116,0.002,-0.011,1.0058
58.581462,0,-0.0078,1.0049
58.603065,-0.0005,-0.0076,1.0066
58.625923,0.0002,-0.01,1.0056
58.70711,0.0015,-0.0088,1.0049
58.721816,-0.0002,-0.0105,1.0061
58.744189,0.0015,-0.0073,1.0063
58.76637,0,-0.0076,1.0058
58.801376,0.0015,-0.009,1.0044
58.822952,0.0017,-0.0095,1.0088
58.842561,0,-0.0088,1.0073
58.882857,0.0022,-0.0068,1.0066
58.943082,0.0017,-0.0078,1.0075
58.963307,0.0032,-0.0086,1.0068
58.981574,0.0037,-0.0093,1.0054
59.041905,0,-0.0076,1.0083
59.128225,0.0005,-0.0078,1.008
59.143226,0.0017,-0.0083,1.0051
59.202885,-0.0007,-0.011,1.008
59.281621,0.0007,-0.0083,1.0075
59.321959,0.002,-0.0081,1.0051
59.342256,0.0015,-0.01,1.0073
59.362266,0.0007,-0.0107,1.0046
59.381809,0.0017,-0.0088,1.0071
59.401427,0.001,-0.009,1.008
59.422245,-0.0012,-0.0066,1.0036
59.501746,0.0017,-0.0073,1.0054
59.542605,0.0037,-0.0093,1.0041
59.621652,0.0012,-0.0103,1.0071
59.661483,0.0017,-0.0095,1.0039
59.741158,0.0012,-0.0107,1.0066
59.785706,0.002,-0.009,1.0071
59.80161,-0.0012,-0.0095,1.0044
59.823153,0.0024,-0.0083,1.0066
59.841173,0,-0.01,1.0073
59.862676,0.0012,-0.009,1.0061
59.922053,0.0032,-0.0081,1.0063
59.94225,0.0017,-0.0076,1.0075
59.98143,0.002,-0.0095,1.0078
60.0017,0.0015,-0.01,1.0051
60.022913,0.001,-0.011,1.0061
60.042285,0.0015,-0.0073,1.008
60.122278,0.0002,-0.0093,1.0051
60.162943,0.0002,-0.0073,1.0073
60.201216,0.0012,-0.0073,1.0056
60.242067,0,-0.01,1.0058
60.324059,0.002,-0.0095,1.008
60.341779,-0.0002,-0.0095,1.0054
60.381913,0,-0.0073,1.0056
60.401244,-0.0012,-0.0081,1.0073
60.4484,0.0005,-0.0093,1.0063
60.481245,0.0029,-0.0095,1.0066
60.501954,0.0007,-0.0073,1.0049
60.541597,-0.0005,-0.009,1.0056
60.561987,0.0015,-0.0068,1.0083
60.601989,0.001,-0.0095,1.0041
60.662465,0.002,-0.0073,1.0088
60.682716,0.001,-0.0066,1.0061
60.722955,0.0012,-0.0061,1.0056
60.74179,0.0017,-0.0068,1.0051
60.783276,0.001,-0.0098,1.0075
60.802637,0.0029,-0.0098,1.0088
60.841819,0.0027,-0.0068,1.0058
60.882165,0,-0.0115,1.0063
60.923321,0.0007,-0.011,1.0024
60.94155,0.002,-0.0086,1.0051
60.98285,0.0007,-0.01,1.0058
61.081967,0.002,-0.0081,1.0071
61.102309,0,-0.0073,1.0073
61.18259,0.0005,-0.0098,1.0054
61.223273,-0.0005,-0.0098,1.0051
61.262059,0.0012,-0.0086,1.0039
61.283003,0.0022,-0.0086,1.0066
61.302428,0,-0.0086,1.0046
61.323274,0.0022,-0.0088,1.0063
61.342557,0.0022,-0.0078,1.0071
61.40119,-0.0015,-0.01,1.0054
61.441593,0.0007,-0.0105,1.0071
61.522855,0.0015,-0.0107,1.0058
61.541625,0.0012,-0.0105,1.009
61.563016,-0.0005,-0.0078,1.0061
61.581946,0.0015,-0.0076,1.0046
61.601704,-0.0002,-0.0066,1.0029
61.648686,0,-0.0086,1.0075
61.68242,0.0027,-0.0081,1.008
61.741681,-0.0007,-0.01,1.0058
61.761789,0.0015,-0.009,1.0063
61.784937,-0.0005,-0.0081,1.0068
61.84383,-0.0002,-0.0093,1.0056
61.862988,0.0024,-0.0081,1.0063
61.881984,0.0022,-0.0076,1.0073
61.944648,0.0005,-0.0098,1.0056
61.981428,-0.0007,-0.0081,1.0051
62.022641,0.0007,-0.01,1.0073
62.043204,0.002,-0.0088,1.0041
62.062143,0.0005,-0.0093,1.0071
62.082413,0.0017,-0.0088,1.0085
62.12263,0.0002,-0.0088,1.0056
62.143021,0.0017,-0.01,1.0071
62.184936,0.0007,-0.0078,1.0058
62.30264,0.0012,-0.0078,1.0066
62.322184,-0.002,-0.0076,1.0036
62.38106,0.0012,-0.009,1.0073
62.402433,0.0022,-0.0095,1.0039
62.42602,0.0005,-0.0088,1.0058
62.461485,0.0015,-0.0105,1.0075
62.521704,0.0002,-0.0103,1.0068
62.542031,0.0032,-0.0088,1.0044
62.565542,0.0005,-0.0081,1.008
62.582652,0.0039,-0.0107,1.0073
62.6227,0.0017,-0.0083,1.0049
62.682424,-0.001,-0.0083,1.0073
62.702766,0.002,-0.0107,1.0058
62.72215,-0.0007,-0.0086,1.0056
62.762393,-0.0005,-0.0095,1.0054
62.823769,0.0012,-0.0088,1.0051
62.845334,-0.0005,-0.0081,1.0066
62.906237,0.001,-0.01,1.0054
62.941457,0.0017,-0.0086,1.0046
63.005325,-0.0007,-0.0078,1.0063
63.06245,-0.0002,-0.0083,1.0068
63.162486,0.002,-0.0088,1.0068
63.181987,0.0015,-0.0083,1.009
63.282226,0.0015,-0.0066,1.0054
63.362659,0.0012,-0.0098,1.0044
63.406152,-0.001,-0.009,1.0061
63.44776,-0.0017,-0.009,1.0056
63.481901,0.0005,-0.009,1.0058
63.503206,0.002,-0.0083,1.0073
63.581802,0.001,-0.0064,1.0046
63.603099,0.001,-0.0095,1.0054
63.665585,0,-0.01,1.0063
63.72213,-0.002,-0.0081,1.0061
63.806235,0.0022,-0.0093,1.0066
63.922269,0.001,-0.0095,1.0073
63.965827,-0.0002,-0.009,1.0058
64.004613,0.0012,-0.0081,1.008
64.042146,0.001,-0.0081,1.0071
64.082038,0.0017,-0.009,1.0041
64.103059,0.0005,-0.0083,1.0046
64.123533,0.0002,-0.0107,1.0056
64.241717,0.0017,-0.0068,1.0073
64.281421,0.0007,-0.0098,1.0046
64.30368,0.0051,-0.0088,1.0046
64.321819,0.0049,-0.0071,1.0068
64.342514,0.001,-0.0073,1.0063
64.362463,0.0005,-0.0105,1.0061
64.381148,0.002,-0.0086,1.0036
64.443647,0.0012,-0.0071,1.0044
64.462023,0.0012,-0.0083,1.0063
64.50167,0.001,-0.0088,1.0056
64.528893,0.0017,-0.0076,1.0039
64.542117,0.0007,-0.009,1.0068
64.583483,0.0037,-0.0107,1.0068
64.621847,0.002,-0.0095,1.0054
64.645972,0.0029,-0.0078,1.0054
64.681745,0,-0.0081,1.0071
64.706755,0.0024,-0.009,1.0044
64.721922,0.001,-0.0073,1.0066
64.765865,0.002,-0.0088,1.0071
64.842991,0.0024,-0.009,1.0068
64.902611,0.001,-0.0081,1.0056
64.942233,0.0017,-0.0076,1.0061
64.961975,0.001,-0.0073,1.0056
65.002621,0.001,-0.0071,1.0051
65.041552,0.0037,-0.0095,1.0056
65.063094,0.0005,-0.0093,1.0066
65.082058,0.0002,-0.009,1.0051
65.161834,0.0002,-0.011,1.0049
65.202262,0.0027,-0.0107,1.0044
65.222311,-0.0007,-0.0071,1.0049
65.26135,0.0022,-0.0068,1.0054
65.282498,0.0002,-0.0103,1.0044
65.40123,-0.0007,-0.01,1.0049
65.421406,0.0029,-0.0083,1.0068
65.441021,0.002,-0.0086,1.0073
65.501376,0.0005,-0.0105,1.0066
65.541895,0,-0.009,1.0071
65.581541,-0.002,-0.0088,1.0061
65.687595,0.0032,-0.0103,1.0085
65.722075,0.0032,-0.0083,1.0054
65.761458,0.0027,-0.0093,1.0051
65.783073,0.0024,-0.0098,1.0051
65.802625,0.0027,-0.009,1.0073
65.842181,0,-0.0103,1.0039
65.881485,0.001,-0.0093,1.0075
65.901273,0.0007,-0.0073,1.0046
65.922366,0,-0.0078,1.008
66.001641,0.0017,-0.0081,1.0036
66.041787,0.0037,-0.0086,1.0049
66.081991,0.0029,-0.0073,1.0073
66.10212,0.0022,-0.0088,1.0075
66.182328,0.002,-0.0068,1.0046
66.22215,0.0042,-0.0088,1.0044
66.261782,0.0037,-0.0098,1.0063
66.282224,0,-0.0095,1.0071
66.302161,0.0007,-0.0083,1.0071
66.343714,0.0015,-0.0073,1.0066
66.381451,0,-0.009,1.0068
66.423805,-0.002,-0.009,1.008
66.443373,-0.0002,-0.009,1.0032
66.461166,0.0002,-0.0103,1.0078
66.521903,0,-0.0112,1.0049
66.562664,0.0029,-0.0093,1.0051
66.583823,0.002,-0.0093,1.0044
66.623233,0.0007,-0.0105,1.0046
66.647008,0.001,-0.0068,1.0049
66.661198,-0.0002,-0.0078,1.0054
66.680618,0.0012,-0.009,1.0041
66.701047,0.0007,-0.0064,1.0058
66.721621,0.0029,-0.0076,1.0051
66.742444,0.0044,-0.0076,1.0058
66.801563,0.001,-0.0068,1.0056
66.821797,0.0012,-0.0107,1.0056
66.861948,0.002,-0.0081,1.0054
66.881418,0.0017,-0.011,1.0063
67.001665,0.0034,-0.0086,1.0068
67.046121,0.0012,-0.0068,1.0068
67.061336,0.0012,-0.0088,1.0049
67.081259,0.0027,-0.0086,1.0073
67.121732,0.0032,-0.0098,1.0071
67.147033,0.0017,-0.0078,1.0058
67.181922,0.0024,-0.0086,1.0039
67.201767,-0.0002,-0.0095,1.0075
67.261492,0.0022,-0.0081,1.0073
67.281442,0.0017,-0.0093,1.0054
67.302657,0,-0.0103,1.0068
67.421141,0.0015,-0.0071,1.0056
67.465999,-0.0005,-0.009,1.0046
67.601503,0.0017,-0.0086,1.0036
67.622336,0.0034,-0.0093,1.0085
67.661555,0.0017,-0.0068,1.0095
67.701237,0.002,-0.0103,1.0054
67.721431,0.0015,-0.0076,1.0044
67.76207,-0.0005,-0.0076,1.0054
67.822297,0.0012,-0.0078,1.0058
67.881563,0.0024,-0.0103,1.0073
67.902002,0.0007,-0.0083,1.0058
67.921641,0.0029,-0.009,1.0058
67.941839,0.0022,-0.0088,1.0054
67.962372,-0.0002,-0.0076,1.0068
68.041364,0.0044,-0.0073,1.008
68.063774,-0.0005,-0.0103,1.0046
68.101168,0.0029,-0.0066,1.0041
68.163884,0.0022,-0.0095,1.0054
68.181879,0.0005,-0.0076,1.0041
68.262327,0.0027,-0.0086,1.0066
68.281775,0.0007,-0.0093,1.008
68.301129,0.0022,-0.0103,1.0044
68.322044,0.0015,-0.0078,1.0046
68.341437,0.0012,-0.0095,1.0071
68.364477,-0.0005,-0.0098,1.0083
68.381764,0.0015,-0.0095,1.0049
68.423623,-0.0007,-0.009,1.0056
68.441623,0.0017,-0.0093,1.0071
68.460682,0.0032,-0.0086,1.0051
68.501622,0.0037,-0.0076,1.0068
68.543161,0.0024,-0.0073,1.0063
68.581167,0.0012,-0.0103,1.0075
68.622289,0.0029,-0.0093,1.0061
68.642305,0.0012,-0.0078,1.0024
68.661392,0.0034,-0.0083,1.0051
68.722542,0,-0.0095,1.0056
68.741111,-0.0012,-0.009,1.0061
68.76377,0.0017,-0.0095,1.0068
68.784195,0.001,-0.0076,1.0063
68.801736,-0.0017,-0.0078,1.0066
68.864007,0.0002,-0.0076,1.0051
68.922522,0.001,-0.0098,1.0058
68.940891,0.0017,-0.009,1.0051
69.001545,-0.001,-0.0093,1.0071
69.022006,0.0007,-0.0081,1.0073
69.061397,0.0005,-0.0095,1.0058
69.10073,0.0034,-0.01,1.0063
69.121317,0.0024,-0.0078,1.0056
69.164472,0.0024,-0.009,1.0054
69.180956,0.0027,-0.009,1.0046
69.201673,0.0022,-0.0081,1.0063
69.221472,0.0022,-0.0061,1.0044
69.261915,0.0012,-0.0093,1.0056
69.322875,0.002,-0.009,1.0078
69.341867,0.0007,-0.0086,1.0039
69.364469,0,-0.0107,1.0051
69.401576,0.002,-0.0068,1.0073
69.422244,0.0024,-0.0068,1.0083
69.481365,0.0024,-0.0076,1.0068
69.541716,0.001,-0.0088,1.0083
69.601437,0.001,-0.01,1.0068
69.66342,0.0012,-0.0066,1.0051
69.681196,0.0022,-0.0095,1.0051
69.722071,0.0027,-0.009,1.0061
69.762617,0.0017,-0.0064,1.0056
69.841117,0.0022,-0.009,1.0051
69.88237,0.0024,-0.0073,1.0061
69.901536,0.0029,-0.0098,1.0066
70.0019,0.0007,-0.0066,1.0063
70.062202,0.002,-0.01,1.0051
70.101895,0.001,-0.01,1.0066
70.126204,0.0022,-0.0086,1.0036
70.16355,-0.0002,-0.01,1.0061
70.181394,0.0024,-0.009,1.0063
70.241591,0.002,-0.0083,1.0066
70.262683,0.0034,-0.0073,1.0073
70.302,0.002,-0.011,1.0046
70.342634,0.0039,-0.009,1.0071
70.361151,0,-0.0103,1.0073
70.401219,0.0015,-0.0068,1.0068
70.421965,0.0024,-0.0083,1.0044
70.530077,0.0012,-0.0095,1.0049
70.541742,0.0022,-0.0071,1.0071
70.601573,0.002,-0.0088,1.0083
70.624116,0.0002,-0.0078,1.0036
70.761666,0.0007,-0.0098,1.0073
70.781385,0.0029,-0.0107,1.0058
70.801618,-0.0002,-0.0086,1.0061
70.84175,0.002,-0.0066,1.0066
70.921795,0.002,-0.01,1.008
70.962815,0.0022,-0.0064,1.0061
71.006695,0.001,-0.0086,1.009
71.041212,0.0024,-0.0083,1.008
71.062235,-0.001,-0.0093,1.0046
71.141961,0.0022,-0.0095,1.0071
71.181597,0.0017,-0.0086,1.0075
71.221781,0.0012,-0.009,1.0068
71.263304,0.0017,-0.0083,1.0078
71.302665,0.0027,-0.0086,1.0075
71.321611,-0.0007,-0.0098,1.0058
71.343038,0.001,-0.0081,1.0058
71.421466,0.0015,-0.0071,1.0075
71.460081,0,-0.0098,1.0051
71.500997,0.0024,-0.0107,1.0044
71.58266,-0.001,-0.0098,1.0063
71.602059,0.0005,-0.0105,1.0068
71.786205,0.001,-0.0088,1.0041
71.821199,0.0032,-0.0081,1.0054
71.841485,0.0027,-0.0078,1.008
71.861701,0.0017,-0.0093,1.0073
71.882424,0.002,-0.012,1.0058
71.982232,0.001,-0.0081,1.0036
72.002013,0.0037,-0.009,1.0049
72.101482,0.0024,-0.0083,1.0078
72.121968,0.0017,-0.009,1.008
72.143617,0.0002,-0.0083,1.0075
72.162012,-0.001,-0.0083,1.0049
72.181014,0.0029,-0.0083,1.0041
72.221516,0.0027,-0.0083,1.0068
72.2426,0.0032,-0.0078,1.0075
72.262133,-0.0012,-0.0088,1.0044
72.28128,0.002,-0.0095,1.0075
72.301574,0.001,-0.0061,1.0044
72.32349,0.0002,-0.0103,1.0056
72.342263,0.0007,-0.0081,1.0056
72.362299,0.0024,-0.009,1.0083
72.401265,-0.0002,-0.009,1.0063
72.444838,0.0029,-0.011,1.0078
72.481191,0.0032,-0.0076,1.0071
72.521889,0.001,-0.0093,1.0039
72.562106,0.0015,-0.0073,1.0075
72.582634,0.0032,-0.0105,1.0075
72.628374,0.0015,-0.0078,1.0039
72.644023,0.0012,-0.0105,1.0056
72.661191,0.0015,-0.0073,1.0068
72.761566,0.0032,-0.0093,1.0061
72.822269,0.0005,-0.0078,1.0049
72.881075,0.0015,-0.0088,1.0068
72.981407,0.0029,-0.0071,1.0041
73.021772,0.0032,-0.0093,1.0066
73.043191,0.001,-0.0103,1.0068
73.06191,0.0017,-0.01,1.0088
73.105806,0.002,-0.0086,1.0068
73.141016,0.001,-0.0093,1.0058
73.161426,0.0007,-0.0071,1.0058
73.181105,0.0022,-0.0098,1.0041
73.222071,0.0027,-0.0086,1.0071
73.261087,0.0027,-0.0093,1.0071
73.381901,0.0034,-0.0083,1.0056
73.401278,0.0017,-0.0081,1.0066
73.442781,0.0015,-0.0076,1.0049
73.461021,0.0027,-0.0112,1.0071
73.527943,0.0022,-0.01,1.0073
73.542609,0.0017,-0.0095,1.0073
73.601444,0.0005,-0.0086,1.0071
